ward,Precinct,Register Voters,Ballots Cast,Turnout %
9,49,549,144,26.23%
9,50,668,245,36.68%
9,51,363,146,40.22%
9,52,570,258,45.26%
9,53,367,126,34.33%
9,Total,"31,359","11,346",36.18%
9,,,,
10,WARD 10,,,
10,Precinct,Register Voters,Ballots Cast,Turnout %
10,1,638,209,32.76%
10,2,420,205,48.81%
10,3,496,270,54.44%
10,4,595,186,31.26%
10,5,558,235,42.11%
10,6,534,214,40.07%
10,7,188,60,31.91%
10,8,477,230,48.22%
10,9,461,260,56.40%
10,10,525,278,52.95%
10,11,583,292,50.09%
10,12,527,228,43.26%
10,13,425,236,55.53%
10,14,611,287,46.97%
10,15,321,112,34.89%
10,16,450,265,58.89%
10,17,437,238,54.46%
10,18,633,143,22.59%
10,19,616,315,51.14%
10,20,473,223,47.15%
10,21,552,246,44.57%
10,22,475,151,31.79%
10,23,625,182,29.12%
10,24,418,251,60.05%
10,25,747,261,34.94%
10,26,631,199,31.54%
10,27,644,331,51.40%
10,28,489,193,39.47%
10,29,495,193,38.99%
10,30,693,251,36.22%
10,31,649,262,40.37%
10,32,606,255,42.08%
10,33,631,252,39.94%
10,34,652,235,36.04%
10,35,676,222,32.84%
10,36,568,265,46.65%
10,37,540,137,25.37%
10,38,611,290,47.46%
10,39,547,234,42.78%
10,40,575,193,33.57%
10,41,567,331,58.38%
10,42,501,267,53.29%
10,43,397,120,30.23%
10,44,723,221,30.57%
10,45,460,149,32.39%
10,46,657,265,40.33%
10,47,498,243,48.80%
10,48,522,163,31.23%
10,Total,"26,117","10,848",41.54%
10,,,,
11,WARD 11,,,
11,Precinct,Register Voters,Ballots Cast,Turnout %
11,1,705,316,44.82%
11,2,572,243,42.48%
11,3,418,188,44.98%
11,4,699,244,34.91%
11,5,493,148,30.02%
11,6,686,284,41.40%
11,7,468,227,48.50%
11,8,638,229,35.89%
11,9,483,170,35.20%
11,10,339,142,41.89%
11,11,908,384,42.29%
11,12,490,273,55.71%
11,13,603,219,36.32%
11,14,586,212,36.18%
11,15,418,213,50.96%
11,16,701,288,41.08%
11,17,725,317,43.72%
11,18,474,199,41.98%
11,19,596,210,35.23%
11,20,336,198,58.93%
11,21,364,229,62.91%
11,22,423,210,49.65%
11,23,402,183,45.52%
11,24,657,416,63.32%
11,25,508,241,47.44%
11,26,826,308,37.29%
11,27,662,272,41.09%
11,28,472,175,37.08%
11,29,602,274,45.51%
11,30,624,228,36.54%
11,31,328,198,60.37%
11,32,371,198,53.37%
11,33,391,159,40.66%
11,34,347,170,48.99%
11,35,645,352,54.57%
11,36,188,67,35.64%
11,37,557,319,57.27%
11,38,587,339,57.75%
11,39,624,365,58.49%
11,40,312,157,50.32%
11,41,324,152,46.91%
11,42,440,188,42.73%
11,43,677,279,41.21%
11,44,564,242,42.91%
11,45,343,130,37.90%
11,46,276,153,55.43%
11,47,570,213,37.37%
11,48,174,108,62.07%
11,49,395,222,56.20%
11,50,396,134,33.84%
11,Total,"25,387","11,385",44.85%
11,,,,
12,WARD 12,,,
12,Precinct,Register Voters,Ballots Cast,Turnout %
12,1,445,140,31.46%
12,2,454,184,40.53%
12,3,582,185,31.79%
12,4,403,147,36.48%
12,5,465,147,31.61%
12,6,481,132,27.44%
12,7,766,253,33.03%
12,8,742,343,46.23%
12,9,544,183,33.64%
12,10,627,204,32.54%
12,11,792,267,33.71%
12,12,507,191,37.67%
12,13,697,304,43.62%
12,14,588,210,35.71%
12,15,533,174,32.65%
12,16,514,192,37.35%
12,17,610,250,40.98%
12,18,630,214,33.97%
12,19,694,270,38.90%
12,20,470,169,35.96%
12,21,579,210,36.27%
12,22,525,133,25.33%
12,23,479,216,45.09%
12,24,553,246,44.48%
12,Total,"13,680","4,964",36.29%
12,,,,
13,WARD 13,,,
13,Precinct,Register Voters,Ballots Cast,Turnout %
13,1,370,271,73.24%
13,2,313,184,58.79%
13,3,598,287,47.99%
13,4,712,438,61.52%
13,5,546,297,54.40%
13,6,471,246,52.23%
13,7,388,243,62.63%
13,8,439,290,66.06%
13,9,525,280,53.33%
13,10,383,220,57.44%
13,11,385,226,58.70%
13,12,458,226,49.34%
13,13,474,295,62.24%
13,14,447,234,52.35%
13,15,571,331,57.97%
13,16,570,312,54.74%
13,17,451,278,61.64%
13,18,393,211,53.69%
13,19,532,300,56.39%
13,20,532,227,42.67%
13,21,464,301,64.87%
13,22,413,215,52.06%
13,23,409,259,63.33%
13,24,411,268,65.21%
13,25,462,247,53.46%
13,26,438,265,60.50%
13,27,418,284,67.94%
13,28,391,216,55.24%
13,29,360,225,62.50%
13,30,518,350,67.57%
13,31,441,258,58.50%
13,32,410,232,56.59%
13,33,442,223,50.45%
13,34,561,356,63.46%
13,35,385,269,69.87%
13,36,287,130,45.30%
13,37,450,259,57.56%
13,38,481,262,54.47%
13,39,449,261,58.13%
13,40,534,284,53.18%
13,41,349,235,67.34%
13,42,305,244,80.00%
13,43,367,282,76.84%
13,44,428,350,81.78%
13,45,530,309,58.30%
13,46,556,299,53.78%
13,47,552,266,48.19%
13,Total,"21,369","12,545",58.71%
13,,,,
14,WARD 14,,,
14,Precinct,Register Voters,Ballots Cast,Turnout %
14,1,306,96,31.37%
14,2,386,192,49.74%
14,3,429,219,51.05%
14,4,427,166,38.88%
14,5,561,240,42.78%
14,6,410,181,44.15%
14,7,367,179,48.77%
14,8,264,123,46.59%
14,9,453,212,46.80%
14,10,404,214,52.97%
14,11,360,164,45.56%
14,12,351,164,46.72%
14,13,416,220,52.88%
14,14,325,162,49.85%
14,15,347,213,61.38%
14,16,471,201,42.68%
14,17,417,252,60.43%
14,18,427,156,36.53%
14,19,522,252,48.28%
14,20,381,156,40.94%
14,21,368,202,54.89%
14,22,538,258,47.96%
14,23,464,225,48.49%
14,24,319,133,41.69%
14,25,393,205,52.16%
14,26,516,177,34.30%
14,27,541,268,49.54%
14,28,444,187,42.12%
14,29,458,236,51.53%
14,30,293,168,57.34%
14,31,339,168,49.56%
14,32,313,126,40.26%
14,33,306,147,48.04%
14,34,350,146,41.71%
14,35,451,182,40.35%
14,Total,"14,117","6,590",46.68%
14,,,,
15,WARD 15,,,
15,Precinct,Register Voters,Ballots Cast,Turnout %
15,1,390,156,40.00%
15,2,409,128,31.30%
15,3,454,118,25.99%
15,4,506,147,29.05%
15,5,535,135,25.23%
15,6,592,148,25.00%
15,7,503,152,30.22%
15,8,730,205,28.08%
15,9,507,165,32.54%
15,10,517,134,25.92%
15,11,568,176,30.99%
15,12,318,79,24.84%
15,13,448,128,28.57%
15,14,632,223,35.28%
15,15,571,157,27.50%
15,16,428,117,27.34%
15,17,498,176,35.34%
15,18,415,108,26.02%
15,19,455,146,32.09%
15,20,345,84,24.35%
15,21,435,141,32.41%
15,22,685,210,30.66%
15,23,396,110,27.78%
15,24,463,142,30.67%
15,25,619,168,27.14%
15,26,446,137,30.72%
15,27,421,134,31.83%
15,28,565,211,37.35%
15,29,298,60,20.13%
15,30,639,153,23.94%
15,31,414,116,28.02%
15,32,615,141,22.93%
15,33,479,138,28.81%
15,34,468,144,30.77%
15,35,501,178,35.53%
15,36,481,139,28.90%
15,37,399,100,25.06%
15,38,426,131,30.75%
15,39,485,154,31.75%
15,40,491,123,25.05%
15,41,675,229,33.93%
15,42,315,88,27.94%
15,43,438,122,27.85%
15,44,525,180,34.29%
15,45,247,75,30.36%
15,46,321,93,28.97%
15,47,528,190,35.98%
15,48,428,112,26.17%
15,49,503,110,21.87%
15,50,430,149,34.65%
15,51,351,106,30.20%
15,52,402,116,28.86%
15,Total,"24,710","7,282",29.47%
15,,,,
16,WARD 16,,,
16,Precinct,Register Voters,Ballots Cast,Turnout %
16,1,445,90,20.22%
16,2,394,112,28.43%
16,3,480,159,33.13%
16,4,541,118,21.81%
16,5,529,156,29.49%
16,6,181,66,36.46%
16,7,474,145,30.59%
16,8,582,150,25.77%
16,9,499,194,38.88%
16,10,793,220,27.74%
16,11,642,176,27.41%
16,12,496,98,19.76%
16,13,505,158,31.29%
16,14,504,152,30.16%
16,15,505,158,31.29%
16,16,532,156,29.32%
16,17,471,157,33.33%
16,18,573,158,27.57%
16,19,598,179,29.93%
16,20,441,129,29.25%
16,21,530,179,33.77%
16,22,472,119,25.21%
16,23,570,135,23.68%
16,24,276,84,30.43%
16,25,351,111,31.62%
16,26,468,155,33.12%
16,27,627,247,39.39%
16,28,503,177,35.19%
16,29,451,105,23.28%
16,30,482,113,23.44%
16,31,548,177,32.30%
16,32,469,174,37.10%
16,33,382,102,26.70%
16,34,485,122,25.15%
16,35,618,171,27.67%
16,36,506,147,29.05%
16,37,342,76,22.22%
16,38,409,111,27.14%
16,39,570,195,34.21%
16,40,518,166,32.05%
16,41,259,78,30.12%
16,42,568,169,29.75%
16,43,616,162,26.30%
16,44,543,150,27.62%
16,Total,"21,748","6,356",29.23%
16,,,,
17,WARD 17,,,
17,Precinct,Register Voters,Ballots Cast,Turnout %
17,1,328,106,32.32%
17,2,569,178,31.28%
17,3,441,134,30.39%
17,4,629,274,43.56%
17,5,436,149,34.17%
17,6,471,134,28.45%
17,7,603,199,33.00%
17,8,421,142,33.73%
17,9,377,135,35.81%
17,10,472,178,37.71%
17,11,540,171,31.67%
17,12,642,265,41.28%
17,13,419,110,26.25%
17,14,571,161,28.20%
17,15,546,203,37.18%
17,16,484,129,26.65%
17,17,438,101,23.06%
17,18,538,213,39.59%
17,19,275,76,27.64%
17,20,508,161,31.69%
17,21,543,272,50.09%
17,22,543,196,36.10%
17,23,369,115,31.17%
17,24,611,174,28.48%
17,25,413,114,27.60%
17,26,587,221,37.65%
17,27,694,243,35.01%
17,28,475,167,35.16%
17,29,500,178,35.60%
17,30,571,187,32.75%
17,31,519,161,31.02%
17,32,579,194,33.51%
17,33,430,145,33.72%
17,34,436,143,32.80%
17,35,318,108,33.96%
17,36,333,101,30.33%
17,37,500,145,29.00%
17,38,466,148,31.76%
17,39,461,162,35.14%
17,40,451,147,32.59%
17,41,431,127,29.47%
17,42,426,137,32.16%
17,43,457,135,29.54%
17,44,450,124,27.56%
17,45,389,104,26.74%
17,46,498,153,30.72%
17,47,314,106,33.76%
17,48,594,164,27.61%
17,49,371,120,32.35%
17,50,592,162,27.36%
17,51,525,206,39.24%
17,52,597,254,42.55%
17,53,443,181,40.86%
17,54,486,232,47.74%
17,55,461,164,35.57%
17,56,596,163,27.35%
17,57,581,203,34.94%
17,58,499,138,27.66%
17,59,304,88,28.95%
17,60,568,244,42.96%
17,61,491,157,31.98%
17,62,453,135,29.80%
17,63,560,123,21.96%
17,64,413,119,28.81%
17,Total,"31,006","10,279",33.15%
17,,,,
18,WARD 18,,,
18,Precinct,Register Voters,Ballots Cast,Turnout %
18,1,339,120,35.40%
18,2,575,278,48.35%
18,3,455,239,52.53%
18,4,561,296,52.76%
18,5,635,217,34.17%
18,6,491,253,51.53%
18,7,561,258,45.99%
18,8,276,112,40.58%
18,9,592,292,49.32%
18,10,766,429,56.01%
18,11,564,241,42.73%
18,12,597,330,55.28%
18,13,621,311,50.08%
18,14,618,310,50.16%
18,15,356,164,46.07%
18,16,647,315,48.69%
18,17,575,243,42.26%
18,18,530,264,49.81%
18,19,613,311,50.73%
18,20,564,249,44.15%
18,21,727,369,50.76%
18,22,699,362,51.79%
18,23,520,229,44.04%
18,24,589,299,50.76%
18,25,580,259,44.66%
18,26,429,237,55.24%
18,27,658,234,35.56%
18,28,504,265,52.58%
18,29,613,277,45.19%
18,30,510,186,36.47%
18,31,604,233,38.58%
18,32,692,331,47.83%
18,33,521,183,35.12%
18,34,601,364,60.57%
18,35,679,348,51.25%
18,36,450,190,42.22%
18,37,449,242,53.90%
18,38,633,280,44.23%
18,39,646,234,36.22%
18,40,596,357,59.90%
18,41,504,293,58.13%
18,42,522,189,36.21%
18,43,568,197,34.68%
18,44,410,175,42.68%
18,45,551,271,49.18%
18,46,598,255,42.64%
18,47,669,201,30.04%
18,48,412,174,42.23%
18,49,537,160,29.80%
18,50,674,216,32.05%
18,51,718,293,40.81%
18,52,612,271,44.28%
18,53,449,181,40.31%
18,54,559,263,47.05%
18,55,534,278,52.06%
18,56,652,239,36.66%
18,57,488,196,40.16%
18,58,606,203,33.50%
18,59,526,236,44.87%
18,60,672,276,41.07%
18,61,557,242,43.45%
18,62,499,189,37.88%
18,Total,"34,953","15,709",44.94%
18,,,,
19,WARD 19,,,
19,Precinct,Register Voters,Ballots Cast,Turnout %
19,1,501,403,80.44%
19,2,430,329,76.51%
19,3,457,369,80.74%
19,4,484,386,79.75%
19,5,505,389,77.03%
19,6,466,364,78.11%
19,7,469,378,80.60%
19,8,420,325,77.38%
19,9,382,294,76.96%
19,10,615,471,76.59%
19,11,572,476,83.22%
19,12,507,387,76.33%
19,13,381,245,64.30%
19,14,645,429,66.51%
19,15,474,377,79.54%
19,16,590,467,79.15%
19,17,532,402,75.56%
19,18,548,423,77.19%
19,19,506,395,78.06%
19,20,460,340,73.91%
19,21,432,321,74.31%
19,22,586,434,74.06%
19,23,588,460,78.23%
19,24,442,347,78.51%
19,25,583,439,75.30%
19,26,561,417,74.33%
19,27,359,234,65.18%
19,28,522,352,67.43%
19,29,513,396,77.19%
19,30,528,414,78.41%
19,31,462,378,81.82%
19,32,497,400,80.48%
19,33,571,468,81.96%
19,34,487,373,76.59%
19,35,476,355,74.58%
19,36,700,413,59.00%
19,37,493,387,78.50%
19,38,502,357,71.12%
19,39,256,120,46.88%
19,40,536,397,74.07%
19,41,390,310,79.49%
19,42,526,373,70.91%
19,43,698,434,62.18%
19,44,479,400,83.51%
19,45,511,409,80.04%
19,46,595,482,81.01%
19,47,696,504,72.41%
