"timestamp","ward","div","time_of_day","obs","vote_method"
"11/5/2019 10:01:00",32,"17",09:51:00,39,"in person"
"11/5/2019 14:01:00",12,"05",13:51:00,188,"in person"
"11/5/2019 11:24:00",90,"01",11:14:00,132,"by mail"
"11/5/2019 8:08:00",50,"07",07:58:00,14,"in person"
"11/5/2019 8:08:00",52,"27",07:58:00,22,"in person"
"11/5/2019 14:48:00",62,"06",14:38:00,119,"by mail"
"11/5/2019 9:33:00",58,"09",09:23:00,58,"in person"
"11/5/2019 7:34:00",51,"18",07:24:00,7,"in person"
"11/5/2019 8:48:00",50,"04",08:38:00,47,"by mail"
"11/5/2019 13:25:00",15,"02",13:15:00,161,"in person"
"11/5/2019 8:39:00",40,"17",08:29:00,15,"in person"
"11/5/2019 12:16:00",56,"06",12:06:00,95,"by mail"
"11/5/2019 8:55:00",48,"15",08:45:00,28,"in person"
"11/5/2019 14:51:00",43,"08",14:41:00,135,"in person"
"11/5/2019 7:33:00",40,"35",07:23:00,4,"by mail"
"11/5/2019 10:23:00",51,"17",10:13:00,33,"in person"
"11/5/2019 12:39:00",41,"06",12:29:00,39,"in person"
"11/5/2019 7:27:00",44,"02",07:17:00,2,"by mail"
"11/5/2019 7:34:00",52,"25",07:24:00,8,"in person"
"11/5/2019 13:23:00",21,"03",13:13:00,80,"in person"
"11/5/2019 10:16:00",38,"14",10:06:00,44,"by mail"
"11/5/2019 9:11:00",12,"23",09:01:00,53,"in person"
"11/5/2019 7:32:00",10,"03",07:22:00,5,"in person"
"11/5/2019 8:32:00",50,"25",08:22:00,25,"by mail"
"11/5/2019 10:34:00",29,"11",10:24:00,46,"in person"
"11/5/2019 9:56:00",35,"19",09:46:00,48,"in person"
"11/5/2019 14:08:00",38,"17",13:58:00,174,"by mail"
"11/5/2019 9:28:00",65,"21",09:18:00,32,"in person"
"11/5/2019 9:01:00",61,"17",08:51:00,36,"in person"
"11/5/2019 9:46:00",40,"42",09:36:00,54,"by mail"
"11/5/2019 14:33:00",63,"08",14:23:00,135,"in person"
"11/5/2019 12:11:00",42,"08",12:01:00,56,"in person"
"11/5/2019 11:14:00",41,"03",11:04:00,36,"by mail"
"11/5/2019 14:07:00",56,"06",13:57:00,153,"in person"
"11/5/2019 14:47:00",32,"25",14:37:00,152,"in person"
"11/5/2019 7:49:00",60,"03",07:39:00,6,"by mail"
"11/5/2019 10:18:00",32,"08",10:08:00,32,"in person"
"11/5/2019 8:44:00",20,"08",08:34:00,11,"in person"
"11/5/2019 7:28:00",46,"17",07:18:00,6,"by mail"
"11/5/2019 12:55:00",20,"02",12:45:00,45,"in person"
"11/5/2019 13:12:00",21,"32",13:02:00,79,"in person"
"11/5/2019 8:40:00",50,"17",08:30:00,30,"by mail"
"11/5/2019 14:14:00",51,"28",14:04:00,158,"in person"
"11/5/2019 13:19:00",56,"34",13:09:00,67,"in person"
"11/5/2019 8:17:00",10,"09",08:07:00,20,"by mail"
"11/5/2019 8:30:00",49,"13",08:20:00,11,"in person"
"11/5/2019 10:02:00",16,"02",09:52:00,43,"in person"
"11/5/2019 9:26:00",27,"11",09:16:00,19,"by mail"
"11/5/2019 7:50:00",54,"09",07:40:00,4,"in person"
"11/5/2019 12:15:00",12,"16",12:05:00,88,"in person"
"11/5/2019 12:01:00",22,"21",11:51:00,69,"by mail"
"11/5/2019 8:10:00",62,"08",08:00:00,11,"in person"
"11/5/2019 8:21:00",51,"17",08:11:00,9,"in person"
"11/5/2019 14:54:00",10,"28",14:44:00,142,"by mail"
"11/5/2019 8:14:00",44,"03",08:04:00,10,"in person"
"11/5/2019 12:59:00",39,"11",12:49:00,23,"in person"
"11/5/2019 9:51:00",28,"11",09:41:00,26,"by mail"
"11/5/2019 13:12:00",71,"11",13:02:00,38,"in person"
"11/5/2019 10:18:00",31,"01",10:08:00,29,"in person"
"11/5/2019 14:54:00",63,"04",14:44:00,158,"by mail"
"11/5/2019 8:50:00",61,"08",08:40:00,33,"in person"
"11/5/2019 10:10:00",37,"17",10:00:00,36,"in person"
"11/5/2019 12:42:00",26,"05",12:32:00,68,"by mail"
"11/5/2019 14:32:00",63,"16",14:22:00,124,"in person"
"11/5/2019 10:50:00",20,"07",10:40:00,65,"in person"
"11/5/2019 8:16:00",23,"06",08:06:00,10,"by mail"
"11/5/2019 9:38:00",58,"02",09:28:00,28,"in person"
"11/5/2019 9:54:00",25,"20",09:44:00,25,"in person"
"11/5/2019 11:03:00",38,"10",10:53:00,56,"by mail"
"11/5/2019 14:50:00",41,"06",14:40:00,65,"in person"
"11/5/2019 11:09:00",62,"07",10:59:00,67,"in person"
"11/5/2019 8:51:00",56,"19",08:41:00,43,"by mail"
"11/5/2019 10:08:00",34,"06",09:58:00,75,"in person"
"11/5/2019 11:25:00",56,"11",11:15:00,42,"in person"
"11/5/2019 14:47:00",21,"18",14:37:00,113,"by mail"
"11/5/2019 11:01:00",22,"01",10:51:00,121,"in person"
"11/5/2019 9:23:00",57,"19",09:13:00,38,"in person"
"11/5/2019 7:53:00",81,"14",07:43:00,7,"by mail"
"11/5/2019 9:18:00",49,"04",09:08:00,49,"in person"
"11/5/2019 8:47:00",59,"08",08:37:00,43,"in person"
"11/5/2019 10:49:00",43,"11",10:39:00,25,"by mail"
"11/5/2019 9:29:00",82,"23",09:19:00,81,"in person"
"11/5/2019 13:27:00",35,"31",13:17:00,66,"in person"
"11/5/2019 9:07:00",26,"04",08:57:00,35,"by mail"
"11/5/2019 11:12:00",21,"21",11:02:00,51,"in person"
"11/5/2019 9:26:00",23,"16",09:16:00,38,"in person"
"11/5/2019 11:24:00",36,"25",11:14:00,43,"by mail"
"11/5/2019 12:24:00",21,"14",12:14:00,94,"in person"
"11/5/2019 8:07:00",58,"07",07:57:00,9,"in person"
"11/5/2019 12:25:00",35,"17",12:15:00,41,"by mail"
"11/5/2019 10:29:00",42,"21",10:19:00,27,"in person"
"11/5/2019 10:38:00",82,"25",10:28:00,88,"in person"
"11/5/2019 9:35:00",13,"18",09:25:00,80,"by mail"
"11/5/2019 14:46:00",40,"32",14:36:00,104,"in person"
"11/5/2019 14:08:00",42,"04",13:58:00,69,"in person"
"11/5/2019 8:56:00",31,"10",08:46:00,12,"by mail"
"11/5/2019 7:36:00",26,"20",07:26:00,1,"in person"
"11/5/2019 8:24:00",54,"01",08:14:00,14,"in person"
"11/5/2019 14:18:00",17,"27",14:08:00,89,"by mail"
"11/5/2019 14:30:00",56,"16",14:20:00,88,"in person"
"11/5/2019 13:43:00",34,"13",13:33:00,132,"in person"
"11/5/2019 7:39:00",22,"01",07:29:00,9,"by mail"
"11/5/2019 12:08:00",43,"12",11:58:00,38,"in person"
"11/5/2019 13:34:00",28,"12",13:24:00,97,"in person"
"11/5/2019 14:53:00",35,"10",14:43:00,126,"by mail"
"11/5/2019 8:15:00",57,"02",08:05:00,19,"in person"
"11/5/2019 9:27:00",31,"16",09:17:00,95,"in person"
"11/5/2019 10:11:00",52,"17",10:01:00,98,"by mail"
"11/5/2019 10:01:00",35,"31",09:51:00,41,"in person"
"11/5/2019 13:51:00",30,"09",13:41:00,144,"in person"
"11/5/2019 9:28:00",57,"23",09:18:00,46,"by mail"
"11/5/2019 7:59:00",31,"19",07:49:00,5,"in person"
"11/5/2019 14:32:00",40,"23",14:22:00,78,"in person"
"11/5/2019 10:48:00",17,"07",10:38:00,94,"by mail"
"11/5/2019 8:52:00",19,"10",08:42:00,37,"in person"
"11/5/2019 11:05:00",41,"20",10:55:00,56,"in person"
"11/5/2019 14:53:00",13,"02",14:43:00,102,"by mail"
"11/5/2019 10:10:00",59,"20",10:00:00,29,"in person"
"11/5/2019 13:41:00",66,"28",13:31:00,110,"in person"
"11/5/2019 9:49:00",40,"10",09:39:00,18,"by mail"
"11/5/2019 13:32:00",31,"11",13:22:00,63,"in person"
"11/5/2019 13:25:00",42,"07",13:15:00,58,"in person"
"11/5/2019 9:21:00",80,"04",09:11:00,61,"by mail"
"11/5/2019 12:07:00",37,"20",11:57:00,42,"in person"
"11/5/2019 14:49:00",34,"23",14:39:00,166,"in person"
"11/5/2019 10:05:00",21,"19",09:55:00,52,"by mail"
"11/5/2019 8:26:00",40,"15",08:16:00,11,"in person"
"11/5/2019 13:04:00",66,"30",12:54:00,93,"in person"
"11/5/2019 8:16:00",49,"12",08:06:00,24,"by mail"
"11/5/2019 10:42:00",53,"09",10:32:00,29,"in person"
"11/5/2019 11:46:00",50,"30",11:36:00,89,"in person"
"11/5/2019 13:23:00",50,"24",13:13:00,114,"by mail"
"11/5/2019 10:34:00",31,"08",10:24:00,30,"in person"
"11/5/2019 11:47:00",40,"09",11:37:00,79,"in person"
"11/5/2019 7:21:00",36,"40",07:11:00,3,"by mail"
"11/5/2019 11:01:00",43,"04",10:51:00,54,"in person"
"11/5/2019 9:06:00",64,"09",08:56:00,28,"in person"
"11/5/2019 12:51:00",66,"42",12:41:00,80,"by mail"
"11/5/2019 8:01:00",40,"02",07:51:00,7,"in person"
"11/5/2019 7:44:00",23,"07",07:34:00,4,"in person"
"11/5/2019 11:01:00",15,"14",10:51:00,82,"by mail"
"11/5/2019 7:13:00",23,"19",07:03:00,1,"in person"
"11/5/2019 7:28:00",10,"07",07:18:00,2,"in person"
"11/5/2019 13:56:00",61,"13",13:46:00,78,"by mail"
"11/5/2019 9:30:00",50,"28",09:20:00,67,"in person"
"11/5/2019 12:08:00",19,"07",11:58:00,68,"in person"
"11/5/2019 8:21:00",38,"14",08:11:00,12,"by mail"
"11/5/2019 9:39:00",15,"16",09:29:00,68,"in person"
"11/5/2019 13:52:00",10,"13",13:42:00,151,"in person"
"11/5/2019 9:47:00",35,"19",09:37:00,49,"by mail"
"11/5/2019 13:09:00",60,"01",12:59:00,47,"in person"
"11/5/2019 7:35:00",54,"04",07:25:00,2,"in person"
"11/5/2019 11:27:00",60,"04",11:17:00,57,"by mail"
"11/5/2019 9:09:00",47,"04",08:59:00,17,"in person"
"11/5/2019 9:59:00",34,"04",09:49:00,57,"in person"
"11/5/2019 9:34:00",52,"16",09:24:00,77,"by mail"
"11/5/2019 13:21:00",38,"18",13:11:00,118,"in person"
"11/5/2019 12:33:00",13,"16",12:23:00,69,"in person"
"11/5/2019 8:52:00",27,"13",08:42:00,20,"by mail"
"11/5/2019 11:46:00",11,"17",11:36:00,44,"in person"
"11/5/2019 13:57:00",28,"10",13:47:00,101,"in person"
"11/5/2019 11:13:00",23,"16",11:03:00,56,"by mail"
"11/5/2019 7:52:00",21,"34",07:42:00,15,"in person"
"11/5/2019 9:04:00",52,"23",08:54:00,55,"in person"
"11/5/2019 9:30:00",71,"17",09:20:00,39,"by mail"
"11/5/2019 14:45:00",29,"07",14:35:00,93,"in person"
"11/5/2019 10:19:00",63,"11",10:09:00,129,"in person"
"11/5/2019 7:53:00",27,"10",07:43:00,4,"by mail"
"11/5/2019 11:24:00",26,"18",11:14:00,37,"in person"
"11/5/2019 9:46:00",54,"05",09:36:00,48,"in person"
"11/5/2019 8:03:00",57,"18",07:53:00,11,"by mail"
"11/5/2019 12:06:00",81,"19",11:56:00,101,"in person"
"11/5/2019 8:56:00",33,"16",08:46:00,16,"in person"
"11/5/2019 7:45:00",49,"11",07:35:00,6,"by mail"
"11/5/2019 9:49:00",33,"23",09:39:00,36,"in person"
"11/5/2019 7:14:00",35,"22",07:04:00,1,"in person"
"11/5/2019 11:02:00",59,"09",10:52:00,54,"by mail"
"11/5/2019 12:09:00",52,"21",11:59:00,29,"in person"
"11/5/2019 8:51:00",22,"26",08:41:00,41,"in person"
"11/5/2019 10:43:00",58,"34",10:33:00,65,"by mail"
"11/5/2019 7:51:00",42,"03",07:41:00,6,"in person"
"11/5/2019 9:27:00",27,"10",09:17:00,22,"in person"
"11/5/2019 8:41:00",39,"30",08:31:00,29,"by mail"
"11/5/2019 9:44:00",62,"24",09:34:00,35,"in person"
"11/5/2019 13:54:00",35,"29",13:44:00,56,"in person"
"11/5/2019 9:09:00",50,"08",08:59:00,51,"by mail"
"11/5/2019 8:02:00",56,"11",07:52:00,8,"in person"
"11/5/2019 8:55:00",32,"19",08:45:00,32,"in person"
"11/5/2019 13:06:00",22,"28",12:56:00,60,"by mail"
"11/5/2019 11:34:00",31,"11",11:24:00,52,"in person"
"11/5/2019 9:22:00",36,"31",09:12:00,30,"in person"
"11/5/2019 11:28:00",20,"11",11:18:00,35,"by mail"
"11/5/2019 12:29:00",23,"06",12:19:00,42,"in person"
"11/5/2019 13:54:00",58,"26",13:44:00,105,"in person"
"11/5/2019 7:51:00",40,"20",07:41:00,4,"by mail"
"11/5/2019 11:54:00",42,"18",11:44:00,62,"in person"
"11/5/2019 13:14:00",16,"18",13:04:00,105,"in person"
"11/5/2019 8:40:00",47,"04",08:30:00,11,"by mail"
"11/5/2019 9:43:00",65,"03",09:33:00,39,"in person"
"11/5/2019 11:28:00",31,"11",11:18:00,50,"in person"
"11/5/2019 13:13:00",32,"13",13:03:00,44,"by mail"
"11/5/2019 14:26:00",66,"25",14:16:00,114,"in person"
"11/5/2019 9:37:00",21,"18",09:27:00,51,"in person"
"11/5/2019 8:04:00",59,"13",07:54:00,18,"by mail"
"11/5/2019 7:59:00",31,"03",07:49:00,6,"in person"
"11/5/2019 11:46:00",81,"11",11:36:00,43,"in person"
"11/5/2019 12:54:00",70,"08",12:44:00,49,"by mail"
"11/5/2019 7:35:00",51,"15",07:25:00,6,"in person"
"11/5/2019 9:49:00",44,"17",09:39:00,41,"in person"
"11/5/2019 10:52:00",33,"04",10:42:00,42,"by mail"
"11/5/2019 13:24:00",40,"36",13:14:00,49,"in person"
"11/5/2019 10:20:00",39,"29",10:10:00,43,"in person"
"11/5/2019 13:19:00",65,"04",13:09:00,147,"by mail"
"11/5/2019 7:19:00",32,"22",07:09:00,2,"in person"
"11/5/2019 14:19:00",28,"12",14:09:00,115,"in person"
"11/5/2019 7:33:00",40,"51",07:23:00,2,"by mail"
"11/5/2019 10:26:00",57,"02",10:16:00,76,"in person"
"11/5/2019 8:07:00",58,"04",07:57:00,15,"in person"
"11/5/2019 13:09:00",27,"13",12:59:00,44,"by mail"
"11/5/2019 12:35:00",23,"21",12:25:00,91,"in person"
"11/5/2019 9:30:00",34,"32",09:20:00,42,"in person"
"11/5/2019 10:18:00",29,"09",10:08:00,38,"by mail"
"11/5/2019 13:00:00",56,"25",12:50:00,85,"in person"
"11/5/2019 14:13:00",19,"02",14:03:00,84,"in person"
"11/5/2019 11:39:00",31,"16",11:29:00,119,"by mail"
"11/5/2019 14:21:00",31,"18",14:11:00,173,"in person"
"11/5/2019 9:14:00",13,"09",09:04:00,41,"in person"
"11/5/2019 13:24:00",51,"11",13:14:00,66,"by mail"
"11/5/2019 13:32:00",11,"13",13:22:00,60,"in person"
"11/5/2019 11:16:00",14,"09",11:06:00,43,"in person"
"11/5/2019 14:14:00",11,"17",14:04:00,116,"by mail"
"11/5/2019 10:20:00",66,"38",10:10:00,69,"in person"
"11/5/2019 8:42:00",35,"29",08:32:00,16,"in person"
"11/5/2019 14:54:00",24,"11",14:44:00,88,"by mail"
"11/5/2019 7:54:00",40,"43",07:44:00,6,"in person"
"11/5/2019 14:06:00",14,"08",13:56:00,15,"in person"
"11/5/2019 9:18:00",52,"23",09:08:00,66,"by mail"
"11/5/2019 11:08:00",34,"07",10:58:00,77,"in person"
"11/5/2019 14:40:00",17,"28",14:30:00,102,"in person"
"11/5/2019 9:59:00",59,"17",09:49:00,105,"by mail"
"11/5/2019 9:32:00",38,"04",09:22:00,60,"in person"
"11/5/2019 8:37:00",45,"10",08:27:00,10,"in person"
"11/5/2019 13:51:00",42,"21",13:41:00,149,"by mail"
"11/5/2019 9:16:00",91,"14",09:06:00,58,"in person"
"11/5/2019 11:44:00",37,"18",11:34:00,68,"in person"
"11/5/2019 11:30:00",45,"06",11:20:00,64,"by mail"
"11/5/2019 8:37:00",50,"05",08:27:00,46,"in person"
"11/5/2019 11:32:00",59,"06",11:22:00,48,"in person"
"11/5/2019 11:09:00",13,"08",10:59:00,49,"by mail"
"11/5/2019 14:09:00",42,"14",13:59:00,124,"in person"
"11/5/2019 12:24:00",54,"17",12:14:00,34,"in person"
"11/5/2019 10:43:00",20,"01",10:33:00,58,"by mail"
"11/5/2019 13:46:00",16,"03",13:36:00,94,"in person"
"11/5/2019 10:40:00",40,"48",10:30:00,70,"in person"
"11/5/2019 8:22:00",65,"19",08:12:00,21,"by mail"
"11/5/2019 10:19:00",60,"12",10:09:00,76,"in person"
"11/5/2019 14:22:00",33,"18",14:12:00,37,"in person"
"11/5/2019 14:20:00",71,"12",14:10:00,101,"by mail"
"11/5/2019 12:10:00",51,"19",12:00:00,102,"in person"
"11/5/2019 9:39:00",62,"13",09:29:00,46,"in person"
"11/5/2019 14:14:00",31,"10",14:04:00,126,"by mail"
"11/5/2019 8:32:00",41,"15",08:22:00,21,"in person"
"11/5/2019 9:05:00",49,"07",08:55:00,45,"in person"
"11/5/2019 10:34:00",43,"14",10:24:00,47,"by mail"
"11/5/2019 7:59:00",34,"02",07:49:00,14,"in person"
"11/5/2019 14:43:00",55,"15",14:33:00,101,"in person"
"11/5/2019 8:41:00",39,"01",08:31:00,19,"by mail"
"11/5/2019 12:09:00",53,"30",11:59:00,33,"in person"
"11/5/2019 8:08:00",44,"08",07:58:00,10,"in person"
"11/5/2019 11:29:00",19,"19",11:19:00,37,"by mail"
"11/5/2019 9:00:00",30,"04",08:50:00,25,"in person"
"11/5/2019 12:44:00",49,"10",12:34:00,95,"in person"
"11/5/2019 7:44:00",32,"03",07:34:00,4,"by mail"
"11/5/2019 12:13:00",46,"01",12:03:00,91,"in person"
"11/5/2019 14:24:00",57,"02",14:14:00,137,"in person"
"11/5/2019 13:37:00",66,"02",13:27:00,64,"by mail"
"11/5/2019 13:52:00",41,"01",13:42:00,50,"in person"
"11/5/2019 12:46:00",25,"08",12:36:00,56,"in person"
"11/5/2019 12:46:00",44,"18",12:36:00,48,"by mail"
"11/5/2019 14:21:00",34,"18",14:11:00,139,"in person"
"11/5/2019 9:40:00",66,"06",09:30:00,65,"in person"
"11/5/2019 12:15:00",34,"37",12:05:00,57,"by mail"
"11/5/2019 13:49:00",22,"28",13:39:00,73,"in person"
"11/5/2019 9:23:00",82,"27",09:13:00,41,"in person"
"11/5/2019 8:36:00",51,"11",08:26:00,19,"by mail"
"11/5/2019 8:01:00",39,"24",07:51:00,17,"in person"
"11/5/2019 10:19:00",50,"06",10:09:00,83,"in person"
"11/5/2019 8:10:00",61,"15",08:00:00,13,"by mail"
"11/5/2019 14:33:00",36,"19",14:23:00,124,"in person"
"11/5/2019 9:36:00",91,"14",09:26:00,78,"in person"
"11/5/2019 14:27:00",52,"10",14:17:00,167,"by mail"
"11/5/2019 12:54:00",43,"23",12:44:00,37,"in person"
"11/5/2019 9:34:00",61,"14",09:24:00,36,"in person"
"11/5/2019 8:31:00",49,"02",08:21:00,30,"by mail"
"11/5/2019 14:46:00",41,"15",14:36:00,135,"in person"
"11/5/2019 8:40:00",41,"15",08:30:00,32,"in person"
"11/5/2019 12:57:00",33,"24",12:47:00,33,"by mail"
"11/5/2019 10:41:00",17,"07",10:31:00,114,"in person"
"11/5/2019 9:31:00",42,"14",09:21:00,56,"in person"
"11/5/2019 12:02:00",58,"10",11:52:00,83,"by mail"
