"","row_number","precinct","obs","log_obs","precinct_num","minute","ward"
"165",165,"5127",18.8191028014002,2.93487246040663,1262,203,"51"
"166",166,"6112",4.40484991063733,1.48270618630762,1538,68,"61"
"167",167,"4102",16.329925789602,2.79299936255086,1005,237,"41"
"168",168,"5516",44.3125356793487,3.79126760946773,1352,441,"55"
"169",169,"0820",0.997541991621168,-0.00246103424084022,186,11,"08"
"170",170,"6128",37.8353014740587,3.63324256824104,1554,168,"61"
"171",171,"3609",10.3480951616718,2.33680246042296,832,72,"36"
"172",172,"4018",8.96181471444613,2.19297274157381,970,140,"40"
"173",173,"1025",6.34084146932294,1.84701148351007,238,47,"10"
"174",174,"3531",21.8234270460932,3.08298402792993,822,234,"35"
"175",175,"0413",44.8439771842841,3.80318929151154,83,199,"04"
"176",176,"6633",69.0450946971924,4.23475983746498,1679,428,"66"
"177",177,"4210",19.7909858692066,2.98522657490761,1039,413,"42"
"178",178,"5841",103.250293776045,4.63715607712566,1475,320,"58"
"179",179,"6612",53.5754582605432,3.98109109494962,1658,459,"66"
"180",180,"2604",31.096799706129,3.43710491055037,580,186,"26"
"181",181,"4603",65.6133943662802,4.18377985752046,1126,282,"46"
"182",182,"3424",50.7303010405119,3.92652338573233,773,151,"34"
"183",183,"0609",33.5670868963161,3.51354603023274,134,394,"06"
"184",184,"3930",1.01221590235375,0.0121418903578441,936,3,"39"
"185",185,"5640",2.68384938683637,0.987252102347278,1405,38,"56"
"186",186,"5204",30.2956893275273,3.41100543597626,1267,350,"52"
"187",187,"3628",70.1223831860591,4.25024204672675,851,461,"36"
"188",188,"3016",93.959325080545,4.54286197671409,674,435,"30"
"189",189,"4904",25.9055352449054,3.25445666189099,1187,186,"49"
"190",190,"2524",2.05859895421697,0.722025632103279,576,45,"25"
"191",191,"4609",33.7048663437647,3.5176422288255,1132,131,"46"
"192",192,"4620",59.5035278876786,4.08603560302376,1143,416,"46"
"193",193,"1321",32.3577182943021,3.47685257963951,307,365,"13"
"194",194,"0721",6.1242918469561,1.81226313292316,164,114,"07"
"195",195,"0911",101.21056691988,4.61720316760672,207,257,"09"
"196",196,"2102",27.4573247504671,3.31263297208573,438,295,"21"
"197",197,"4616",12.1766703889275,2.49952185782703,1139,51,"46"
"198",198,"2811",0.555569806530613,-0.587761013476017,633,10,"28"
"199",199,"2612",41.030096832579,3.71430586649467,588,236,"26"
"200",200,"2608",40.4256860085594,3.69946537522789,584,242,"26"
"201",201,"5112",36.8578420687159,3.60706840654299,1247,199,"51"
"202",202,"6214",23.1153611434063,3.14049738108653,1568,111,"62"
"203",203,"3943",68.1515817016583,4.22173436699513,949,460,"39"
"204",204,"1717",42.0845302278581,3.73968022014093,376,394,"17"
"205",205,"0509",66.8314760526924,4.2021741679571,100,329,"05"
"206",206,"4705",26.8267193524353,3.28939838161412,1151,378,"47"
"207",207,"0508",3.93667027261008,1.37033525752975,99,15,"05"
"208",208,"6020",8.44838539309586,2.13397534537127,1523,61,"60"
"209",209,"0604",82.3328213963272,4.41076983008216,129,460,"06"
"210",210,"6124",22.7749931516762,3.12566314245119,1550,233,"61"
"211",211,"0913",154.188172953318,5.03817375879285,209,379,"09"
"212",212,"6221",15.679985842776,2.75238511203767,1575,299,"62"
"213",213,"0522",65.9587110331062,4.18902895585561,113,275,"05"
"214",214,"5202",99.9572246212445,4.60474234068779,1265,317,"52"
"215",215,"6312",25.8308117986839,3.25156803513436,1592,112,"63"
"216",216,"4603",75.7555156624045,4.32751125576381,1126,366,"46"
"217",217,"4819",0.776510050341558,-0.252945693345723,1179,17,"48"
"218",218,"2214",29.8879902924918,3.3974567372502,495,122,"22"
"219",219,"1604",31.7178519991555,3.45687967691871,345,399,"16"
"220",220,"3426",1.24306159252088,0.217577362806069,775,36,"34"
"221",221,"2222",48.4152517004315,3.87981488186092,503,178,"22"
"222",222,"3229",3.51655675375755,1.25748231590985,723,76,"32"
"223",223,"0504",181.179376776929,5.19948757243463,95,407,"05"
"224",224,"2227",30.2185010541269,3.40845435449353,508,98,"22"
"225",225,"4804",32.567754069912,3.48332265989214,1164,385,"48"
"226",226,"0530",28.9363609670484,3.36509896924189,121,393,"05"
"227",227,"3405",1.65082360383274,0.501274317214676,754,20,"34"
"228",228,"5502",23.5876361569551,3.16072268309794,1338,139,"55"
"229",229,"5622",8.14605183006642,2.0975333718461,1387,45,"56"
"230",230,"4408",14.1486861428234,2.64962176768094,1087,167,"44"
"231",231,"2127",51.7167254677806,3.9457812392114,463,444,"21"
"232",232,"6303",64.4626558518443,4.16608607708747,1583,206,"63"
"233",233,"0211",51.8902514328777,3.94913093886565,32,219,"02"
"234",234,"5621",10.1531779675397,2.31778675673236,1386,101,"56"
"235",235,"3442",57.5806613698996,4.05318677122261,791,355,"34"
"236",236,"2716",51.5419294417963,3.94239564033641,615,439,"27"
"237",237,"5809",26.7485132023121,3.28647889057534,1443,130,"58"
"238",238,"5704",30.254606180535,3.40964844331579,1410,250,"57"
"239",239,"3001",138.621992260605,4.9317507484873,659,438,"30"
"240",240,"6201",17.3656971565114,2.85449683261224,1555,246,"62"
"241",241,"2304",10.980829327825,2.39615096399638,514,111,"23"
"242",242,"3804",34.465753810445,3.5399661878653,889,313,"38"
"243",243,"0807",158.351108598523,5.06481477389808,173,453,"08"
"244",244,"3908",53.5547142137228,3.98070382688871,914,307,"39"
"245",245,"4806",21.3902884622716,3.06293700885058,1166,158,"48"
"246",246,"2217",75.5216003011609,4.32441871204124,498,165,"22"
"247",247,"3926",37.9856178421603,3.63720761024769,932,393,"39"
"248",248,"3219",35.8504739566991,3.57935678750773,713,335,"32"
"249",249,"2301",13.4573093865512,2.59952240724724,511,233,"23"
"250",250,"1203",15.9965194528617,2.77237116437964,265,364,"12"
"251",251,"5513",8.66983843425291,2.15985015558455,1349,72,"55"
"252",252,"0411",1.67198796147299,0.514013314560624,81,11,"04"
"253",253,"3619",12.2173418298562,2.50285640388285,842,85,"36"
"254",254,"1722",7.8323530157167,2.05826297772069,381,77,"17"
"255",255,"5808",37.6133934133412,3.62736019477054,1442,224,"58"
"256",256,"5008",66.5790994896638,4.19839070681756,1213,183,"50"
"257",257,"1109",72.7832707771647,4.28748613177829,251,415,"11"
"258",258,"4918",66.0250395496902,4.19003405719385,1201,380,"49"
"259",259,"5027",71.1004339247949,4.2640934398116,1232,328,"50"
"260",260,"1707",37.102222265098,3.61367686714828,366,270,"17"
"261",261,"3422",59.8163761061349,4.09127947139576,771,433,"34"
"262",262,"5610",3.82958735333014,1.34275705674324,1375,33,"56"
"263",263,"1201",86.2708341922015,4.45749158259316,263,445,"12"
"264",264,"0505",66.1055504823218,4.1912527143205,96,330,"05"
"265",265,"4211",33.2561782541932,3.50424056199711,1040,466,"42"
"266",266,"1708",69.3838790985521,4.23965455088312,367,452,"17"
"267",267,"6106",2.86489812118272,1.05253278973783,1532,12,"61"
"268",268,"5123",28.4272157884846,3.34734698869997,1258,185,"51"
"269",269,"2623",39.3940650204586,3.67361517095893,599,336,"26"
"270",270,"1913",20.3434987878874,3.01276139096455,419,279,"19"
"271",271,"1720",47.5714846188213,3.86223351909786,379,353,"17"
"272",272,"3013",57.9494133542189,4.0595704464251,671,206,"30"
"273",273,"6211",24.3156540750719,3.1911203435586,1565,318,"62"
"274",274,"0718",3.82768830579247,1.34226104545642,161,127,"07"
"275",275,"4005",40.5256581965321,3.7019353092303,957,297,"40"
"276",276,"1514",18.6717525463428,2.92701182279694,336,90,"15"
"277",277,"5524",23.0870314095499,3.13927104903568,1360,134,"55"
"278",278,"4801",8.62058644809547,2.15415311578318,1161,100,"48"
"279",279,"2510",4.4054306412629,1.48283801653096,562,73,"25"
"280",280,"2137",28.3755613340938,3.34552825830523,473,152,"21"
"281",281,"1109",52.2649432081647,3.95632584437095,251,329,"11"
"282",282,"0616",51.9826859413278,3.95091070047028,141,436,"06"
"283",283,"5525",32.2825355872251,3.47452639010699,1361,436,"55"
"284",284,"4044",49.4497103195513,3.90095620000407,996,402,"40"
"285",285,"4018",2.14831172168058,0.76468228794269,970,55,"40"
"286",286,"5114",56.3232685311687,4.03110774516527,1249,398,"51"
"287",287,"0602",11.8807304121443,2.47491779454826,127,84,"06"
"288",288,"4614",26.1321292787017,3.26316556410777,1137,168,"46"
"289",289,"6015",52.1744933872956,3.95459374304158,1518,348,"60"
"290",290,"3925",57.4064790208865,4.05015717188396,931,205,"39"
"291",291,"2611",50.2207447898946,3.91642818416297,587,340,"26"
"292",292,"4511",8.98256024547824,2.19528494696643,1109,253,"45"
"293",293,"6639",43.4919217438941,3.77257521381203,1685,289,"66"
"294",294,"3014",30.150550600565,3.4062031850484,672,110,"30"
"295",295,"4903",29.7795940563677,3.39382339574481,1186,397,"49"
"296",296,"1712",1.61822333848941,0.481328842787542,371,11,"17"
"297",297,"5123",28.9499398447738,3.36556812611611,1258,178,"51"
"298",298,"3113",35.7281291197998,3.5759383090579,688,215,"31"
"299",299,"6413",38.8639591858879,3.66006732208141,1618,227,"64"
"300",300,"3621",22.1344753676692,3.09713636442001,844,331,"36"
"301",301,"6633",61.6019214699283,4.12069306274663,1679,400,"66"
"302",302,"5219",72.7556229499995,4.2871061944737,1282,406,"52"
"303",303,"3630",3.76075674292908,1.32462019856875,853,46,"36"
"304",304,"3402",30.692529820371,3.42401929665733,751,231,"34"
"305",305,"0909",155.572218431508,5.04711005101862,205,406,"09"
"306",306,"3303",14.0156225572618,2.64017260441232,728,280,"33"
"307",307,"3636",61.9288336483329,4.12598588138546,859,466,"36"
"308",308,"3410",51.161733456364,3.93499185917736,759,284,"34"
"309",309,"1602",13.2875997441496,2.5868312502551,343,110,"16"
"310",310,"5125",13.7188349274023,2.6187697008642,1260,91,"51"
"311",311,"4028",2.70005677861457,0.993272801905683,980,40,"40"
"312",312,"4413",18.3464109078167,2.90943396451552,1092,117,"44"
"313",313,"3926",26.3557116163662,3.27168501113279,932,188,"39"
"314",314,"4922",41.6001850934792,3.7281046166198,1205,314,"49"
"315",315,"3430",51.83840056106,3.94813119819343,779,217,"34"
"316",316,"5917",93.5760398520672,4.53877436622746,1495,376,"59"
"317",317,"6628",65.6694680952231,4.18463410050848,1674,376,"66"
"318",318,"1014",57.0823615423667,4.04449516425399,227,251,"10"
"319",319,"4307",0.934965105361806,-0.0672460708585323,1061,32,"43"
"320",320,"0411",16.0950312540786,2.77851060659906,81,89,"04"
"321",321,"4816",21.8830122800509,3.0857106408406,1176,359,"48"
"322",322,"1805",36.8832302989864,3.60775698430457,393,177,"18"
"323",323,"1020",40.7160635404399,3.70662269616555,233,339,"10"
"324",324,"6609",53.3885926948355,3.97759710319926,1655,294,"66"
"325",325,"5128",44.4029745667629,3.79330646194104,1263,444,"51"
"326",326,"5905",50.0894860503409,3.91381112679265,1483,195,"59"
"327",327,"5609",16.1318002650734,2.78079249564718,1374,83,"56"
"328",328,"4103",20.3391496111546,3.01254758105194,1006,251,"41"
"329",329,"3607",30.2528756119647,3.40959124151134,830,245,"36"
"330",330,"5505",4.41304446057172,1.48456480514527,1341,47,"55"
"331",331,"0801",55.304772153165,4.0128592005223,167,156,"08"
"332",332,"2606",7.28451326688262,1.98575062435847,582,50,"26"
"333",333,"4907",58.743823264501,4.07318601157371,1190,398,"49"
"334",334,"1212",47.155471496879,3.85345004681934,274,362,"12"
"335",335,"4404",48.3194799635363,3.87783479122461,1083,450,"44"
"336",336,"1104",11.7962028209462,2.46777768484948,246,147,"11"
"337",337,"3624",0.433059191112247,-0.83688086029396,847,8,"36"
"338",338,"6120",9.27557431677009,2.22738452752204,1546,78,"61"
"339",339,"3634",8.38525181308652,2.12647442620009,857,108,"36"
"340",340,"6512",18.6696842196307,2.92690104362541,1635,184,"65"
"341",341,"4314",25.6642355141585,3.24509840847174,1068,406,"43"
"342",342,"5106",29.1692297021806,3.37311437633797,1241,151,"51"
"343",343,"3315",4.5134044223562,1.50705172958331,740,84,"33"
"344",344,"6313",35.221366675315,3.56165290627077,1593,331,"63"
"345",345,"0822",30.045991904132,3.40272927119109,188,214,"08"
"346",346,"2404",36.3126927633094,3.59216734305407,537,453,"24"
"347",347,"3530",12.44098640282,2.52099637699872,821,309,"35"
"348",348,"0201",1.7305180273439,0.548420801458185,22,5,"02"
"349",349,"4411",43.7255426330592,3.77793243096052,1090,332,"44"
"350",350,"0102",3.2205144592253,1.1695411167402,2,17,"01"
"351",351,"1808",8.62075513518193,2.15417268352803,396,159,"18"
"352",352,"5812",26.194428227525,3.26554672507949,1446,191,"58"
"353",353,"0509",62.3222019486598,4.13231773387572,100,239,"05"
"354",354,"2142",13.3741288981621,2.5933221615517,478,78,"21"
"355",355,"6639",67.9664611416556,4.21901436499879,1685,408,"66"
"356",356,"0829",216.864213899725,5.37927141528439,195,364,"08"
"357",357,"4623",68.3497342532547,4.22463767513394,1146,397,"46"
"358",358,"1219",17.4731936005074,2.86066791227648,281,159,"12"
"359",359,"2803",30.704278289033,3.42440200283269,625,368,"28"
"360",360,"1019",36.1556772592271,3.58783398355566,232,172,"10"
"361",361,"1408",8.92947889654531,2.18935803893549,319,414,"14"
"362",362,"4804",5.17159801153564,1.64318173390125,1164,61,"48"
"363",363,"3909",24.2438193201266,3.18816171150091,915,192,"39"
"364",364,"0227",75.0536648342894,4.31820338878982,48,218,"02"
"365",365,"2102",11.8911593828222,2.4757952150173,438,92,"21"
"366",366,"1219",30.7896125201533,3.42717737725681,281,421,"12"
"367",367,"5838",17.9083317282884,2.88526606423487,1472,337,"58"
"368",368,"5308",26.551426682645,3.27908348193708,1299,419,"53"
"369",369,"6203",14.4010297197951,2.66729971234446,1557,286,"62"
"370",370,"5219",52.810089109598,3.96670225407962,1282,331,"52"
"371",371,"3308",15.2856660171393,2.72691552764436,733,458,"33"
"372",372,"0303",34.4060104254705,3.53823127078795,51,242,"03"
"373",373,"6613",4.07109881528243,1.40391294220155,1659,56,"66"
"374",374,"3419",50.4065732158383,3.92012158752242,768,164,"34"
"375",375,"6121",50.1570844517378,3.91515976966999,1547,173,"61"
"376",376,"6504",102.021152816965,4.62518017234238,1627,182,"65"
"377",377,"5006",38.8873824956929,3.66066984057195,1211,115,"50"
"378",378,"2304",37.5515772046031,3.62571538011375,514,457,"23"
"379",379,"1602",8.49557524478241,2.1395454685208,343,82,"16"
"380",380,"4508",11.9507531362758,2.48079430034773,1106,222,"45"
"381",381,"0119",61.8096798092587,4.12405998341603,19,173,"01"
"382",382,"1510",37.1088762669806,3.61385619347634,332,128,"15"
"383",383,"3442",89.7872096057922,4.49744253315698,791,444,"34"
"384",384,"0521",42.5037109556882,3.74959138872293,112,462,"05"
"385",385,"3920",92.0722116638676,4.52257317855863,926,386,"39"
"386",386,"4308",13.189361297894,2.57941054234935,1062,402,"43"
"387",387,"3430",56.9036444971345,4.04135938999736,779,349,"34"
"388",388,"3324",4.52970905409519,1.51065771096328,749,128,"33"
"389",389,"4609",36.4133916219026,3.59493660868408,1132,149,"46"
"390",390,"0806",145.986778056917,4.98351605635343,172,463,"08"
"391",391,"1016",3.03771323163044,1.11110500591651,229,30,"10"
"392",392,"5709",24.2553413362982,3.18863685442018,1415,332,"57"
"393",393,"6322",62.5809712910518,4.13646125891051,1602,419,"63"
"394",394,"4507",1.26647815171881,0.236239939397894,1105,11,"45"
"395",395,"5418",5.87789071032548,1.77119797482038,1332,76,"54"
"396",396,"3208",17.4459057274532,2.85910499231955,702,425,"32"
"397",397,"2520",6.38627989785376,1.85415192324968,572,157,"25"
"398",398,"0608",3.14801148805143,1.14677097986598,133,59,"06"
"399",399,"5617",31.3867227231246,3.44638496027822,1382,256,"56"
"400",400,"2416",15.5430455393275,2.74361330638951,549,238,"24"
"401",401,"6404",56.5122356089801,4.03445717415776,1609,408,"64"
"402",402,"5703",24.0279494115633,3.17921771159046,1409,104,"57"
"403",403,"4418",33.8524842242076,3.52201238585915,1097,265,"44"
"404",404,"0312",23.9081752133342,3.1742204595839,60,126,"03"
"405",405,"3310",0.478524525359059,-0.737047814733725,735,15,"33"
"406",406,"6625",45.5944460138621,3.81978591116075,1671,173,"66"
"407",407,"0605",4.43787069980061,1.49017468929567,130,54,"06"
"408",408,"5224",24.5270969906835,3.19977850600343,1287,105,"52"
"409",409,"0113",9.00918116241077,2.19824418651482,13,69,"01"
"410",410,"4616",91.4102339192545,4.5153574406741,1139,368,"46"
"411",411,"0410",30.6868790204905,3.42383516976517,80,345,"04"
"412",412,"5914",24.68810962374,3.20632173597631,1492,252,"59"
"413",413,"5823",43.9844349580081,3.78383582037927,1457,204,"58"
"414",414,"5721",4.68727446669678,1.54485127636767,1427,45,"57"
"415",415,"3005",25.7815033941989,3.24965731211013,663,242,"30"
"416",416,"1711",28.4888656332386,3.34951333140399,370,158,"17"
"417",417,"4613",45.5914240516321,3.81971962978998,1136,343,"46"
"418",418,"2311",8.12978708406731,2.09553473429517,521,116,"23"
