ward,Precinct,Register Voters,Ballots Cast,Turnout %
5,26,813,446,54.86%
5,27,676,463,68.49%
5,28,801,477,59.55%
5,29,928,486,52.37%
5,30,816,352,43.14%
5,31,776,388,50.00%
5,32,770,491,63.77%
5,33,871,484,55.57%
5,34,809,551,68.11%
5,35,709,478,67.42%
5,36,709,361,50.92%
5,37,712,436,61.24%
5,38,869,464,53.39%
5,39,621,353,56.84%
5,40,687,358,52.11%
5,41,345,245,71.01%
5,Total,"31,307","18,206",58.15%
5,,,,
6,WARD 6,,,
6,Precinct,Register Voters,Ballots Cast,Turnout %
6,1,705,420,59.57%
6,2,721,407,56.45%
6,3,679,416,61.27%
6,4,652,318,48.77%
6,5,781,288,36.88%
6,6,675,397,58.81%
6,7,741,381,51.42%
6,8,672,420,62.50%
6,9,867,418,48.21%
6,10,701,293,41.80%
6,11,808,412,50.99%
6,12,833,343,41.18%
6,13,592,302,51.01%
6,14,779,362,46.47%
6,15,981,398,40.57%
6,16,715,428,59.86%
6,17,733,330,45.02%
6,18,698,294,42.12%
6,19,723,383,52.97%
6,20,705,271,38.44%
6,21,637,272,42.70%
6,22,690,286,41.45%
6,23,751,287,38.22%
6,24,620,307,49.52%
6,25,684,261,38.16%
6,26,807,346,42.87%
6,27,695,257,36.98%
6,28,682,233,34.16%
6,29,695,424,61.01%
6,30,812,353,43.47%
6,31,674,392,58.16%
6,32,709,372,52.47%
6,33,746,424,56.84%
6,34,715,404,56.50%
6,35,663,367,55.35%
6,36,675,440,65.19%
6,37,667,406,60.87%
6,38,705,424,60.14%
6,39,803,387,48.19%
6,40,690,348,50.43%
6,41,721,431,59.78%
6,42,839,413,49.23%
6,43,730,345,47.26%
6,44,807,404,50.06%
6,45,750,431,57.47%
6,46,565,273,48.32%
6,47,666,341,51.20%
6,48,757,414,54.69%
6,Total,"34,716","17,323",49.90%
6,,,,
7,WARD 7,,,
7,Precinct,Register Voters,Ballots Cast,Turnout %
7,1,735,355,48.30%
7,2,901,377,41.84%
7,3,644,364,56.52%
7,4,675,394,58.37%
7,5,697,303,43.47%
7,6,808,454,56.19%
7,7,834,378,45.32%
7,8,702,321,45.73%
7,9,1047,561,53.58%
7,10,713,396,55.54%
7,11,860,443,51.51%
7,12,810,390,48.15%
7,13,528,233,44.13%
7,14,846,387,45.74%
7,15,739,382,51.69%
7,16,834,337,40.41%
7,17,714,338,47.34%
7,18,791,303,38.31%
7,19,734,378,51.50%
7,20,707,287,40.59%
7,21,768,297,38.67%
7,22,744,285,38.31%
7,23,653,393,60.18%
7,24,749,356,47.53%
7,25,804,358,44.53%
7,26,560,326,58.21%
7,27,641,311,48.52%
7,28,644,266,41.30%
7,29,659,310,47.04%
7,30,781,289,37.00%
7,31,601,247,41.10%
7,32,777,497,63.96%
7,33,775,471,60.77%
7,34,790,419,53.04%
7,35,773,360,46.57%
7,36,787,443,56.29%
7,37,730,427,58.49%
7,38,677,323,47.71%
7,39,672,347,51.64%
7,40,655,336,51.30%
7,41,739,370,50.07%
7,42,684,357,52.19%
7,43,713,351,49.23%
7,44,760,354,46.58%
7,45,854,392,45.90%
7,46,291,190,65.29%
7,Total,"33,600","16,456",48.98%
7,,,,
8,WARD 8,,,
8,Precinct,Register Voters,Ballots Cast,Turnout %
8,1,733,306,41.75%
8,2,850,404,47.53%
8,3,679,428,63.03%
8,4,644,424,65.84%
8,5,677,414,61.15%
8,6,757,409,54.03%
8,7,758,447,58.97%
8,8,635,380,59.84%
8,9,464,279,60.13%
8,10,706,465,65.86%
8,11,671,353,52.61%
8,12,624,354,56.73%
8,13,900,453,50.33%
8,14,755,343,45.43%
8,15,721,367,50.90%
8,16,352,155,44.03%
8,17,528,340,64.39%
8,18,984,384,39.02%
8,19,759,444,58.50%
8,20,755,424,56.16%
8,21,927,494,53.29%
8,22,660,349,52.88%
8,23,706,335,47.45%
8,24,376,236,62.77%
8,25,787,394,50.06%
8,26,823,419,50.91%
8,27,688,424,61.63%
8,28,733,394,53.75%
8,29,867,468,53.98%
8,30,794,445,56.05%
8,31,625,317,50.72%
8,32,566,310,54.77%
8,33,726,400,55.10%
8,34,670,350,52.24%
8,35,728,423,58.10%
8,36,722,406,56.23%
8,37,515,332,64.47%
8,38,557,266,47.76%
8,39,711,411,57.81%
8,40,544,320,58.82%
8,41,765,390,50.98%
8,42,878,481,54.78%
8,43,463,216,46.65%
8,44,515,272,52.82%
8,45,836,433,51.79%
8,46,595,303,50.92%
8,47,608,332,54.61%
8,48,782,384,49.10%
8,49,673,354,52.60%
8,50,695,407,58.56%
8,51,696,421,60.49%
8,52,839,493,58.76%
8,53,393,223,56.74%
8,54,777,361,46.46%
8,55,522,312,59.77%
8,56,707,403,57.00%
8,Total,"38,421","20,851",54.27%
8,,,,
9,WARD 9,,,
9,Precinct,Register Voters,Ballots Cast,Turnout %
9,1,777,410,52.77%
9,2,683,346,50.66%
9,3,826,364,44.07%
9,4,617,334,54.13%
9,5,698,349,50.00%
9,6,699,372,53.22%
9,7,686,287,41.84%
9,8,896,389,43.42%
9,9,771,421,54.60%
9,10,686,328,47.81%
9,11,653,288,44.10%
9,12,758,391,51.58%
9,13,711,402,56.54%
9,14,769,464,60.34%
9,15,1078,426,39.52%
9,16,680,344,50.59%
9,17,724,332,45.86%
9,18,645,285,44.19%
9,19,678,394,58.11%
9,20,732,428,58.47%
9,21,688,320,46.51%
9,22,680,405,59.56%
9,23,723,414,57.26%
9,24,708,395,55.79%
9,25,692,366,52.89%
9,26,966,385,39.86%
9,27,718,366,50.97%
9,28,687,256,37.26%
9,29,753,362,48.07%
9,30,657,337,51.29%
9,31,729,311,42.66%
9,32,687,342,49.78%
9,33,727,308,42.37%
9,34,765,328,42.88%
9,35,657,356,54.19%
9,36,732,340,46.45%
9,37,834,418,50.12%
9,38,714,371,51.96%
9,39,730,378,51.78%
9,40,780,420,53.85%
9,41,626,316,50.48%
9,42,696,387,55.60%
9,43,855,374,43.74%
9,44,599,333,55.59%
9,45,688,306,44.48%
9,46,805,379,47.08%
9,47,698,405,58.02%
9,48,736,398,54.08%
9,49,708,410,57.91%
9,50,797,497,62.36%
9,51,638,368,57.68%
9,Total,"37,240","18,705",50.23%
9,,,,
10,WARD 10,,,
10,Precinct,Register Voters,Ballots Cast,Turnout %
10,1,710,362,50.99%
10,2,694,244,35.16%
10,3,748,269,35.96%
10,4,868,325,37.44%
10,5,675,224,33.19%
10,6,633,300,47.39%
10,7,657,237,36.07%
10,8,644,296,45.96%
10,9,729,260,35.67%
10,10,716,342,47.77%
10,11,956,399,41.74%
10,12,533,225,42.21%
10,13,898,387,43.10%
10,14,928,402,43.32%
10,15,1333,702,52.66%
10,16,672,244,36.31%
10,17,917,342,37.30%
10,18,677,236,34.86%
10,19,761,300,39.42%
10,20,761,344,45.20%
10,21,848,359,42.33%
10,22,564,211,37.41%
10,23,713,335,46.98%
10,24,688,255,37.06%
10,25,266,115,43.23%
10,26,790,283,35.82%
10,27,1068,342,32.02%
10,28,874,383,43.82%
10,29,766,312,40.73%
10,30,807,349,43.25%
10,31,720,257,35.69%
10,32,753,325,43.16%
10,33,618,242,39.16%
10,34,712,249,34.97%
10,35,769,326,42.39%
10,36,206,90,43.69%
10,Total,"26,672","10,873",40.77%
10,,,,
11,WARD 11,,,
11,Precinct,Register Voters,Ballots Cast,Turnout %
11,1,844,392,46.45%
11,2,1024,62,6.05%
11,3,692,369,53.32%
11,4,776,373,48.07%
11,5,1107,515,46.52%
11,6,952,422,44.33%
11,7,839,660,78.67%
11,8,845,390,46.15%
11,9,848,364,42.92%
11,10,904,404,44.69%
11,11,887,362,40.81%
11,12,1023,483,47.21%
11,13,1000,423,42.30%
11,14,543,254,46.78%
11,15,391,186,47.57%
11,16,724,306,42.27%
11,17,849,444,52.30%
11,18,764,356,46.60%
11,19,1007,491,48.76%
11,20,593,265,44.69%
11,21,893,498,55.77%
11,22,1042,512,49.14%
11,23,429,249,58.04%
11,24,782,478,61.13%
11,25,749,411,54.87%
11,26,880,470,53.41%
11,27,486,180,37.04%
11,28,484,188,38.84%
11,29,838,410,48.93%
11,30,620,247,39.84%
11,31,743,330,44.41%
11,32,365,176,48.22%
11,33,789,338,42.84%
11,34,310,143,46.13%
11,35,247,135,54.66%
11,36,476,173,36.34%
11,37,347,181,52.16%
11,38,399,208,52.13%
11,Total,"27,491","12,848",46.74%
11,,,,
12,WARD 12,,,
12,Precinct,Register Voters,Ballots Cast,Turnout %
12,1,708,387,54.66%
12,2,734,346,47.14%
12,3,842,449,53.33%
12,4,720,414,57.50%
12,5,776,379,48.84%
12,6,869,363,41.77%
12,7,877,358,40.82%
12,8,870,458,52.64%
12,9,694,334,48.13%
12,10,901,451,50.06%
12,11,847,392,46.28%
12,12,873,388,44.44%
12,13,875,398,45.49%
12,14,863,349,40.44%
12,15,877,329,37.51%
12,16,857,374,43.64%
12,17,903,405,44.85%
12,18,873,331,37.92%
12,19,783,398,50.83%
12,20,911,452,49.62%
12,21,802,387,48.25%
12,22,911,412,45.23%
12,23,761,394,51.77%
12,Total,"19,127","8,948",46.78%
12,,,,
13,WARD 13,,,
13,Precinct,Register Voters,Ballots Cast,Turnout %
13,1,461,281,60.95%
13,2,457,294,64.33%
13,3,469,278,59.28%
13,4,586,318,54.27%
13,5,651,421,64.67%
13,6,493,324,65.72%
13,7,491,293,59.67%
13,8,423,242,57.21%
13,9,597,333,55.78%
13,10,471,245,52.02%
13,11,564,343,60.82%
13,12,568,316,55.63%
13,13,527,368,69.83%
13,14,552,331,59.96%
13,15,785,569,72.48%
13,16,419,278,66.35%
13,17,510,290,56.86%
13,18,474,232,48.95%
13,19,670,475,70.90%
13,20,368,181,49.18%
13,21,600,334,55.67%
13,22,586,339,57.85%
13,23,467,285,61.03%
13,24,491,323,65.78%
13,25,617,358,58.02%
13,26,584,384,65.75%
13,27,514,331,64.40%
13,28,473,296,62.58%
13,29,440,279,63.41%
13,30,410,277,67.56%
13,31,625,332,53.12%
13,32,504,275,54.56%
13,33,490,280,57.14%
13,34,566,454,80.21%
13,35,462,305,66.02%
13,36,343,200,58.31%
13,37,617,388,62.88%
13,38,465,244,52.47%
13,39,525,349,66.48%
13,40,452,294,65.04%
13,41,593,361,60.88%
13,42,544,282,51.84%
13,43,560,363,64.82%
13,44,625,486,77.76%
13,45,595,431,72.44%
13,46,684,429,62.72%
13,47,636,376,59.12%
13,48,466,298,63.95%
13,Total,"25,470","15,765",61.90%
13,,,,
14,WARD 14,,,
14,Precinct,Register Voters,Ballots Cast,Turnout %
14,1,676,330,48.82%
14,2,878,463,52.73%
14,3,706,423,59.92%
14,4,611,258,42.23%
14,5,960,533,55.52%
14,6,337,195,57.86%
14,7,832,383,46.03%
14,8,813,385,47.36%
14,9,730,366,50.14%
14,10,521,253,48.56%
14,11,397,231,58.19%
14,12,677,321,47.42%
14,13,525,300,57.14%
14,14,626,354,56.55%
14,15,734,439,59.81%
14,16,555,271,48.83%
14,17,575,312,54.26%
14,18,276,142,51.45%
14,19,642,372,57.94%
14,20,530,254,47.92%
14,21,652,343,52.61%
14,22,886,396,44.70%
14,23,536,242,45.15%
14,24,695,337,48.49%
14,25,450,227,50.44%
14,26,529,272,51.42%
14,27,641,340,53.04%
14,28,547,243,44.42%
14,29,574,321,55.92%
14,30,396,210,53.03%
14,31,371,215,57.95%
14,Total,"18,878","9,731",51.55%
14,,,,
15,WARD 15,,,
15,Precinct,Register Voters,Ballots Cast,Turnout %
15,1,808,333,41.21%
15,2,654,244,37.31%
15,3,684,245,35.82%
15,4,834,343,41.13%
15,5,871,349,40.07%
15,6,878,356,40.55%
15,7,746,311,41.69%
15,8,782,325,41.56%
15,9,968,439,45.35%
15,10,963,476,49.43%
15,11,914,428,46.83%
15,12,858,404,47.09%
15,13,842,331,39.31%
15,14,833,312,37.45%
15,15,777,363,46.72%
15,16,825,357,43.27%
15,17,679,264,38.88%
15,18,755,305,40.40%
15,19,765,288,37.65%
15,20,757,241,31.84%
15,21,612,276,45.10%
15,22,783,317,40.49%
15,23,781,323,41.36%
15,24,747,289,38.69%
15,Total,"19,116","7,919",41.43%
15,,,,
16,WARD 16,,,
16,Precinct,Register Voters,Ballots Cast,Turnout %
16,1,849,385,45.35%
16,2,769,345,44.86%
16,3,709,287,40.48%
16,4,760,283,37.24%
16,5,733,289,39.43%
16,6,739,318,43.03%
16,7,727,307,42.23%
16,8,637,249,39.09%
16,9,794,331,41.69%
16,10,724,300,41.44%
16,11,751,317,42.21%
16,12,745,283,37.99%
16,13,808,317,39.23%
16,14,702,272,38.75%
16,15,795,355,44.65%
16,16,691,338,48.91%
16,17,839,323,38.50%
16,18,762,318,41.73%
16,19,752,329,43.75%
16,20,706,288,40.79%
16,21,765,273,35.69%
16,22,804,300,37.31%
16,23,795,320,40.25%
16,24,462,220,47.62%
16,25,802,335,41.77%
16,26,693,279,40.26%
16,27,711,300,42.19%
16,28,772,317,41.06%
16,29,789,313,39.67%
16,30,741,262,35.36%
16,31,745,327,43.89%
16,32,802,348,43.39%
16,33,744,300,40.32%
16,34,738,308,41.73%
16,35,868,344,39.63%
16,36,625,236,37.76%
16,Total,"26,848","11,016",41.03%
16,,,,
17,WARD 17,,,
17,Precinct,Register Voters,Ballots Cast,Turnout %
17,1,679,325,47.86%
17,2,807,345,42.75%
17,3,848,363,42.81%
17,4,867,495,57.09%
17,5,708,315,44.49%
17,6,806,357,44.29%
17,7,777,336,43.24%
17,8,834,383,45.92%
17,9,764,374,48.95%
17,10,770,397,51.56%
17,11,700,325,46.43%
17,12,932,450,48.28%
17,13,752,322,42.82%
17,14,803,377,46.95%
17,15,863,415,48.09%
17,16,793,339,42.75%
17,17,804,348,43.28%
17,18,732,392,53.55%
17,19,675,241,35.70%
17,20,763,457,59.90%
17,21,769,457,59.43%
17,22,742,328,44.20%
17,23,630,247,39.21%
17,24,801,436,54.43%
17,25,694,308,44.38%
17,26,856,420,49.07%
17,27,799,384,48.06%
17,28,692,321,46.39%
17,29,770,373,48.44%
17,30,657,296,45.05%
17,31,687,250,36.39%
17,32,719,330,45.90%
17,33,690,256,37.10%
17,34,716,280,39.11%
17,35,716,301,42.04%
17,36,732,427,58.33%
17,37,689,336,48.77%
17,38,928,383,41.27%
17,39,729,354,48.56%
17,40,720,392,54.44%
17,41,775,419,54.06%
17,Total,"31,188","14,654",46.99%
17,,,,
18,WARD 18,,,
18,Precinct,Register Voters,Ballots Cast,Turnout %
18,1,633,336,53.08%
18,2,689,324,47.02%
18,3,589,281,47.71%
18,4,643,386,60.03%
18,5,582,249,42.78%
18,6,548,264,48.18%
18,7,703,356,50.64%
18,8,647,371,57.34%
18,9,586,353,60.24%
18,10,743,484,65.14%
18,11,602,305,50.66%
18,12,615,352,57.24%
18,13,694,390,56.20%
18,14,688,393,57.12%
18,15,773,421,54.46%
18,16,676,358,52.96%
18,17,668,351,52.54%
18,18,613,325,53.02%
18,19,649,367,56.55%
18,20,602,317,52.66%
18,21,723,456,63.07%
18,22,704,450,63.92%
18,23,666,358,53.75%
18,24,652,315,48.31%
18,25,656,308,46.95%
18,26,685,459,67.01%
18,27,630,281,44.60%
18,28,618,298,48.22%
18,29,685,348,50.80%
18,30,722,354,49.03%
18,31,658,385,58.51%
18,32,676,390,57.69%
18,33,619,329,53.15%
18,34,678,458,67.55%
18,35,649,414,63.79%
18,36,686,362,52.77%
18,37,691,404,58.47%
18,38,633,349,55.13%
18,39,657,285,43.38%
18,40,688,410,59.59%
18,41,700,415,59.29%
18,42,681,301,44.20%
18,43,571,289,50.61%
18,44,612,276,45.10%
18,45,704,319,45.31%
18,46,715,373,52.17%
18,47,580,273,47.07%
18,48,619,305,49.27%
18,49,579,263,45.42%
18,50,639,297,46.48%
18,Total,"32,719","17,507",53.51%
18,,,,
19,WARD 19,,,
19,Precinct,Register Voters,Ballots Cast,Turnout %
19,1,554,288,51.99%
19,2,764,496,64.92%
19,3,499,196,39.28%
19,4,725,299,41.24%
19,5,623,411,65.97%
19,6,659,270,40.97%
19,7,582,303,52.06%
19,8,724,292,40.33%
19,9,449,221,49.22%
19,10,718,416,57.94%
19,11,653,257,39.36%
19,12,554,215,38.81%
19,13,724,481,66.44%
19,14,723,403,55.74%
19,15,841,322,38.29%
19,16,669,292,43.65%
19,17,548,273,49.82%
19,18,548,316,57.66%
19,19,746,439,58.85%
19,20,601,352,58.57%
19,21,690,224,32.46%
19,22,625,328,52.48%
19,23,617,321,52.03%
19,24,458,207,45.20%
19,25,576,317,55.03%
19,26,615,302,49.11%
19,27,604,389,64.40%
19,28,741,459,61.94%
19,29,697,251,36.01%
19,30,617,245,39.71%
19,31,499,301,60.32%
19,32,570,281,49.30%
19,33,660,266,40.30%
19,34,569,308,54.13%
19,35,535,308,57.57%
19,36,879,510,58.02%
19,37,598,373,62.37%
19,38,556,364,65.47%
19,39,329,161,48.94%
19,40,650,390,60.00%
19,41,617,250,40.52%
19,42,470,291,61.91%
19,43,887,560,63.13%
19,44,725,312,43.03%
19,45,585,290,49.57%
19,46,659,311,47.19%
19,47,835,573,68.62%
19,48,895,502,56.09%
19,49,751,491,65.38%
19,50,525,258,49.14%
19,51,677,385,56.87%
19,52,754,279,37.00%
19,53,579,285,49.22%
19,54,536,189,35.26%
19,55,581,211,36.32%
19,56,602,362,60.13%
19,57,515,312,60.58%
19,Total,"36,182","18,708",51.71%
19,,,,
20,WARD 20,,,
20,Precinct,Register Voters,Ballots Cast,Turnout %
20,1,694,351,50.58%
20,2,479,180,37.58%
20,3,686,320,46.65%
20,4,518,182,35.14%
20,5,858,390,45.45%
20,6,522,226,43.30%
20,7,921,384,41.69%
20,8,703,363,51.64%
20,9,807,449,55.64%
20,10,682,306,44.87%
20,11,1006,490,48.71%
20,12,667,271,40.63%
20,13,1049,429,40.90%
20,14,412,230,55.83%
20,15,911,376,41.27%
20,16,716,410,57.26%
20,17,690,214,31.01%
20,18,691,309,44.72%
20,19,841,421,50.06%
20,20,665,286,43.01%
20,21,786,313,39.82%
20,22,772,478,61.92%
20,23,876,404,46.12%
20,24,691,354,51.23%
20,25,721,312,43.27%
20,26,666,412,61.86%
20,27,547,256,46.80%
20,28,579,259,44.73%
20,29,908,424,46.70%
20,30,437,202,46.22%
20,31,891,476,53.42%
20,32,881,395,44.84%
20,33,593,228,38.45%
20,34,798,550,68.92%
20,35,905,388,42.87%
20,36,371,140,37.74%
20,37,298,148,49.66%
20,38,387,169,43.67%
20,39,155,60,38.71%
20,Total,"26,780","12,555",46.88%
20,,,,
21,WARD 21,,,
21,Precinct,Register Voters,Ballots Cast,Turnout %
21,1,749,405,54.07%
21,2,670,291,43.43%
21,3,755,415,54.97%
21,4,814,410,50.37%
21,5,749,430,57.41%
21,6,713,342,47.97%
21,7,669,409,61.14%
21,8,728,388,53.30%
21,9,701,416,59.34%
21,10,717,352,49.09%
21,11,720,397,55.14%
21,12,708,371,52.40%
21,13,810,347,42.84%
21,14,800,456,57.00%
21,15,702,362,51.57%
21,16,720,377,52.36%
21,17,750,368,49.07%
21,18,791,449,56.76%
21,19,780,395,50.64%
21,20,668,352,52.69%
21,21,698,347,49.71%
21,22,679,362,53.31%
21,23,657,344,52.36%
21,24,711,362,50.91%
21,25,634,351,55.36%
21,26,796,383,48.12%
21,27,725,382,52.69%
21,28,902,451,50.00%
21,29,761,418,54.93%
21,30,704,321,45.60%
21,31,471,271,57.54%
21,32,700,363,51.86%
21,33,757,399,52.71%
21,34,786,380,48.35%
21,35,731,398,54.45%
21,36,707,400,56.58%
21,37,614,316,51.47%
21,38,751,389,51.80%
21,39,625,303,48.48%
21,40,646,331,51.24%
21,41,718,385,53.62%
21,42,774,406,52.45%
21,43,805,432,53.66%
21,44,743,359,48.32%
21,45,738,361,48.92%
21,46,745,407,54.63%
21,47,755,362,47.95%
21,48,711,350,49.23%
21,49,751,412,54.86%
21,50,684,338,49.42%
21,51,731,372,50.89%
21,52,766,396,51.70%
21,53,575,299,52.00%
21,54,669,353,52.77%
21,Total,"38,934","20,235",51.97%
21,,,,
22,WARD 22,,,
22,Precinct,Register Voters,Ballots Cast,Turnout %
22,1,459,239,52.07%
22,2,741,354,47.77%
22,3,1096,495,45.16%
22,4,699,314,44.92%
22,5,812,374,46.06%
22,6,821,336,40.93%
22,7,557,270,48.47%
22,8,810,399,49.26%
22,9,749,313,41.79%
22,10,978,484,49.49%
22,11,788,295,37.44%
22,12,672,314,46.73%
22,13,832,374,44.95%
22,14,822,304,36.98%
22,15,702,300,42.74%
22,16,672,348,51.79%
22,17,885,363,41.02%
22,18,793,338,42.62%
22,19,432,184,42.59%
22,20,816,358,43.87%
22,21,918,441,48.04%
22,22,835,325,38.92%
22,23,943,479,50.80%
22,24,990,440,44.44%
22,25,830,370,44.58%
22,Total,"19,652","8,811",44.84%
22,,,,
23,WARD 23,,,
23,Precinct,Register Voters,Ballots Cast,Turnout %
23,1,560,309,55.18%
23,2,579,279,48.19%
23,3,582,244,41.92%
23,4,632,342,54.11%
23,5,625,362,57.92%
23,6,679,402,59.20%
23,7,593,325,54.81%
23,8,717,358,49.93%
23,9,559,308,55.10%
23,10,723,412,56.98%
23,11,721,423,58.67%
23,12,551,259,47.01%
23,13,589,286,48.56%
23,14,552,234,42.39%
23,15,607,310,51.07%
23,16,555,258,46.49%
23,17,575,266,46.26%
23,18,561,262,46.70%
23,19,624,309,49.52%
23,20,568,238,41.90%
23,21,573,267,46.60%
23,22,622,299,48.07%
23,23,585,311,53.16%
23,24,605,288,47.60%
23,25,697,282,40.46%
23,26,640,324,50.63%
23,27,530,263,49.62%
23,28,617,293,47.49%
23,29,522,244,46.74%
23,30,697,404,57.96%
23,31,560,291,51.96%
23,32,637,383,60.13%
23,33,699,371,53.08%
23,34,691,333,48.19%
23,35,470,191,40.64%
23,36,557,255,45.78%
23,37,559,228,40.79%
23,38,524,247,47.14%
23,39,634,335,52.84%
23,Total,"23,571","11,795",50.04%
23,,,,
24,WARD 24,,,
24,Precinct,Register Voters,Ballots Cast,Turnout %
24,1,749,304,40.59%
24,2,828,361,43.60%
24,3,873,346,39.63%
24,4,600,350,58.33%
24,5,461,218,47.29%
24,6,742,361,48.65%
24,7,440,195,44.32%
