ward,Precinct,Register Voters,Ballots Cast,Turnout %
13,16,448,334,74.55%
13,17,555,407,73.33%
13,18,493,364,73.83%
13,19,754,548,72.68%
13,20,384,284,73.96%
13,21,618,481,77.83%
13,22,600,457,76.17%
13,23,506,374,73.91%
13,24,544,410,75.37%
13,25,629,453,72.02%
13,26,630,449,71.27%
13,27,544,397,72.98%
13,28,490,343,70.00%
13,29,477,383,80.29%
13,30,434,342,78.80%
13,31,656,459,69.97%
13,32,513,367,71.54%
13,33,504,393,77.98%
13,34,617,490,79.42%
13,35,486,380,78.19%
13,36,378,273,72.22%
13,37,645,484,75.04%
13,38,485,374,77.11%
13,39,558,437,78.32%
13,40,469,347,73.99%
13,41,661,508,76.85%
13,42,561,411,73.26%
13,43,602,442,73.42%
13,44,657,470,71.54%
13,45,654,476,72.78%
13,46,735,545,74.15%
13,47,685,521,76.06%
13,48,482,385,79.88%
13,Total,"26,940","20,138",74.75%
13,,,,
14,WARD 14,,,
14,Precinct,Register Voters,Ballots Cast,Turnout %
14,1,692,522,75.43%
14,2,925,635,68.65%
14,3,778,550,70.69%
14,4,634,463,73.03%
14,5,1030,707,68.64%
14,6,360,254,70.56%
14,7,903,592,65.56%
14,8,867,583,67.24%
14,9,772,551,71.37%
14,10,548,337,61.50%
14,11,424,304,71.70%
14,12,724,509,70.30%
14,13,575,399,69.39%
14,14,679,481,70.84%
14,15,776,564,72.68%
14,16,602,360,59.80%
14,17,619,411,66.40%
14,18,291,195,67.01%
14,19,672,483,71.88%
14,20,555,348,62.70%
14,21,686,462,67.35%
14,22,927,626,67.53%
14,23,569,380,66.78%
14,24,727,547,75.24%
14,25,489,310,63.39%
14,26,561,370,65.95%
14,27,714,500,70.03%
14,28,582,386,66.32%
14,29,598,432,72.24%
14,30,440,285,64.77%
14,31,392,280,71.43%
14,Total,"20,111","13,826",68.75%
14,,,,
15,WARD 15,,,
15,Precinct,Register Voters,Ballots Cast,Turnout %
15,1,857,491,57.29%
15,2,642,347,54.05%
15,3,662,355,53.63%
15,4,879,483,54.95%
15,5,910,478,52.53%
15,6,923,534,57.85%
15,7,751,406,54.06%
15,8,784,432,55.10%
15,9,1024,617,60.25%
15,10,1022,673,65.85%
15,11,970,586,60.41%
15,12,897,574,63.99%
15,13,872,478,54.82%
15,14,867,449,51.79%
15,15,817,447,54.71%
15,16,882,532,60.32%
15,17,660,379,57.42%
15,18,727,393,54.06%
15,19,825,435,52.73%
15,20,736,332,45.11%
15,21,616,326,52.92%
15,22,753,428,56.84%
15,23,783,420,53.64%
15,24,726,408,56.20%
15,Total,"19,585","11,003",56.18%
15,,,,
16,WARD 16,,,
16,Precinct,Register Voters,Ballots Cast,Turnout %
16,1,889,554,62.32%
16,2,808,461,57.05%
16,3,695,395,56.83%
16,4,745,429,57.58%
16,5,722,366,50.69%
16,6,736,422,57.34%
16,7,729,413,56.65%
16,8,619,339,54.77%
16,9,776,468,60.31%
16,10,739,415,56.16%
16,11,767,446,58.15%
16,12,747,386,51.67%
16,13,806,502,62.28%
16,14,693,411,59.31%
16,15,794,456,57.43%
16,16,708,419,59.18%
16,17,866,524,60.51%
16,18,733,457,62.35%
16,19,729,413,56.65%
16,20,694,382,55.04%
16,21,708,386,54.52%
16,22,787,417,52.99%
16,23,866,484,55.89%
16,24,452,266,58.85%
16,25,747,473,63.32%
16,26,677,386,57.02%
16,27,673,420,62.41%
16,28,743,402,54.10%
16,29,774,418,54.01%
16,30,686,405,59.04%
16,31,720,434,60.28%
16,32,833,513,61.58%
16,33,722,408,56.51%
16,34,660,401,60.76%
16,35,882,522,59.18%
16,36,610,331,54.26%
16,Total,"26,535","15,324",57.75%
16,,,,
17,WARD 17,,,
17,Precinct,Register Voters,Ballots Cast,Turnout %
17,1,716,455,63.55%
17,2,795,475,59.75%
17,3,795,517,65.03%
17,4,872,635,72.82%
17,5,676,400,59.17%
17,6,814,474,58.23%
17,7,795,459,57.74%
17,8,809,486,60.07%
17,9,581,385,66.27%
17,10,932,632,67.81%
17,11,681,429,63.00%
17,12,988,664,67.21%
17,13,733,463,63.17%
17,14,810,535,66.05%
17,15,862,573,66.47%
17,16,790,499,63.16%
17,17,817,462,56.55%
17,18,733,492,67.12%
17,19,632,340,53.80%
17,20,819,564,68.86%
17,21,768,523,68.10%
17,22,745,444,59.60%
17,23,596,330,55.37%
17,24,783,544,69.48%
17,25,716,397,55.45%
17,26,883,570,64.55%
17,27,787,484,61.50%
17,28,681,408,59.91%
17,29,731,493,67.44%
17,30,698,438,62.75%
17,31,663,352,53.09%
17,32,741,432,58.30%
17,33,690,366,53.04%
17,34,696,381,54.74%
17,35,712,421,59.13%
17,36,751,497,66.18%
17,37,706,421,59.63%
17,38,890,540,60.67%
17,39,712,493,69.24%
17,40,730,476,65.21%
17,41,775,545,70.32%
17,Total,"31,104","19,494",62.67%
17,,,,
18,WARD 18,,,
18,Precinct,Register Voters,Ballots Cast,Turnout %
18,1,657,453,68.95%
18,2,753,486,64.54%
18,3,618,424,68.61%
18,4,679,488,71.87%
18,5,576,362,62.85%
18,6,582,433,74.40%
18,7,745,517,69.40%
18,8,656,470,71.65%
18,9,609,451,74.06%
18,10,771,572,74.19%
18,11,628,407,64.81%
18,12,633,463,73.14%
18,13,718,506,70.47%
18,14,691,478,69.18%
18,15,808,561,69.43%
18,16,658,444,67.48%
18,17,695,488,70.22%
18,18,622,385,61.90%
18,19,672,462,68.75%
18,20,586,405,69.11%
18,21,746,560,75.07%
18,22,703,509,72.40%
18,23,687,458,66.67%
18,24,713,480,67.32%
18,25,704,527,74.86%
18,26,702,531,75.64%
18,27,622,395,63.50%
18,28,632,471,74.53%
18,29,729,512,70.23%
18,30,786,559,71.12%
18,31,679,494,72.75%
18,32,703,491,69.84%
18,33,589,380,64.52%
18,34,704,534,75.85%
18,35,670,497,74.18%
18,36,712,509,71.49%
18,37,721,507,70.32%
18,38,648,426,65.74%
18,39,689,430,62.41%
18,40,726,555,76.45%
18,41,709,530,74.75%
18,42,698,456,65.33%
18,43,587,395,67.29%
18,44,652,432,66.26%
18,45,738,486,65.85%
18,46,744,526,70.70%
18,47,604,400,66.23%
18,48,604,396,65.56%
18,49,581,339,58.35%
18,50,653,406,62.17%
18,Total,"33,792","23,446",69.38%
18,,,,
19,WARD 19,,,
19,Precinct,Register Voters,Ballots Cast,Turnout %
19,1,578,463,80.10%
19,2,791,645,81.54%
19,3,522,409,78.35%
19,4,730,590,80.82%
19,5,637,536,84.14%
19,6,666,531,79.73%
19,7,597,488,81.74%
19,8,755,590,78.15%
19,9,471,405,85.99%
19,10,737,602,81.68%
19,11,674,533,79.08%
19,12,565,452,80.00%
19,13,732,602,82.24%
19,14,746,580,77.75%
19,15,888,692,77.93%
19,16,676,542,80.18%
19,17,568,479,84.33%
19,18,558,460,82.44%
19,19,767,638,83.18%
19,20,626,437,69.81%
19,21,725,551,76.00%
19,22,637,536,84.14%
19,23,639,517,80.91%
19,24,474,388,81.86%
19,25,588,491,83.50%
19,26,636,539,84.75%
19,27,622,488,78.46%
19,28,746,579,77.61%
19,29,737,558,75.71%
19,30,622,485,77.97%
19,31,523,465,88.91%
19,32,576,458,79.51%
19,33,677,536,79.17%
19,34,568,481,84.68%
19,35,549,457,83.24%
19,36,919,724,78.78%
19,37,593,482,81.28%
19,38,576,462,80.21%
19,39,320,228,71.25%
19,40,668,545,81.59%
19,41,634,508,80.13%
19,42,484,396,81.82%
19,43,917,706,76.99%
19,44,740,591,79.86%
19,45,619,506,81.74%
19,46,665,530,79.70%
19,47,871,716,82.20%
19,48,904,661,73.12%
19,49,754,598,79.31%
19,50,553,442,79.93%
19,51,696,564,81.03%
19,52,788,607,77.03%
19,53,588,484,82.31%
19,54,549,435,79.23%
19,55,600,473,78.83%
19,56,611,537,87.89%
19,57,530,424,80.00%
19,Total,"37,182","29,822",80.21%
19,,,,
20,WARD 20,,,
20,Precinct,Register Voters,Ballots Cast,Turnout %
20,1,727,546,75.10%
20,2,455,237,52.09%
20,3,697,425,60.98%
20,4,529,271,51.23%
20,5,920,547,59.46%
20,6,508,285,56.10%
20,7,910,560,61.54%
20,8,720,479,66.53%
20,9,845,671,79.41%
20,10,689,440,63.86%
20,11,939,664,70.71%
20,12,633,439,69.35%
20,13,1014,639,63.02%
20,14,381,284,74.54%
20,15,986,543,55.07%
20,16,743,552,74.29%
20,17,673,343,50.97%
20,18,674,432,64.09%
20,19,837,552,65.95%
20,20,722,457,63.30%
20,21,761,451,59.26%
20,22,778,500,64.27%
20,23,823,619,75.21%
20,24,673,516,76.67%
20,25,728,426,58.52%
20,26,705,535,75.89%
20,27,504,312,61.90%
20,28,567,325,57.32%
20,29,912,595,65.24%
20,30,445,265,59.55%
20,31,868,620,71.43%
20,32,889,533,59.96%
20,33,559,364,65.12%
20,34,888,765,86.15%
20,35,895,542,60.56%
20,36,362,199,54.97%
20,37,297,188,63.30%
20,38,385,222,57.66%
20,39,100,69,69.00%
20,Total,"26,741","17,412",65.11%
20,,,,
21,WARD 21,,,
21,Precinct,Register Voters,Ballots Cast,Turnout %
21,1,762,477,62.60%
21,2,658,412,62.61%
21,3,779,511,65.60%
21,4,840,511,60.83%
21,5,757,533,70.41%
21,6,674,448,66.47%
21,7,683,488,71.45%
21,8,753,531,70.52%
21,9,726,509,70.11%
21,10,716,463,64.66%
21,11,713,472,66.20%
21,12,702,469,66.81%
21,13,828,509,61.47%
21,14,828,552,66.67%
21,15,720,465,64.58%
21,16,724,452,62.43%
21,17,745,466,62.55%
21,18,817,536,65.61%
21,19,777,505,64.99%
21,20,682,482,70.67%
21,21,693,407,58.73%
21,22,693,463,66.81%
21,23,659,446,67.68%
21,24,715,468,65.45%
21,25,642,436,67.91%
21,26,815,542,66.50%
21,27,728,469,64.42%
21,28,887,625,70.46%
21,29,762,540,70.87%
21,30,682,434,63.64%
21,31,460,333,72.39%
21,32,711,474,66.67%
21,33,729,487,66.80%
21,34,778,523,67.22%
21,35,738,495,67.07%
21,36,718,504,70.19%
21,37,586,429,73.21%
21,38,741,521,70.31%
21,39,604,422,69.87%
21,40,667,444,66.57%
21,41,720,460,63.89%
21,42,786,535,68.07%
21,43,810,503,62.10%
21,44,757,476,62.88%
21,45,722,446,61.77%
21,46,787,547,69.50%
21,47,743,497,66.89%
21,48,726,468,64.46%
21,49,755,535,70.86%
21,50,670,411,61.34%
21,51,724,458,63.26%
21,52,774,511,66.02%
21,53,586,384,65.53%
21,54,678,439,64.75%
21,Total,"39,130","25,923",66.25%
21,,,,
22,WARD 22,,,
22,Precinct,Register Voters,Ballots Cast,Turnout %
22,1,462,292,63.20%
22,2,787,562,71.41%
22,3,1162,680,58.52%
22,4,726,408,56.20%
22,5,855,505,59.06%
22,6,854,481,56.32%
22,7,588,362,61.56%
22,8,843,618,73.31%
22,9,776,454,58.51%
22,10,1021,684,66.99%
22,11,828,447,53.99%
22,12,656,429,65.40%
22,13,884,485,54.86%
22,14,879,425,48.35%
22,15,729,425,58.30%
22,16,698,424,60.74%
22,17,932,519,55.69%
22,18,845,477,56.45%
22,19,467,288,61.67%
22,20,837,462,55.20%
22,21,964,565,58.61%
22,22,887,444,50.06%
22,23,939,616,65.60%
22,24,1023,571,55.82%
22,25,867,492,56.75%
22,Total,"20,509","12,115",59.07%
22,,,,
23,WARD 23,,,
23,Precinct,Register Voters,Ballots Cast,Turnout %
23,1,571,451,78.98%
23,2,610,472,77.38%
23,3,604,437,72.35%
23,4,657,501,76.26%
23,5,678,491,72.42%
23,6,724,529,73.07%
23,7,642,457,71.18%
23,8,747,544,72.82%
23,9,611,418,68.41%
23,10,774,554,71.58%
23,11,762,546,71.65%
23,12,581,440,75.73%
23,13,652,415,63.65%
23,14,552,412,74.64%
23,15,644,434,67.39%
23,16,564,422,74.82%
23,17,625,356,56.96%
23,18,586,413,70.48%
23,19,661,420,63.54%
23,20,596,347,58.22%
23,21,595,454,76.30%
23,22,655,459,70.08%
23,23,588,446,75.85%
23,24,625,406,64.96%
23,25,750,481,64.13%
23,26,677,476,70.31%
23,27,543,409,75.32%
23,28,627,453,72.25%
23,29,536,375,69.96%
23,30,737,536,72.73%
23,31,592,393,66.39%
23,32,679,470,69.22%
23,33,759,507,66.80%
23,34,724,465,64.23%
23,35,492,371,75.41%
23,36,575,438,76.17%
23,37,558,415,74.37%
23,38,547,407,74.41%
23,39,669,463,69.21%
23,Total,"24,769","17,483",70.58%
23,,,,
24,WARD 24,,,
24,Precinct,Register Voters,Ballots Cast,Turnout %
24,1,757,424,56.01%
24,2,890,479,53.82%
24,3,930,524,56.34%
24,4,596,386,64.77%
24,5,494,307,62.15%
