ward,Precinct,Register Voters,Ballots Cast,Turnout %
3,4,767,652,85.01%
3,5,679,504,74.23%
3,6,763,682,89.38%
3,7,654,551,84.25%
3,8,651,563,86.48%
3,9,708,608,85.88%
3,10,663,428,64.56%
3,11,736,660,89.67%
3,12,726,622,85.67%
3,13,730,671,91.92%
3,14,677,592,87.44%
3,15,725,615,84.83%
3,16,743,592,79.68%
3,17,631,543,86.05%
3,18,937,858,91.57%
3,19,680,579,85.15%
3,20,749,561,74.90%
3,21,804,695,86.44%
3,22,776,662,85.31%
3,23,721,630,87.38%
3,24,692,649,93.79%
3,25,826,720,87.17%
3,26,782,668,85.42%
3,27,650,567,87.23%
3,28,640,480,75.00%
3,29,776,633,81.57%
3,30,721,629,87.24%
3,31,746,667,89.41%
3,32,704,649,92.19%
3,33,780,674,86.41%
3,34,790,688,87.09%
3,35,533,342,64.17%
3,36,677,439,64.84%
3,37,731,623,85.23%
3,38,642,529,82.40%
3,39,693,604,87.16%
3,40,812,706,86.95%
3,41,717,497,69.32%
3,Total,"29,737","25,094",84.39%
3,,,,
4,WARD 4,,,
4,Precinct,Register Voters,Ballots Cast,Turnout %
4,1,842,774,91.92%
4,2,771,682,88.46%
4,3,713,583,81.77%
4,4,782,705,90.15%
4,5,656,585,89.18%
4,6,812,748,92.12%
4,7,760,648,85.26%
4,8,765,710,92.81%
4,9,734,693,94.41%
4,10,775,701,90.45%
4,11,831,708,85.20%
4,12,792,690,87.12%
4,13,590,517,87.63%
4,14,771,658,85.34%
4,15,745,689,92.48%
4,16,748,655,87.57%
4,17,741,716,96.63%
4,18,711,608,85.51%
4,19,831,748,90.01%
4,20,693,577,83.26%
4,21,806,782,97.02%
4,22,768,635,82.68%
4,23,865,799,92.37%
4,24,772,635,82.25%
4,25,694,620,89.34%
4,26,735,646,87.89%
4,27,764,660,86.39%
4,28,757,737,97.36%
4,29,651,593,91.09%
4,30,919,817,88.90%
4,31,652,603,92.48%
4,32,734,645,87.87%
4,33,791,703,88.87%
4,34,671,665,99.11%
4,35,916,816,89.08%
4,36,840,722,85.95%
4,37,727,609,83.77%
4,38,788,703,89.21%
4,Total,"28,913","25,785",89.18%
4,,,,
5,WARD 5,,,
5,Precinct,Register Voters,Ballots Cast,Turnout %
5,1,695,574,82.59%
5,2,727,566,77.85%
5,3,612,550,89.87%
5,4,796,656,82.41%
5,5,699,649,92.85%
5,6,614,474,77.20%
5,7,602,592,98.34%
5,8,639,556,87.01%
5,9,720,628,87.22%
5,10,692,615,88.87%
5,11,654,576,88.07%
5,12,744,546,73.39%
5,13,710,612,86.20%
5,14,621,487,78.42%
5,15,657,545,82.95%
5,16,702,607,86.47%
5,17,725,610,84.14%
5,18,551,494,89.66%
5,19,613,543,88.58%
5,20,688,648,94.19%
5,21,634,531,83.75%
5,22,665,597,89.77%
5,23,872,767,87.96%
5,24,660,580,87.88%
5,25,680,560,82.35%
5,26,673,619,91.98%
5,27,637,555,87.13%
5,28,745,621,83.36%
5,29,809,734,90.73%
5,30,786,619,78.75%
5,31,696,567,81.47%
5,32,664,637,95.93%
5,33,754,635,84.22%
5,34,723,642,88.80%
5,35,682,591,86.66%
5,36,715,598,83.64%
5,37,1036,885,85.42%
5,38,722,680,94.18%
5,39,586,497,84.81%
5,40,709,615,86.74%
5,Total,"27,909","24,058",86.20%
5,,,,
6,WARD 6,,,
6,Precinct,Register Voters,Ballots Cast,Turnout %
6,1,674,585,86.80%
6,2,696,555,79.74%
6,3,695,589,84.75%
6,4,625,522,83.52%
6,5,691,497,71.92%
6,6,663,539,81.30%
6,7,682,559,81.96%
6,8,663,554,83.56%
6,9,750,639,85.20%
6,10,637,492,77.24%
6,11,706,618,87.54%
6,12,802,609,75.94%
6,13,606,427,70.46%
6,14,734,572,77.93%
6,15,850,675,79.41%
6,16,686,556,81.05%
6,17,658,540,82.07%
6,18,666,515,77.33%
6,19,693,558,80.52%
6,20,657,467,71.08%
6,21,660,474,71.82%
6,22,686,469,68.37%
6,23,672,465,69.20%
6,24,642,459,71.50%
6,25,698,423,60.60%
6,26,694,492,70.89%
6,27,660,423,64.09%
6,28,643,439,68.27%
6,29,680,569,83.68%
6,30,720,589,81.81%
6,31,646,521,80.65%
6,32,703,544,77.38%
6,33,671,553,82.41%
6,34,667,552,82.76%
6,35,648,491,75.77%
6,36,637,552,86.66%
6,37,650,526,80.92%
6,38,655,544,83.05%
6,39,745,586,78.66%
6,40,666,543,81.53%
6,41,673,584,86.78%
6,42,658,568,86.32%
6,43,698,537,76.93%
6,44,713,575,80.65%
6,45,685,567,82.77%
6,46,712,521,73.17%
6,47,670,515,76.87%
6,48,686,550,80.17%
6,Total,"32,772","25,699",78.42%
6,,,,
7,WARD 7,,,
7,Precinct,Register Voters,Ballots Cast,Turnout %
7,1,633,508,80.25%
7,2,745,578,77.58%
7,3,615,530,86.18%
7,4,651,581,89.25%
7,5,751,503,66.98%
7,6,724,724,100.00%
7,7,747,583,78.05%
7,8,684,510,74.56%
7,9,950,876,92.21%
7,10,692,513,74.13%
7,11,679,613,90.28%
7,12,736,649,88.18%
7,13,519,433,83.43%
7,14,703,579,82.36%
7,15,708,550,77.68%
7,16,702,636,90.60%
7,17,656,552,84.15%
7,18,677,556,82.13%
7,19,681,532,78.12%
7,20,712,505,70.93%
7,21,699,569,81.40%
7,22,687,447,65.07%
7,23,653,522,79.94%
7,24,722,554,76.73%
7,25,717,459,64.02%
7,26,552,426,77.17%
7,27,652,487,74.69%
7,28,633,430,67.93%
7,29,644,457,70.96%
7,30,694,436,62.82%
7,31,795,582,73.21%
7,32,761,630,82.79%
7,33,742,609,82.08%
7,34,768,579,75.39%
7,35,758,538,70.98%
7,36,769,593,77.11%
7,37,755,581,76.95%
7,38,652,479,73.47%
7,39,690,496,71.88%
7,40,662,493,74.47%
7,41,706,543,76.91%
7,42,669,501,74.89%
7,43,679,512,75.41%
7,44,699,504,72.10%
7,45,762,574,75.33%
7,Total,"31,485","24,512",77.85%
7,,,,
8,WARD 8,,,
8,Precinct,Register Voters,Ballots Cast,Turnout %
8,1,693,521,75.18%
8,2,892,625,70.07%
8,3,654,536,81.96%
8,4,641,514,80.19%
8,5,682,547,80.21%
8,6,733,557,75.99%
8,7,764,612,80.10%
8,8,603,502,83.25%
8,9,446,364,81.61%
8,10,700,588,84.00%
8,11,639,499,78.09%
8,12,632,498,78.80%
8,13,797,674,84.57%
8,14,534,464,86.89%
8,15,690,543,78.70%
8,16,340,242,71.18%
8,17,517,423,81.82%
8,18,738,549,74.39%
8,19,736,563,76.49%
8,20,704,571,81.11%
8,21,903,724,80.18%
8,22,639,525,82.16%
8,23,677,523,77.25%
8,24,373,308,82.57%
8,25,715,554,77.48%
8,26,707,529,74.82%
8,27,672,548,81.55%
8,28,747,588,78.71%
8,29,845,644,76.21%
8,30,720,574,79.72%
8,31,571,432,75.66%
8,32,555,455,81.98%
8,33,689,544,78.96%
8,34,682,504,73.90%
8,35,710,596,83.94%
8,36,717,562,78.38%
8,37,517,443,85.69%
8,38,563,395,70.16%
8,39,648,505,77.93%
8,40,504,428,84.92%
8,41,684,576,84.21%
8,42,784,700,89.29%
8,43,432,344,79.63%
8,44,503,417,82.90%
8,45,721,643,89.18%
8,46,581,452,77.80%
8,47,595,455,76.47%
8,48,741,614,82.86%
8,49,681,531,77.97%
8,50,694,568,81.84%
8,51,653,525,80.40%
8,52,825,637,77.21%
8,53,426,350,82.16%
8,54,638,488,76.49%
8,55,396,333,84.09%
8,56,674,545,80.86%
8,Total,"36,317","28,951",79.72%
8,,,,
9,WARD 9,,,
9,Precinct,Register Voters,Ballots Cast,Turnout %
9,1,743,573,77.12%
9,2,662,495,74.77%
9,3,749,665,88.79%
9,4,628,437,69.59%
9,5,701,510,72.75%
9,6,679,504,74.23%
9,7,691,523,75.69%
9,8,858,648,75.52%
9,9,733,610,83.22%
9,10,674,499,74.04%
9,11,659,451,68.44%
9,12,733,590,80.49%
9,13,712,562,78.93%
9,14,756,599,79.23%
9,15,889,704,79.19%
9,16,683,479,70.13%
9,17,719,540,75.10%
9,18,661,461,69.74%
9,19,680,528,77.65%
9,20,709,554,78.14%
9,21,699,547,78.25%
9,22,654,529,80.89%
9,23,712,543,76.26%
9,24,712,571,80.20%
9,25,687,528,76.86%
9,26,794,660,83.12%
9,27,695,518,74.53%
9,28,669,329,49.18%
9,29,730,586,80.27%
9,30,661,474,71.71%
9,31,709,454,64.03%
9,32,724,525,72.51%
9,33,724,549,75.83%
9,34,734,493,67.17%
9,35,662,520,78.55%
9,36,666,492,73.87%
9,37,755,560,74.17%
9,38,659,530,80.42%
9,39,699,513,73.39%
9,40,785,574,73.12%
9,41,634,457,72.08%
9,42,696,548,78.74%
9,43,712,509,71.49%
9,44,601,421,70.05%
9,45,696,498,71.55%
9,46,761,600,78.84%
9,47,676,527,77.96%
9,48,690,532,77.10%
9,49,671,529,78.84%
9,50,742,637,85.85%
9,51,640,514,80.31%
9,Total,"35,968","27,199",75.62%
9,,,,
10,WARD 10,,,
10,Precinct,Register Voters,Ballots Cast,Turnout %
10,1,606,446,73.60%
10,2,680,460,67.65%
10,3,666,384,57.66%
10,4,795,458,57.61%
10,5,679,384,56.55%
10,6,604,360,59.60%
10,7,674,350,51.93%
10,8,654,480,73.39%
10,9,668,459,68.71%
10,10,671,438,65.28%
10,11,845,527,62.37%
10,12,426,231,54.23%
10,13,792,434,54.80%
10,14,861,546,63.41%
10,15,1256,941,74.92%
10,16,644,357,55.43%
10,17,845,560,66.27%
10,18,587,337,57.41%
10,19,700,409,58.43%
10,20,716,447,62.43%
10,21,785,443,56.43%
10,22,534,273,51.12%
10,23,720,435,60.42%
10,24,649,455,70.11%
10,25,255,151,59.22%
10,26,723,349,48.27%
10,27,963,602,62.51%
10,28,793,417,52.59%
10,29,677,379,55.98%
10,30,749,403,53.81%
10,31,720,369,51.25%
10,32,707,373,52.76%
10,33,551,289,52.45%
10,34,664,380,57.23%
10,35,729,491,67.35%
10,36,205,132,64.39%
10,Total,"24,793","14,949",60.30%
10,,,,
11,WARD 11,,,
11,Precinct,Register Voters,Ballots Cast,Turnout %
11,1,723,470,65.01%
11,2,655,133,20.31%
11,3,691,481,69.61%
11,4,735,446,60.68%
11,5,737,437,59.29%
11,6,763,642,84.14%
11,7,813,634,77.98%
11,8,766,454,59.27%
11,9,790,448,56.71%
11,10,617,301,48.78%
11,11,757,512,67.64%
11,12,745,543,72.89%
11,13,783,476,60.79%
11,14,775,462,59.61%
11,15,636,376,59.12%
11,16,674,382,56.68%
11,17,739,506,68.47%
11,18,705,428,60.71%
11,19,916,599,65.39%
11,20,725,465,64.14%
11,21,782,628,80.31%
11,22,710,461,64.93%
11,23,717,493,68.76%
11,24,710,547,77.04%
11,25,627,453,72.25%
11,26,557,413,74.15%
11,27,636,338,53.14%
11,28,707,419,59.26%
11,29,735,550,74.83%
11,30,757,420,55.48%
11,31,703,517,73.54%
11,32,435,332,76.32%
11,33,739,565,76.45%
11,34,311,230,73.95%
11,Total,"23,871","15,561",65.19%
11,,,,
12,WARD 12,,,
12,Precinct,Register Voters,Ballots Cast,Turnout %
12,1,634,403,63.56%
12,2,691,374,54.12%
12,3,718,494,68.80%
12,4,670,448,66.87%
12,5,679,392,57.73%
12,6,766,426,55.61%
12,7,779,370,47.50%
12,8,767,445,58.02%
12,9,651,344,52.84%
12,10,731,393,53.76%
12,11,771,384,49.81%
12,12,764,412,53.93%
12,13,732,435,59.43%
12,14,797,330,41.41%
12,15,776,360,46.39%
12,16,781,380,48.66%
12,17,757,402,53.10%
12,18,811,369,45.50%
12,19,649,376,57.94%
12,20,765,450,58.82%
12,21,703,437,62.16%
12,22,806,310,38.46%
12,23,662,395,59.67%
12,Total,"16,860","9,129",54.15%
12,,,,
13,WARD 13,,,
13,Precinct,Register Voters,Ballots Cast,Turnout %
13,1,393,341,86.77%
13,2,422,319,75.59%
13,3,394,272,69.04%
13,4,546,435,79.67%
13,5,560,414,73.93%
13,6,453,368,81.24%
13,7,414,307,74.15%
13,8,341,303,88.86%
13,9,520,398,76.54%
13,10,459,364,79.30%
13,11,528,396,75.00%
13,12,485,325,67.01%
13,13,493,389,78.90%
13,14,457,347,75.93%
13,15,611,508,83.14%
13,16,364,279,76.65%
13,17,431,344,79.81%
13,18,442,309,69.91%
13,19,528,411,77.84%
13,20,353,260,73.65%
13,21,573,452,78.88%
13,22,529,403,76.18%
13,23,364,302,82.97%
13,24,409,326,79.71%
13,25,500,360,72.00%
13,26,444,343,77.25%
13,27,422,343,81.28%
13,28,380,274,72.11%
13,29,364,308,84.62%
13,30,303,210,69.31%
13,31,573,395,68.94%
13,32,460,319,69.35%
13,33,441,340,77.10%
13,34,440,393,89.32%
13,35,384,310,80.73%
13,36,289,220,76.12%
13,37,471,379,80.47%
13,38,417,317,76.02%
13,39,454,359,79.07%
13,40,399,312,78.20%
13,41,479,368,76.83%
13,42,498,366,73.49%
13,43,438,369,84.25%
13,44,516,426,82.56%
13,45,494,396,80.16%
13,46,586,411,70.14%
13,47,511,382,74.76%
13,48,397,293,73.80%
13,Total,"21,729","16,765",77.15%
13,,,,
14,WARD 14,,,
14,Precinct,Register Voters,Ballots Cast,Turnout %
14,1,644,503,78.11%
14,2,788,528,67.01%
14,3,575,369,64.17%
14,4,582,431,74.05%
14,5,772,531,68.78%
14,6,262,158,60.31%
14,7,733,448,61.12%
14,8,705,412,58.44%
14,9,681,493,72.39%
14,10,429,302,70.40%
14,11,332,226,68.07%
14,12,576,388,67.36%
14,13,432,285,65.97%
14,14,521,347,66.60%
14,15,568,383,67.43%
14,16,475,306,64.42%
14,17,456,326,71.49%
14,18,262,173,66.03%
14,19,551,343,62.25%
14,20,406,257,63.30%
14,21,533,356,66.79%
14,22,749,455,60.75%
14,23,478,332,69.46%
14,24,661,496,75.04%
14,25,375,240,64.00%
14,26,415,253,60.96%
14,27,561,400,71.30%
14,28,454,315,69.38%
14,29,490,375,76.53%
14,30,327,205,62.69%
14,31,333,217,65.17%
14,Total,"16,126","10,853",67.30%
14,,,,
15,WARD 15,,,
15,Precinct,Register Voters,Ballots Cast,Turnout %
15,1,700,365,52.14%
15,2,696,460,66.09%
15,3,656,452,68.90%
15,4,689,350,50.80%
15,5,715,361,50.49%
15,6,790,395,50.00%
15,7,705,480,68.09%
15,8,660,340,51.52%
15,9,810,456,56.30%
15,10,770,496,64.42%
15,11,745,426,57.18%
15,12,662,403,60.88%
15,13,711,370,52.04%
15,14,681,304,44.64%
15,15,680,342,50.29%
15,16,721,374,51.87%
15,17,594,415,69.87%
15,18,688,493,71.66%
15,19,715,412,57.62%
15,20,722,469,64.96%
15,21,609,410,67.32%
15,22,742,522,70.35%
15,23,773,512,66.24%
15,24,691,480,69.46%
15,Total,"16,925","10,087",59.60%
15,,,,
16,WARD 16,,,
16,Precinct,Register Voters,Ballots Cast,Turnout %
16,1,724,447,61.74%
16,2,697,457,65.57%
16,3,684,491,71.78%
16,4,732,509,69.54%
16,5,684,509,74.42%
16,6,724,506,69.89%
16,7,734,496,67.57%
16,8,688,445,64.68%
16,9,716,574,80.17%
16,10,737,496,67.30%
16,11,712,520,73.03%
16,12,713,418,58.63%
16,13,707,441,62.38%
16,14,697,530,76.04%
16,15,779,533,68.42%
16,16,676,509,75.30%
16,17,736,474,64.40%
16,18,731,505,69.08%
16,19,718,481,66.99%
16,20,652,487,74.69%
16,21,718,493,68.66%
16,22,745,500,67.11%
16,23,700,331,47.29%
16,24,521,390,74.86%
16,25,672,501,74.55%
16,26,675,502,74.37%
16,27,688,496,72.09%
16,28,680,517,76.03%
16,29,702,466,66.38%
16,30,711,534,75.11%
16,31,661,488,73.83%
16,32,700,431,61.57%
16,33,675,514,76.15%
16,34,676,545,80.62%
16,35,741,472,63.70%
16,36,643,441,68.58%
16,Total,"25,149","17,449",69.38%
16,,,,
17,WARD 17,,,
17,Precinct,Register Voters,Ballots Cast,Turnout %
17,1,616,435,70.62%
17,2,784,608,77.55%
17,3,757,592,78.20%
17,4,754,657,87.14%
17,5,657,464,70.62%
17,6,720,457,63.47%
17,7,738,383,51.90%
17,8,746,544,72.92%
17,9,790,587,74.30%
17,10,743,581,78.20%
17,11,689,530,76.92%
17,12,762,570,74.80%
17,13,714,559,78.29%
17,14,742,535,72.10%
17,15,732,604,82.51%
17,16,742,514,69.27%
17,17,725,536,73.93%
17,18,706,543,76.91%
17,19,682,440,64.52%
17,20,737,600,81.41%
17,21,736,654,88.86%
17,22,709,519,73.20%
17,23,654,489,74.77%
17,24,757,599,79.13%
17,25,723,522,72.20%
17,26,748,587,78.48%
17,27,761,563,73.98%
17,28,666,553,83.03%
17,29,736,598,81.25%
17,30,641,403,62.87%
17,31,702,485,69.09%
17,32,688,509,73.98%
17,33,677,455,67.21%
17,34,673,461,68.50%
17,35,685,499,72.85%
17,36,671,538,80.18%
17,37,689,465,67.49%
17,38,800,607,75.88%
17,39,688,514,74.71%
17,40,723,529,73.17%
17,41,752,581,77.26%
17,Total,"29,415","21,869",74.35%
17,,,,
18,WARD 18,,,
18,Precinct,Register Voters,Ballots Cast,Turnout %
18,1,587,422,71.89%
18,2,644,421,65.37%
18,3,546,389,71.25%
18,4,620,496,80.00%
18,5,598,415,69.40%
18,6,519,397,76.49%
18,7,626,473,75.56%
18,8,610,497,81.48%
18,9,588,465,79.08%
18,10,668,542,81.14%
18,11,550,396,72.00%
18,12,575,501,87.13%
18,13,634,522,82.33%
18,14,631,503,79.71%
18,15,560,418,74.64%
18,16,627,501,79.90%
18,17,629,461,73.29%
18,18,612,450,73.53%
18,19,647,501,77.43%
18,20,600,476,79.33%
18,21,679,579,85.27%
18,22,683,581,85.07%
18,23,632,496,78.48%
18,24,595,407,68.40%
18,25,584,436,74.66%
18,26,648,540,83.33%
18,27,619,441,71.24%
18,28,594,407,68.52%
18,29,654,459,70.18%
18,30,598,433,72.41%
18,31,592,510,86.15%
18,32,659,509,77.24%
18,33,578,478,82.70%
18,34,667,549,82.31%
18,35,614,507,82.57%
18,36,610,414,67.87%
18,37,626,511,81.63%
18,38,615,465,75.61%
18,39,620,431,69.52%
18,40,606,523,86.30%
18,41,683,537,78.62%
18,42,633,451,71.25%
18,43,642,485,75.55%
18,44,574,397,69.16%
18,45,633,412,65.09%
18,46,601,468,77.87%
18,47,559,393,70.30%
18,48,572,430,75.17%
18,49,572,394,68.88%
18,50,593,480,80.94%
18,Total,"30,606","23,369",76.35%
18,,,,
19,WARD 19,,,
19,Precinct,Register Voters,Ballots Cast,Turnout %
19,1,522,457,87.55%
19,2,547,520,95.06%
19,3,469,406,86.57%
19,4,638,572,89.66%
19,5,548,508,92.70%
19,6,495,412,83.23%
19,7,541,496,91.68%
19,8,639,561,87.79%
19,9,388,321,82.73%
19,10,660,581,88.03%
19,11,612,497,81.21%
19,12,520,431,82.88%
19,13,668,639,95.66%
19,14,660,596,90.30%
19,15,491,425,86.56%
19,16,587,527,89.78%
19,17,532,459,86.28%
19,18,604,537,88.91%
19,19,594,536,90.24%
19,20,526,441,83.84%
19,21,619,491,79.32%
19,22,591,526,89.00%
19,23,596,528,88.59%
19,24,437,374,85.58%
19,25,547,496,90.68%
19,26,587,519,88.42%
19,27,549,501,91.26%
19,28,699,659,94.28%
19,29,529,438,82.80%
19,30,566,495,87.46%
19,31,479,437,91.23%
19,32,546,480,87.91%
19,33,618,514,83.17%
19,34,513,462,90.06%
19,35,487,427,87.68%
19,36,755,724,95.89%
19,37,536,490,91.42%
19,38,493,462,93.71%
19,39,255,248,97.25%
19,40,589,533,90.49%
19,41,617,526,85.25%
19,42,456,438,96.05%
19,43,818,764,93.40%
19,44,690,589,85.36%
19,45,538,465,86.43%
19,46,632,548,86.71%
19,47,735,667,90.75%
19,48,796,773,97.11%
19,49,651,599,92.01%
19,50,455,428,94.07%
19,51,611,564,92.31%
19,52,484,376,77.69%
19,53,511,447,87.48%
19,54,509,431,84.68%
19,55,579,505,87.22%
19,56,582,532,91.41%
19,57,634,568,89.59%
19,58,530,470,88.68%
19,Total,"33,060","29,416",88.98%
19,,,,
20,WARD 20,,,
20,Precinct,Register Voters,Ballots Cast,Turnout %
20,1,644,540,83.85%
20,2,689,491,71.26%
20,3,568,476,83.80%
20,4,637,349,54.79%
20,5,692,549,79.34%
20,6,756,565,74.74%
20,7,737,508,68.93%
20,8,649,527,81.20%
20,9,705,572,81.13%
20,10,649,520,80.12%
20,11,782,680,86.96%
20,12,567,456,80.42%
20,13,828,690,83.33%
20,14,506,464,91.70%
20,15,652,322,49.39%
20,16,563,533,94.67%
20,17,633,345,54.50%
20,18,663,473,71.34%
20,19,654,539,82.42%
20,20,583,318,54.55%
20,21,723,606,83.82%
20,22,731,629,86.05%
20,23,775,654,84.39%
20,24,602,545,90.53%
20,25,709,514,72.50%
20,26,672,510,75.89%
20,27,583,416,71.36%
20,28,525,393,74.86%
20,29,823,699,84.93%
20,30,413,312,75.54%
20,31,786,670,85.24%
20,32,842,635,75.42%
20,33,557,392,70.38%
20,34,653,567,86.83%
20,35,762,706,92.65%
20,36,474,335,70.68%
20,37,336,244,72.62%
20,Total,"24,123","18,744",77.70%
20,,,,
21,WARD 21,,,
21,Precinct,Register Voters,Ballots Cast,Turnout %
21,1,738,566,76.69%
21,2,658,507,77.05%
21,3,712,525,73.74%
21,4,786,606,77.10%
21,5,705,523,74.18%
21,6,701,541,77.18%
21,7,664,548,82.53%
21,8,654,554,84.71%
21,9,717,556,77.55%
21,10,695,528,75.97%
21,11,700,566,80.86%
21,12,718,554,77.16%
21,13,726,566,77.96%
21,14,757,623,82.30%
21,15,628,540,85.99%
21,16,690,560,81.16%
21,17,724,512,70.72%
21,18,775,644,83.10%
21,19,744,547,73.52%
21,20,667,516,77.36%
21,21,690,509,73.77%
21,22,662,513,77.49%
21,23,642,521,81.15%
21,24,697,541,77.62%
21,25,662,513,77.49%
21,26,716,565,78.91%
21,27,702,552,78.63%
21,28,696,560,80.46%
21,29,733,559,76.26%
21,30,683,530,77.60%
21,31,438,358,81.74%
21,32,678,511,75.37%
21,33,727,531,73.04%
21,34,738,590,79.95%
21,35,715,532,74.41%
21,36,715,587,82.10%
21,37,663,470,70.89%
21,38,776,624,80.41%
21,39,644,532,82.61%
21,40,730,581,79.59%
21,41,718,541,75.35%
21,42,756,583,77.12%
21,43,753,583,77.42%
21,44,710,536,75.49%
21,45,765,589,76.99%
21,46,732,550,75.14%
21,47,694,541,77.95%
21,48,670,525,78.36%
21,49,656,492,75.00%
21,50,658,485,73.71%
21,51,712,565,79.35%
21,52,751,612,81.49%
21,53,546,437,80.04%
21,54,728,554,76.10%
21,Total,"37,715","29,354",77.83%
21,,,,
22,WARD 22,,,
22,Precinct,Register Voters,Ballots Cast,Turnout %
22,1,710,539,75.92%
22,2,725,506,69.79%
22,3,769,371,48.24%
22,4,824,394,47.82%
22,5,735,402,54.69%
22,6,746,363,48.66%
22,7,732,404,55.19%
22,8,667,520,77.96%
22,9,754,372,49.34%
22,10,753,440,58.43%
22,11,729,321,44.03%
22,12,628,396,63.06%
22,13,720,365,50.69%
22,14,837,392,46.83%
22,15,688,347,50.44%
22,16,701,411,58.63%
22,17,738,364,49.32%
22,18,806,371,46.03%
22,19,399,300,75.19%
22,20,707,341,48.23%
22,21,885,644,72.77%
22,22,745,343,46.04%
22,23,627,501,79.90%
22,24,745,384,51.54%
22,25,667,365,54.72%
22,Total,"18,037","10,156",56.31%
22,,,,
23,WARD 23,,,
23,Precinct,Register Voters,Ballots Cast,Turnout %
23,1,517,408,78.92%
23,2,540,425,78.70%
23,3,536,397,74.07%
23,4,552,416,75.36%
23,5,526,340,64.64%
23,6,545,385,70.64%
23,7,523,359,68.64%
23,8,609,434,71.26%
23,9,503,338,67.20%
23,10,558,417,74.73%
23,11,564,436,77.30%
23,12,523,386,73.80%
23,13,512,312,60.94%
23,14,499,341,68.34%
23,15,543,340,62.62%
23,16,524,390,74.43%
23,17,517,281,54.35%
23,18,534,406,76.03%
23,19,576,357,61.98%
23,20,525,258,49.14%
23,21,536,421,78.54%
23,22,549,398,72.50%
23,23,521,383,73.51%
23,24,546,344,63.00%
23,25,568,367,64.61%
23,26,534,361,67.60%
23,27,501,379,75.65%
23,28,520,414,79.62%
23,29,483,325,67.29%
23,30,526,389,73.95%
23,31,501,289,57.68%
23,32,523,383,73.23%
23,33,586,389,66.38%
23,34,575,348,60.52%
23,35,419,306,73.03%
23,36,513,391,76.22%
23,37,512,377,73.63%
23,38,502,368,73.31%
23,39,546,340,62.27%
23,Total,"20,687","14,398",69.60%
23,,,,
24,WARD 24,,,
24,Precinct,Register Voters,Ballots Cast,Turnout %
24,1,681,494,72.54%
24,2,743,577,77.66%
24,3,827,583,70.50%
24,4,508,428,84.25%
24,5,401,328,81.80%
24,6,696,517,74.28%
24,7,404,242,59.90%
24,8,430,311,72.33%
24,9,764,563,73.69%
24,10,407,297,72.97%
24,11,793,608,76.67%
24,12,472,420,88.98%
24,13,468,356,76.07%
24,14,638,535,83.86%
24,15,458,342,74.67%
24,16,688,416,60.47%
24,17,590,455,77.12%
24,18,697,609,87.37%
24,19,796,611,76.76%
24,20,599,448,74.79%
