ward,Precinct,Register Voters,Ballots Cast,Turnout %
6,WARD 6,,,
6,Precinct,Register Voters,Ballots Cast,Turnout %
6,1,648,452,69.75%
6,2,652,437,67.02%
6,3,666,462,69.37%
6,4,600,325,54.17%
6,5,669,278,41.55%
6,6,689,442,64.15%
6,7,674,374,55.49%
6,8,658,403,61.25%
6,9,754,375,49.73%
6,10,598,255,42.64%
6,11,672,361,53.72%
6,12,664,300,45.18%
6,13,539,321,59.55%
6,14,722,377,52.22%
6,15,841,353,41.97%
6,16,687,426,62.01%
6,17,663,277,41.78%
6,18,635,309,48.66%
6,19,703,375,53.34%
6,20,603,246,40.80%
6,21,596,227,38.09%
6,22,596,247,41.44%
6,23,560,226,40.36%
6,24,521,217,41.65%
6,25,491,217,44.20%
6,26,681,305,44.79%
6,27,623,237,38.04%
6,28,545,210,38.53%
6,29,656,440,67.07%
6,30,678,332,48.97%
6,31,677,417,61.60%
6,32,661,375,56.73%
6,33,643,414,64.39%
6,34,651,413,63.44%
6,35,597,371,62.14%
6,36,654,479,73.24%
6,37,626,417,66.61%
6,38,665,434,65.26%
6,39,645,338,52.40%
6,40,663,376,56.71%
6,41,655,403,61.53%
6,42,734,420,57.22%
6,43,678,366,53.98%
6,44,713,406,56.94%
6,45,692,433,62.57%
6,46,526,285,54.18%
6,47,551,299,54.26%
6,48,712,436,61.24%
6,Total,"31,027","16,888",54.43%
6,,,,
7,WARD 7,,,
7,Precinct,Register Voters,Ballots Cast,Turnout %
7,1,680,366,53.82%
7,2,757,374,49.41%
7,3,624,408,65.38%
7,4,636,403,63.36%
7,5,586,339,57.85%
7,6,747,497,66.53%
7,7,702,391,55.70%
7,8,581,328,56.45%
7,9,1001,680,67.93%
7,10,692,434,62.72%
7,11,734,425,57.90%
7,12,697,368,52.80%
7,13,456,254,55.70%
7,14,828,428,51.69%
7,15,627,385,61.40%
7,16,660,297,45.00%
7,17,589,326,55.35%
7,18,693,352,50.79%
7,19,607,366,60.30%
7,20,651,298,45.78%
7,21,598,296,49.50%
7,22,675,336,49.78%
7,23,584,374,64.04%
7,24,609,321,52.71%
7,25,689,317,46.01%
7,26,541,311,57.49%
7,27,615,318,51.71%
7,28,599,289,48.25%
7,29,614,326,53.09%
7,30,644,279,43.32%
7,31,532,260,48.87%
7,32,761,512,67.28%
7,33,742,501,67.52%
7,34,778,456,58.61%
7,35,758,413,54.49%
7,36,726,452,62.26%
7,37,652,406,62.27%
7,38,667,330,49.48%
7,39,614,351,57.17%
7,40,597,336,56.28%
7,41,698,390,55.87%
7,42,653,322,49.31%
7,43,677,391,57.75%
7,44,676,323,47.78%
7,45,840,370,44.05%
7,46,268,164,61.19%
7,Total,"30,355","16,863",55.55%
7,,,,
8,WARD 8,,,
8,Precinct,Register Voters,Ballots Cast,Turnout %
8,1,649,358,55.16%
8,2,744,376,50.54%
8,3,653,458,70.14%
8,4,623,455,73.03%
8,5,654,447,68.35%
8,6,712,417,58.57%
8,7,716,464,64.80%
8,8,605,404,66.78%
8,9,459,273,59.48%
8,10,727,508,69.88%
8,11,580,345,59.48%
8,12,624,359,57.53%
8,13,820,469,57.20%
8,14,614,295,48.05%
8,15,700,367,52.43%
8,16,273,124,45.42%
8,17,515,363,70.49%
8,18,860,399,46.40%
8,19,691,439,63.53%
8,20,713,465,65.22%
8,21,892,507,56.84%
8,22,627,373,59.49%
8,23,720,347,48.19%
8,24,363,245,67.49%
8,25,684,402,58.77%
8,26,739,384,51.96%
8,27,668,443,66.32%
8,28,724,419,57.87%
8,29,794,472,59.45%
8,30,701,426,60.77%
8,31,546,307,56.23%
8,32,553,333,60.22%
8,33,713,399,55.96%
8,34,645,389,60.31%
8,35,701,442,63.05%
8,36,706,431,61.05%
8,37,492,338,68.70%
8,38,534,276,51.69%
8,39,639,409,64.01%
8,40,550,317,57.64%
8,41,724,464,64.09%
8,42,827,490,59.25%
8,43,404,226,55.94%
8,44,452,281,62.17%
8,45,740,399,53.92%
8,46,538,322,59.85%
8,47,588,335,56.97%
8,48,677,384,56.72%
8,49,650,379,58.31%
8,50,690,416,60.29%
8,51,640,449,70.16%
8,52,782,501,64.07%
8,53,391,231,59.08%
8,54,617,338,54.78%
8,55,507,331,65.29%
8,56,667,407,61.02%
8,Total,"35,817","21,397",59.74%
8,,,,
9,WARD 9,,,
9,Precinct,Register Voters,Ballots Cast,Turnout %
9,1,718,388,54.04%
9,2,611,343,56.14%
9,3,778,317,40.75%
9,4,546,294,53.85%
9,5,656,374,57.01%
9,6,657,358,54.49%
9,7,641,319,49.77%
9,8,826,383,46.37%
9,9,687,413,60.12%
9,10,629,311,49.44%
9,11,601,253,42.10%
9,12,721,434,60.19%
9,13,696,428,61.49%
9,14,752,457,60.77%
9,15,1244,427,34.32%
9,16,638,334,52.35%
9,17,617,259,41.98%
9,18,572,280,48.95%
9,19,644,359,55.75%
9,20,692,381,55.06%
9,21,670,328,48.96%
9,22,679,390,57.44%
9,23,717,442,61.65%
9,24,628,392,62.42%
9,25,634,385,60.73%
9,26,973,425,43.68%
9,27,614,336,54.72%
9,28,660,233,35.30%
9,29,732,373,50.96%
9,30,628,303,48.25%
9,31,681,294,43.17%
9,32,678,384,56.64%
9,33,679,287,42.27%
9,34,671,282,42.03%
9,35,604,381,63.08%
9,36,634,318,50.16%
9,37,816,535,65.56%
9,38,689,405,58.78%
9,39,735,403,54.83%
9,40,744,416,55.91%
9,41,567,314,55.38%
9,42,657,383,58.30%
9,43,743,342,46.03%
9,44,570,334,58.60%
9,45,596,305,51.17%
9,46,695,379,54.53%
9,47,663,397,59.88%
9,48,696,436,62.64%
9,49,682,413,60.56%
9,50,784,501,63.90%
9,51,610,373,61.15%
9,Total,"35,055","18,601",53.06%
9,,,,
10,WARD 10,,,
10,Precinct,Register Voters,Ballots Cast,Turnout %
10,1,615,354,57.56%
10,2,709,392,55.29%
10,3,807,394,48.82%
10,4,715,293,40.98%
10,5,692,308,44.51%
10,6,679,316,46.54%
10,7,633,278,43.92%
10,8,561,238,42.42%
10,9,702,357,50.85%
10,10,753,387,51.39%
10,11,988,432,43.72%
10,12,565,246,43.54%
10,13,858,339,39.51%
10,14,918,465,50.65%
10,15,1304,701,53.76%
10,16,676,291,43.05%
10,17,906,493,54.42%
10,18,556,245,44.06%
10,19,775,387,49.94%
10,20,769,411,53.45%
10,21,821,379,46.16%
10,22,552,219,39.67%
10,23,735,328,44.63%
10,24,693,377,54.40%
10,25,232,108,46.55%
10,26,764,283,37.04%
10,27,937,369,39.38%
10,28,876,410,46.80%
10,29,760,334,43.95%
10,30,788,314,39.85%
10,31,720,278,38.61%
10,32,783,380,48.53%
10,33,649,258,39.75%
10,34,681,264,38.77%
10,35,755,443,58.68%
10,36,214,102,47.66%
10,Total,"26,141","12,173",46.57%
10,,,,
11,WARD 11,,,
11,Precinct,Register Voters,Ballots Cast,Turnout %
11,1,893,451,50.50%
11,2,245,35,14.29%
11,3,692,457,66.04%
11,4,771,389,50.45%
11,5,1119,575,51.39%
11,6,1050,739,70.38%
11,7,723,698,96.54%
11,8,902,449,49.78%
11,9,829,366,44.15%
11,10,929,423,45.53%
11,11,891,492,55.22%
11,12,1054,607,57.59%
11,13,1007,538,53.43%
11,14,581,297,51.12%
11,15,355,183,51.55%
11,16,705,325,46.10%
11,17,882,552,62.59%
11,18,788,351,44.54%
11,19,1021,570,55.83%
11,20,603,308,51.08%
11,21,881,572,64.93%
11,22,1064,515,48.40%
11,23,434,284,65.44%
11,24,756,525,69.44%
11,25,858,582,67.83%
11,26,883,527,59.68%
11,27,488,155,31.76%
11,28,450,204,45.33%
11,29,834,510,61.15%
11,30,624,248,39.74%
11,31,775,445,57.42%
11,32,353,226,64.02%
11,33,806,575,71.34%
11,34,316,189,59.81%
11,35,218,142,65.14%
11,36,438,193,44.06%
11,37,357,137,38.38%
11,38,445,248,55.73%
11,Total,"27,020","15,082",55.82%
11,,,,
12,WARD 12,,,
12,Precinct,Register Voters,Ballots Cast,Turnout %
12,1,734,380,51.77%
12,2,726,354,48.76%
12,3,892,504,56.50%
12,4,789,421,53.36%
12,5,776,360,46.39%
12,6,951,394,41.43%
12,7,848,355,41.86%
12,8,892,426,47.76%
12,9,717,336,46.86%
12,10,938,448,47.76%
12,11,898,389,43.32%
12,12,945,390,41.27%
12,13,909,389,42.79%
12,14,828,351,42.39%
12,15,862,309,35.85%
12,16,906,351,38.74%
12,17,921,388,42.13%
12,18,887,337,37.99%
12,19,802,393,49.00%
12,20,1041,461,44.28%
12,21,865,371,42.89%
12,22,908,317,34.91%
12,23,787,395,50.19%
12,Total,"19,822","8,819",44.49%
12,,,,
13,WARD 13,,,
13,Precinct,Register Voters,Ballots Cast,Turnout %
13,1,500,306,61.20%
13,2,456,317,69.52%
13,3,520,288,55.38%
13,4,645,375,58.14%
13,5,719,410,57.02%
13,6,499,360,72.14%
13,7,503,273,54.27%
13,8,465,292,62.80%
13,9,641,370,57.72%
13,10,459,338,73.64%
13,11,614,388,63.19%
13,12,609,315,51.72%
13,13,557,360,64.63%
13,14,643,362,56.30%
13,15,803,481,59.90%
13,16,481,236,49.06%
13,17,537,301,56.05%
13,18,494,281,56.88%
13,19,805,383,47.58%
13,20,392,212,54.08%
13,21,631,419,66.40%
13,22,620,408,65.81%
13,23,521,258,49.52%
13,24,591,363,61.42%
13,25,622,353,56.75%
13,26,654,331,50.61%
13,27,564,325,57.62%
13,28,503,278,55.27%
13,29,498,271,54.42%
13,30,473,281,59.41%
13,31,641,389,60.69%
13,32,490,300,61.22%
13,33,521,366,70.25%
13,34,676,421,62.28%
13,35,544,318,58.46%
13,36,410,214,52.20%
13,37,665,398,59.85%
13,38,474,347,73.21%
13,39,588,352,59.86%
13,40,613,366,59.71%
13,41,696,386,55.46%
13,42,574,361,62.89%
13,43,575,365,63.48%
13,44,619,359,58.00%
13,45,658,402,61.09%
13,46,757,408,53.90%
13,47,699,381,54.51%
13,48,460,323,70.22%
13,Total,"27,679","16,391",59.22%
13,,,,
14,WARD 14,,,
14,Precinct,Register Voters,Ballots Cast,Turnout %
14,1,709,452,63.75%
14,2,945,477,50.48%
14,3,790,380,48.10%
14,4,651,397,60.98%
14,5,1112,520,46.76%
14,6,375,177,47.20%
14,7,928,432,46.55%
14,8,883,420,47.57%
14,9,775,462,59.61%
14,10,547,265,48.45%
14,11,450,229,50.89%
14,12,763,407,53.34%
14,13,665,334,50.23%
14,14,692,336,48.55%
14,15,811,405,49.94%
14,16,588,267,45.41%
14,17,654,307,46.94%
14,18,305,162,53.11%
14,19,699,323,46.21%
14,20,589,261,44.31%
14,21,715,366,51.19%
14,22,973,504,51.80%
14,23,606,314,51.82%
14,24,720,472,65.56%
14,25,470,217,46.17%
14,26,566,281,49.65%
14,27,726,368,50.69%
14,28,595,292,49.08%
14,29,606,304,50.17%
14,30,472,204,43.22%
14,31,431,209,48.49%
14,Total,"20,811","10,544",50.67%
14,,,,
15,WARD 15,,,
15,Precinct,Register Voters,Ballots Cast,Turnout %
15,1,834,341,40.89%
15,2,535,222,41.50%
15,3,569,240,42.18%
15,4,867,342,39.45%
15,5,886,318,35.89%
15,6,904,336,37.17%
15,7,603,250,41.46%
15,8,794,293,36.90%
15,9,1048,440,41.98%
15,10,1060,468,44.15%
15,11,973,376,38.64%
15,12,945,394,41.69%
15,13,894,315,35.23%
15,14,856,291,34.00%
15,15,813,275,33.83%
15,16,892,369,41.37%
15,17,616,276,44.81%
15,18,580,224,38.62%
15,19,777,310,39.90%
15,20,634,266,41.96%
15,21,519,220,42.39%
15,22,686,291,42.42%
15,23,640,279,43.59%
15,24,589,223,37.86%
15,Total,"18,514","7,359",39.75%
15,,,,
16,WARD 16,,,
16,Precinct,Register Voters,Ballots Cast,Turnout %
16,1,943,391,41.46%
16,2,725,295,40.69%
16,3,636,247,38.84%
16,4,740,310,41.89%
16,5,654,207,31.65%
16,6,661,294,44.48%
16,7,672,269,40.03%
16,8,548,199,36.31%
16,9,690,303,43.91%
16,10,638,287,44.98%
16,11,737,285,38.67%
16,12,677,253,37.37%
16,13,764,283,37.04%
16,14,574,227,39.55%
16,15,655,306,46.72%
16,16,617,290,47.00%
16,17,880,348,39.55%
16,18,722,330,45.71%
16,19,642,251,39.10%
16,20,545,241,44.22%
16,21,652,252,38.65%
16,22,663,240,36.20%
16,23,872,337,38.65%
16,24,377,163,43.24%
16,25,694,343,49.42%
16,26,578,230,39.79%
16,27,593,255,43.00%
16,28,528,272,51.52%
16,29,675,279,41.33%
16,30,569,244,42.88%
16,31,606,302,49.83%
16,32,827,313,37.85%
16,33,604,277,45.86%
16,34,607,262,43.16%
16,35,902,360,39.91%
16,36,459,232,50.54%
16,Total,"23,926","9,977",41.70%
16,,,,
17,WARD 17,,,
17,Precinct,Register Voters,Ballots Cast,Turnout %
17,1,728,350,48.08%
17,2,701,359,51.21%
17,3,781,361,46.22%
17,4,755,448,59.34%
17,5,566,270,47.70%
17,6,767,301,39.24%
17,7,784,287,36.61%
17,8,681,301,44.20%
17,9,544,284,52.21%
17,10,834,482,57.79%
17,11,592,277,46.79%
17,12,897,457,50.95%
17,13,687,314,45.71%
17,14,840,415,49.40%
17,15,767,381,49.67%
17,16,787,342,43.46%
17,17,757,331,43.73%
17,18,705,394,55.89%
17,19,593,212,35.75%
17,20,759,447,58.89%
17,21,730,472,64.66%
17,22,675,310,45.93%
17,23,542,240,44.28%
17,24,707,380,53.75%
17,25,634,275,43.38%
17,26,777,380,48.91%
17,27,716,342,47.77%
17,28,539,285,52.88%
17,29,651,371,56.99%
17,30,709,274,38.65%
17,31,595,222,37.31%
17,32,640,285,44.53%
17,33,599,236,39.40%
17,34,646,269,41.64%
17,35,627,251,40.03%
17,36,676,338,50.00%
17,37,656,307,46.80%
17,38,812,342,42.12%
17,39,650,345,53.08%
17,40,720,362,50.28%
17,41,754,434,57.56%
17,Total,"28,580","13,733",48.05%
17,,,,
18,WARD 18,,,
18,Precinct,Register Voters,Ballots Cast,Turnout %
18,1,628,345,54.94%
18,2,744,357,47.98%
18,3,611,356,58.27%
18,4,657,412,62.71%
18,5,538,245,45.54%
18,6,573,327,57.07%
18,7,758,373,49.21%
18,8,652,393,60.28%
18,9,577,382,66.20%
18,10,747,504,67.47%
18,11,613,329,53.67%
18,12,617,399,64.67%
18,13,676,408,60.36%
18,14,662,413,62.39%
18,15,801,433,54.06%
18,16,608,370,60.86%
18,17,726,378,52.07%
18,18,556,330,59.35%
18,19,623,378,60.67%
18,20,534,313,58.61%
18,21,732,472,64.48%
18,22,689,469,68.07%
18,23,687,385,56.04%
18,24,734,389,53.00%
18,25,708,386,54.52%
18,26,685,472,68.91%
18,27,610,316,51.80%
18,28,668,377,56.44%
18,29,730,419,57.40%
18,30,815,456,55.95%
18,31,692,407,58.82%
18,32,649,395,60.86%
18,33,588,310,52.72%
18,34,671,464,69.15%
18,35,655,462,70.53%
18,36,699,414,59.23%
18,37,687,448,65.21%
18,38,631,370,58.64%
18,39,759,296,39.00%
18,40,742,422,56.87%
18,41,683,448,65.59%
18,42,661,340,51.44%
18,43,590,294,49.83%
18,44,661,342,51.74%
18,45,739,348,47.09%
18,46,779,422,54.17%
18,47,549,296,53.92%
18,48,568,323,56.87%
18,49,549,236,42.99%
18,50,615,308,50.08%
18,Total,"33,126","18,931",57.15%
18,,,,
19,WARD 19,,,
19,Precinct,Register Voters,Ballots Cast,Turnout %
19,1,564,412,73.05%
19,2,786,627,79.77%
19,3,506,352,69.57%
19,4,740,498,67.30%
19,5,645,497,77.05%
19,6,697,469,67.29%
19,7,584,404,69.18%
19,8,750,493,65.73%
19,9,472,335,70.97%
19,10,716,552,77.09%
19,11,665,427,64.21%
19,12,561,370,65.95%
19,13,729,528,72.43%
19,14,718,533,74.23%
19,15,882,556,63.04%
19,16,665,473,71.13%
19,17,565,404,71.50%
19,18,551,419,76.04%
19,19,760,594,78.16%
19,20,539,378,70.13%
19,21,715,414,57.90%
19,22,643,493,76.67%
19,23,639,463,72.46%
19,24,454,324,71.37%
19,25,594,446,75.08%
19,26,632,467,73.89%
19,27,613,462,75.37%
19,28,700,509,72.71%
19,29,744,461,61.96%
19,30,616,415,67.37%
19,31,546,414,75.82%
19,32,575,415,72.17%
19,33,687,471,68.56%
19,34,539,422,78.29%
19,35,545,414,75.96%
19,36,848,620,73.11%
19,37,587,437,74.45%
19,38,582,401,68.90%
19,39,267,172,64.42%
19,40,639,481,75.27%
19,41,632,415,65.66%
19,42,474,392,82.70%
19,43,888,606,68.24%
19,44,755,490,64.90%
19,45,650,448,68.92%
19,46,641,469,73.17%
19,47,874,633,72.43%
19,48,869,514,59.15%
19,49,722,533,73.82%
19,50,563,378,67.14%
19,51,675,500,74.07%
19,52,786,477,60.69%
19,53,589,421,71.48%
19,54,570,371,65.09%
19,55,582,380,65.29%
19,56,607,485,79.90%
19,57,482,375,77.80%
19,Total,"36,619","25,909",70.75%
19,,,,
20,WARD 20,,,
20,Precinct,Register Voters,Ballots Cast,Turnout %
20,1,652,380,58.28%
20,2,382,165,43.19%
20,3,608,333,54.77%
20,4,478,183,38.28%
20,5,829,460,55.49%
20,6,447,182,40.72%
20,7,834,410,49.16%
20,8,650,368,56.62%
20,9,780,554,71.03%
20,10,564,262,46.45%
20,11,888,531,59.80%
20,12,622,311,50.00%
20,13,822,427,51.95%
20,14,306,197,64.38%
20,15,997,319,32.00%
20,16,669,451,67.41%
20,17,687,238,34.64%
20,18,570,263,46.14%
20,19,720,407,56.53%
20,20,721,261,36.20%
20,21,688,272,39.53%
20,22,725,489,67.45%
20,23,795,433,54.47%
20,24,652,447,68.56%
20,25,657,290,44.14%
20,26,635,420,66.14%
20,27,449,204,45.43%
20,28,501,244,48.70%
20,29,800,463,57.88%
20,30,381,179,46.98%
20,31,825,469,56.85%
20,32,763,383,50.20%
20,33,456,231,50.66%
20,34,679,651,95.88%
20,35,800,277,34.63%
20,36,295,129,43.73%
20,37,265,117,44.15%
20,38,320,136,42.50%
20,39,61,26,42.62%
20,Total,"23,973","12,562",52.40%
20,,,,
21,WARD 21,,,
21,Precinct,Register Voters,Ballots Cast,Turnout %
21,1,711,429,60.34%
21,2,588,298,50.68%
21,3,740,431,58.24%
21,4,736,371,50.41%
21,5,681,430,63.14%
21,6,606,323,53.30%
21,7,620,400,64.52%
21,8,648,407,62.81%
21,9,679,438,64.51%
21,10,626,350,55.91%
21,11,662,373,56.34%
21,12,679,368,54.20%
21,13,731,383,52.39%
21,14,760,408,53.68%
21,15,640,343,53.59%
21,16,662,365,55.14%
21,17,695,358,51.51%
21,18,714,439,61.48%
21,19,717,395,55.09%
21,20,655,345,52.67%
21,21,610,329,53.93%
21,22,646,341,52.79%
21,23,648,343,52.93%
21,24,700,383,54.71%
21,25,601,339,56.41%
21,26,747,389,52.07%
21,27,680,383,56.32%
21,28,855,485,56.73%
21,29,734,447,60.90%
21,30,635,324,51.02%
21,31,448,285,63.62%
21,32,659,356,54.02%
21,33,659,345,52.35%
21,34,705,360,51.06%
21,35,733,451,61.53%
21,36,650,362,55.69%
21,37,557,287,51.53%
21,38,713,377,52.88%
21,39,601,333,55.41%
21,40,622,358,57.56%
21,41,666,397,59.61%
21,42,722,429,59.42%
21,43,709,376,53.03%
21,44,729,389,53.36%
21,45,690,363,52.61%
21,46,712,430,60.39%
21,47,674,373,55.34%
21,48,705,393,55.74%
21,49,715,429,60.00%
21,50,603,316,52.40%
21,51,653,359,54.98%
21,52,689,371,53.85%
21,53,557,332,59.61%
21,54,598,346,57.86%
21,Total,"36,175","20,234",55.93%
21,,,,
22,WARD 22,,,
22,Precinct,Register Voters,Ballots Cast,Turnout %
22,1,409,217,53.06%
22,2,808,426,52.72%
22,3,1156,484,41.87%
22,4,745,281,37.72%
22,5,861,351,40.77%
22,6,804,328,40.80%
22,7,590,262,44.41%
22,8,921,479,52.01%
22,9,754,291,38.59%
22,10,1022,466,45.60%
22,11,825,290,35.15%
22,12,674,330,48.96%
22,13,876,347,39.61%
22,14,789,261,33.08%
22,15,684,285,41.67%
22,16,653,299,45.79%
22,17,937,363,38.74%
22,18,814,309,37.96%
22,19,384,190,49.48%
22,20,801,313,39.08%
22,21,811,377,46.49%
22,22,874,310,35.47%
22,23,860,481,55.93%
22,24,1015,366,36.06%
22,25,843,349,41.40%
22,Total,"19,910","8,455",42.47%
22,,,,
23,WARD 23,,,
23,Precinct,Register Voters,Ballots Cast,Turnout %
23,1,571,368,64.45%
23,2,640,388,60.63%
23,3,585,372,63.59%
23,4,658,414,62.92%
23,5,726,375,51.65%
23,6,738,390,52.85%
23,7,636,295,46.38%
23,8,801,428,53.43%
23,9,588,301,51.19%
23,10,783,406,51.85%
23,11,795,368,46.29%
23,12,574,381,66.38%
23,13,664,314,47.29%
23,14,580,353,60.86%
23,15,654,316,48.32%
23,16,574,366,63.76%
23,17,615,239,38.86%
23,18,576,307,53.30%
23,19,651,284,43.63%
23,20,570,215,37.72%
23,21,586,380,64.85%
23,22,651,386,59.29%
23,23,582,370,63.57%
23,24,625,300,48.00%
23,25,729,299,41.02%
23,26,689,378,54.86%
23,27,523,323,61.76%
23,28,641,383,59.75%
23,29,519,316,60.89%
23,30,816,398,48.77%
23,31,600,295,49.17%
23,32,698,346,49.57%
23,33,775,367,47.35%
23,34,782,337,43.09%
23,35,521,272,52.21%
23,36,599,355,59.27%
23,37,609,383,62.89%
23,38,563,343,60.92%
23,39,712,370,51.97%
23,Total,"25,199","13,481",53.50%
23,,,,
24,WARD 24,,,
24,Precinct,Register Voters,Ballots Cast,Turnout %
24,1,687,299,43.52%
24,2,669,310,46.34%
24,3,784,343,43.75%
24,4,527,268,50.85%
24,5,434,186,42.86%
