ward,Precinct,Register Voters,Ballots Cast,Turnout %
3,14,280,126,45.00%
3,15,523,154,29.45%
3,16,358,103,28.77%
3,17,261,57,21.84%
3,18,232,65,28.02%
3,19,258,19,7.36%
3,20,265,104,39.25%
3,21,265,40,15.09%
3,22,267,66,24.72%
3,23,607,115,18.95%
3,24,680,166,24.41%
3,25,418,78,18.66%
3,26,178,30,16.85%
3,27,447,114,25.50%
3,28,897,129,14.38%
3,29,543,143,26.34%
3,30,343,100,29.15%
3,31,576,236,40.97%
3,32,364,92,25.27%
3,33,696,152,21.84%
3,34,372,114,30.65%
3,35,423,114,26.95%
3,36,201,28,13.93%
3,37,208,47,22.60%
3,38,538,248,46.10%
3,39,426,267,62.68%
3,40,445,135,30.34%
3,41,364,127,34.89%
3,42,451,102,22.62%
3,43,132,50,37.88%
3,44,191,20,10.47%
3,45,658,177,26.90%
3,46,164,56,34.15%
3,47,318,67,21.07%
3,48,414,80,19.32%
3,49,165,59,35.76%
3,50,371,51,13.75%
3,Total,"19,912","5,322",26.73%
3,,,,
4,WARD 4,,,
4,Precinct,Register Voters,Ballots Cast,Turnout %
4,1,659,196,29.74%
4,2,544,225,41.36%
4,3,569,189,33.22%
4,4,591,190,32.15%
4,5,675,227,33.63%
4,6,190,84,44.21%
4,7,614,212,34.53%
4,8,645,204,31.63%
4,9,667,357,53.52%
4,10,547,163,29.80%
4,11,471,128,27.18%
4,12,328,107,32.62%
4,13,369,146,39.57%
4,14,381,88,23.10%
4,15,439,130,29.61%
4,16,564,197,34.93%
4,17,411,167,40.63%
4,18,543,130,23.94%
4,19,547,170,31.08%
4,20,579,148,25.56%
4,21,585,182,31.11%
4,22,572,182,31.82%
4,23,381,122,32.02%
4,24,585,149,25.47%
4,25,478,221,46.23%
4,26,537,163,30.35%
4,27,392,149,38.01%
4,28,318,96,30.19%
4,29,373,145,38.87%
4,30,336,136,40.48%
4,31,283,86,30.39%
4,32,514,140,27.24%
4,33,466,153,32.83%
4,34,371,109,29.38%
4,35,350,102,29.14%
4,36,365,102,27.95%
4,37,3,2,66.67%
4,38,622,245,39.39%
4,39,411,103,25.06%
4,40,536,181,33.77%
4,41,250,62,24.80%
4,42,510,197,38.63%
4,43,292,89,30.48%
4,44,265,73,27.55%
4,45,610,331,54.26%
4,46,360,120,33.33%
4,47,665,151,22.71%
4,48,549,180,32.79%
4,49,416,157,37.74%
4,50,481,165,34.30%
4,51,355,205,57.75%
4,52,517,179,34.62%
4,Total,"24,081","8,135",33.78%
4,,,,
5,WARD 5,,,
5,Precinct,Register Voters,Ballots Cast,Turnout %
5,1,534,171,32.02%
5,2,790,197,24.94%
5,3,250,71,28.40%
5,4,332,108,32.53%
5,5,462,133,28.79%
5,6,597,184,30.82%
5,7,540,187,34.63%
5,8,549,163,29.69%
5,9,502,130,25.90%
5,10,439,106,24.15%
5,11,853,307,35.99%
5,12,369,88,23.85%
5,13,493,164,33.27%
5,14,656,251,38.26%
5,15,391,113,28.90%
5,16,404,108,26.73%
5,17,449,159,35.41%
5,18,476,143,30.04%
5,19,305,71,23.28%
5,20,362,53,14.64%
5,21,650,200,30.77%
5,22,371,162,43.67%
5,23,451,88,19.51%
5,24,308,170,55.19%
5,25,529,122,23.06%
5,26,521,176,33.78%
5,27,621,123,19.81%
5,28,444,194,43.69%
5,29,422,136,32.23%
5,30,404,116,28.71%
5,31,479,113,23.59%
5,32,596,308,51.68%
5,33,291,128,43.99%
5,34,533,145,27.20%
5,35,604,183,30.30%
5,36,901,261,28.97%
5,37,775,318,41.03%
5,38,514,93,18.09%
5,39,429,152,35.43%
5,40,538,134,24.91%
5,41,666,208,31.23%
5,42,377,74,19.63%
5,43,476,169,35.50%
5,44,504,144,28.57%
5,45,411,125,30.41%
5,46,495,153,30.91%
5,47,355,108,30.42%
5,48,303,106,34.98%
5,Total,"23,721","7,316",30.84%
5,,,,
6,WARD 6,,,
6,Precinct,Register Voters,Ballots Cast,Turnout %
6,1,508,233,45.87%
6,2,557,198,35.55%
6,3,542,195,35.98%
6,4,494,131,26.52%
6,5,715,154,21.54%
6,6,875,293,33.49%
6,7,854,211,24.71%
6,8,571,218,38.18%
6,9,519,163,31.41%
6,10,527,291,55.22%
6,11,524,126,24.05%
6,12,561,162,28.88%
6,13,522,126,24.14%
6,14,586,135,23.04%
6,15,520,84,16.15%
6,16,621,201,32.37%
6,17,552,193,34.96%
6,18,441,74,16.78%
6,19,595,169,28.40%
6,20,503,146,29.03%
6,21,512,199,38.87%
6,22,526,172,32.70%
6,23,474,140,29.54%
6,24,563,170,30.20%
6,25,437,108,24.71%
6,26,619,170,27.46%
6,27,653,229,35.07%
6,28,823,313,38.03%
6,29,574,221,38.50%
6,30,525,113,21.52%
6,31,598,197,32.94%
6,32,559,140,25.04%
6,33,632,198,31.33%
6,34,429,123,28.67%
6,35,526,158,30.04%
6,36,390,77,19.74%
6,37,557,223,40.04%
6,38,600,168,28.00%
6,39,489,103,21.06%
6,40,531,218,41.05%
6,41,504,198,39.29%
6,42,396,57,14.39%
6,43,585,173,29.57%
6,44,545,186,34.13%
6,45,805,243,30.19%
6,46,451,148,32.82%
6,47,498,184,36.95%
6,48,522,124,23.75%
6,49,650,178,27.38%
6,50,536,221,41.23%
6,51,627,170,27.11%
6,52,366,103,28.14%
6,53,480,151,31.46%
6,54,484,149,30.79%
6,55,517,123,23.79%
6,56,394,113,28.68%
6,57,429,161,37.53%
6,58,490,208,42.45%
6,59,461,150,32.54%
6,Total,"32,344","9,983",30.87%
6,,,,
7,WARD 7,,,
7,Precinct,Register Voters,Ballots Cast,Turnout %
7,1,701,289,41.23%
7,2,674,159,23.59%
7,3,629,166,26.39%
7,4,536,95,17.72%
7,5,528,83,15.72%
7,6,475,116,24.42%
7,7,410,89,21.71%
7,8,247,33,13.36%
7,9,672,266,39.58%
7,10,736,201,27.31%
7,11,393,160,40.71%
7,12,723,160,22.13%
7,13,759,238,31.36%
7,14,537,155,28.86%
7,15,389,137,35.22%
7,16,751,160,21.30%
7,17,271,71,26.20%
7,18,809,188,23.24%
7,19,653,199,30.47%
7,20,350,46,13.14%
7,21,564,108,19.15%
7,22,295,76,25.76%
7,23,526,117,22.24%
7,24,821,251,30.57%
7,25,851,262,30.79%
7,26,628,153,24.36%
7,27,638,243,38.09%
7,28,508,123,24.21%
7,29,452,102,22.57%
7,30,458,167,36.46%
7,31,412,150,36.41%
7,32,475,73,15.37%
7,33,345,129,37.39%
7,34,271,49,18.08%
7,35,537,185,34.45%
7,36,538,131,24.35%
7,37,626,182,29.07%
7,38,789,212,26.87%
7,39,833,324,38.90%
7,40,609,198,32.51%
7,41,375,109,29.07%
7,42,760,199,26.18%
7,43,547,142,25.96%
7,44,761,231,30.35%
7,45,487,212,43.53%
7,46,228,116,50.88%
7,47,380,98,25.79%
7,48,419,117,27.92%
7,49,696,253,36.35%
7,Total,"27,072","7,723",28.53%
7,,,,
8,WARD 8,,,
8,Precinct,Register Voters,Ballots Cast,Turnout %
8,1,480,177,36.88%
8,2,266,77,28.95%
8,3,539,231,42.86%
8,4,844,337,39.93%
8,5,864,367,42.48%
8,6,539,159,29.50%
8,7,455,128,28.13%
8,8,481,197,40.96%
8,9,543,223,41.07%
8,10,554,223,40.25%
8,11,512,149,29.10%
8,12,471,126,26.75%
8,13,370,103,27.84%
8,14,413,101,24.46%
8,15,412,125,30.34%
8,16,446,184,41.26%
8,17,764,174,22.77%
8,18,291,75,25.77%
8,19,582,198,34.02%
8,20,791,253,31.98%
8,21,301,127,42.19%
8,22,409,128,31.30%
8,23,418,125,29.90%
8,24,485,164,33.81%
8,25,504,144,28.57%
8,26,390,89,22.82%
8,27,533,184,34.52%
8,28,851,285,33.49%
8,29,563,146,25.93%
8,30,421,117,27.79%
8,31,374,98,26.20%
8,32,706,234,33.14%
8,33,812,206,25.37%
8,34,679,183,26.95%
8,35,544,208,38.24%
8,36,464,168,36.21%
8,37,619,156,25.20%
8,38,562,125,22.24%
8,39,473,164,34.67%
8,40,431,114,26.45%
8,41,354,125,35.31%
8,42,467,177,37.90%
8,43,422,72,17.06%
8,44,370,125,33.78%
8,45,407,103,25.31%
8,46,459,158,34.42%
8,47,493,198,40.16%
8,48,474,129,27.22%
8,49,609,193,31.69%
8,50,464,153,32.97%
8,51,575,196,34.09%
8,52,483,169,34.99%
8,53,534,168,31.46%
8,54,567,147,25.93%
8,55,478,100,20.92%
8,56,575,142,24.70%
8,57,426,145,34.04%
8,58,472,180,38.14%
8,59,382,85,22.25%
8,60,647,184,28.44%
8,61,374,128,34.22%
8,62,703,240,34.14%
8,63,446,177,39.69%
8,64,506,129,25.49%
8,Total,"32,843","10,395",31.65%
8,,,,
9,WARD 9,,,
9,Precinct,Register Voters,Ballots Cast,Turnout %
9,1,549,175,31.88%
9,2,631,157,24.88%
9,3,336,52,15.48%
9,4,494,172,34.82%
9,5,708,169,23.87%
9,6,895,245,27.37%
9,7,563,150,26.64%
9,8,657,143,21.77%
9,9,552,213,38.59%
9,10,561,136,24.24%
9,11,522,106,20.31%
9,12,578,121,20.93%
9,13,770,252,32.73%
9,14,696,214,30.75%
9,15,644,131,20.34%
9,16,841,186,22.12%
9,17,560,110,19.64%
9,18,577,146,25.30%
9,19,667,165,24.74%
9,20,578,185,32.01%
9,21,612,165,26.96%
9,22,778,254,32.65%
9,23,456,121,26.54%
9,24,667,109,16.34%
9,25,428,104,24.30%
9,26,406,86,21.18%
9,27,555,119,21.44%
9,28,602,45,7.48%
9,29,482,107,22.20%
9,30,319,79,24.76%
9,31,476,123,25.84%
9,32,896,237,26.45%
9,33,613,117,19.09%
9,34,650,150,23.08%
9,35,895,308,34.41%
9,36,611,180,29.46%
9,37,445,125,28.09%
9,38,607,140,23.06%
9,39,910,235,25.82%
9,40,922,274,29.72%
9,41,633,166,26.22%
9,42,477,72,15.09%
9,43,415,72,17.35%
9,44,474,81,17.09%
9,45,818,252,30.81%
9,46,307,76,24.76%
9,47,633,192,30.33%
9,Total,"28,466","7,217",25.35%
9,,,,
10,WARD 10,,,
10,Precinct,Register Voters,Ballots Cast,Turnout %
10,1,607,145,23.89%
10,2,411,62,15.09%
10,3,480,112,23.33%
10,4,533,60,11.26%
10,5,525,84,16.00%
10,6,496,133,26.81%
10,7,630,76,12.06%
10,8,461,70,15.18%
10,9,448,80,17.86%
10,10,495,76,15.35%
10,11,560,86,15.36%
10,12,520,60,11.54%
10,13,1072,131,12.22%
10,14,590,83,14.07%
10,15,305,31,10.16%
10,16,431,87,20.19%
10,17,411,85,20.68%
10,18,568,42,7.39%
10,19,613,99,16.15%
10,20,467,65,13.92%
10,21,521,79,15.16%
10,22,434,64,14.75%
10,23,608,54,8.88%
10,24,402,81,20.15%
10,25,631,92,14.58%
10,26,604,55,9.11%
10,27,616,94,15.26%
10,28,467,110,23.55%
10,29,459,107,23.31%
10,30,493,70,14.20%
10,31,614,73,11.89%
10,32,587,61,10.39%
10,33,598,66,11.04%
10,34,633,63,9.95%
10,35,645,82,12.71%
10,36,545,100,18.35%
10,37,499,62,12.42%
10,38,583,81,13.89%
10,39,518,80,15.44%
10,40,559,86,15.38%
10,41,555,116,20.90%
10,42,496,79,15.93%
10,43,349,41,11.75%
10,44,693,68,9.81%
10,45,470,77,16.38%
10,46,630,64,10.16%
10,Total,"24,832","3,672",14.79%
10,,,,
11,WARD 11,,,
11,Precinct,Register Voters,Ballots Cast,Turnout %
11,1,708,145,20.48%
11,2,579,116,20.03%
11,3,401,80,19.95%
11,4,670,102,15.22%
11,5,481,73,15.18%
11,6,674,146,21.66%
11,7,447,124,27.74%
11,8,617,126,20.42%
11,9,480,94,19.58%
11,10,334,65,19.46%
11,11,844,140,16.59%
11,12,471,119,25.27%
11,13,579,108,18.65%
11,14,568,85,14.96%
11,15,401,106,26.43%
11,16,670,143,21.34%
11,17,720,164,22.78%
11,18,459,85,18.52%
11,19,540,77,14.26%
11,20,290,128,44.14%
11,21,332,149,44.88%
11,22,371,114,30.73%
11,23,389,97,24.94%
11,24,601,286,47.59%
11,25,472,92,19.49%
11,26,798,145,18.17%
11,27,633,110,17.38%
11,28,462,72,15.58%
11,29,567,126,22.22%
11,30,592,107,18.07%
11,31,298,102,34.23%
11,32,338,89,26.33%
11,33,389,82,21.08%
11,34,292,100,34.25%
11,35,632,138,21.84%
11,36,176,28,15.91%
11,37,543,142,26.15%
11,38,543,180,33.15%
11,39,587,196,33.39%
11,40,283,83,29.33%
11,41,301,77,25.58%
11,42,414,87,21.01%
11,43,642,112,17.45%
11,44,527,104,19.73%
11,45,335,51,15.22%
11,46,234,127,54.27%
11,47,540,106,19.63%
11,48,178,48,26.97%
11,49,374,99,26.47%
11,50,378,76,20.11%
11,Total,"24,154","5,551",22.98%
11,,,,
12,WARD 12,,,
12,Precinct,Register Voters,Ballots Cast,Turnout %
12,1,414,93,22.46%
12,2,437,93,21.28%
12,3,552,57,10.33%
12,4,392,42,10.71%
12,5,447,61,13.65%
12,6,457,92,20.13%
12,7,734,139,18.94%
12,8,744,142,19.09%
12,9,480,56,11.67%
12,10,586,105,17.92%
12,11,782,163,20.84%
12,12,498,105,21.08%
12,13,662,146,22.05%
12,14,578,69,11.94%
12,15,527,91,17.27%
12,16,485,59,12.16%
12,17,563,108,19.18%
12,18,628,137,21.82%
12,19,651,91,13.98%
12,20,458,52,11.35%
12,21,545,93,17.06%
12,22,510,83,16.27%
12,23,469,70,14.93%
12,24,535,88,16.45%
12,Total,"13,134","2,235",17.02%
12,,,,
13,WARD 13,,,
13,Precinct,Register Voters,Ballots Cast,Turnout %
13,1,378,200,52.91%
13,2,282,153,54.26%
13,3,601,139,23.13%
13,4,684,282,41.23%
13,5,526,193,36.69%
13,6,453,119,26.27%
13,7,365,178,48.77%
13,8,382,212,55.50%
13,9,474,167,35.23%
13,10,373,96,25.74%
13,11,389,98,25.19%
13,12,464,156,33.62%
13,13,454,234,51.54%
13,14,411,170,41.36%
13,15,518,250,48.26%
13,16,549,210,38.25%
13,17,427,184,43.09%
13,18,399,134,33.58%
13,19,547,184,33.64%
13,20,542,144,26.57%
13,21,468,123,26.28%
13,22,381,152,39.90%
13,23,408,143,35.05%
13,24,391,184,47.06%
13,25,472,153,32.42%
13,26,411,243,59.12%
13,27,415,182,43.86%
13,28,376,116,30.85%
13,29,340,171,50.29%
13,30,586,231,39.42%
13,31,477,122,25.58%
13,32,368,119,32.34%
13,33,385,170,44.16%
13,34,482,284,58.92%
13,35,396,220,55.56%
13,36,281,100,35.59%
13,37,446,228,51.12%
13,38,485,116,23.92%
13,39,431,179,41.53%
13,40,537,239,44.51%
13,41,356,179,50.28%
13,42,318,204,64.15%
13,43,406,255,62.81%
13,44,486,404,83.13%
13,45,526,258,49.05%
13,46,554,184,33.21%
13,47,561,204,36.36%
13,Total,"20,961","8,666",41.34%
13,,,,
14,WARD 14,,,
14,Precinct,Register Voters,Ballots Cast,Turnout %
14,1,714,141,19.75%
14,2,766,171,22.32%
14,3,442,101,22.85%
14,4,424,95,22.41%
14,5,558,106,19.00%
14,6,435,59,13.56%
14,7,383,136,35.51%
14,8,266,91,34.21%
14,9,448,147,32.81%
14,10,393,96,24.43%
14,11,322,90,27.95%
14,12,391,123,31.46%
14,13,402,94,23.38%
14,14,487,123,25.26%
14,15,508,133,26.18%
14,16,465,90,19.35%
14,17,425,130,30.59%
14,18,414,51,12.32%
14,19,623,100,16.05%
14,20,367,60,16.35%
14,21,379,104,27.44%
14,22,606,185,30.53%
14,23,362,84,23.20%
14,24,313,69,22.04%
14,25,320,67,20.94%
14,26,502,58,11.55%
14,27,527,114,21.63%
14,28,433,78,18.01%
14,29,459,147,32.03%
14,30,303,107,35.31%
14,31,333,62,18.62%
14,32,303,60,19.80%
14,Total,"14,073","3,272",23.25%
14,,,,
15,WARD 15,,,
15,Precinct,Register Voters,Ballots Cast,Turnout %
15,1,968,148,15.29%
15,2,340,58,17.06%
15,3,420,51,12.14%
15,4,865,134,15.49%
15,5,300,49,16.33%
15,6,551,53,9.62%
15,7,432,82,18.98%
15,8,602,84,13.95%
15,9,861,128,14.87%
15,10,483,35,7.25%
15,11,491,69,14.05%
15,12,296,45,15.20%
15,13,639,72,11.27%
15,14,472,65,13.77%
15,15,553,35,6.33%
15,16,399,39,9.77%
15,17,434,79,18.20%
15,18,756,122,16.14%
15,19,392,87,22.19%
15,20,264,49,18.56%
15,21,376,90,23.94%
15,22,606,114,18.81%
15,23,735,123,16.73%
15,24,435,57,13.10%
15,25,563,57,10.12%
15,26,763,117,15.33%
15,27,385,57,14.81%
15,28,522,74,14.18%
15,29,242,20,8.26%
15,30,528,46,8.71%
15,31,812,123,15.15%
15,32,496,54,10.89%
15,33,432,56,12.96%
15,34,409,65,15.89%
15,35,466,82,17.60%
15,36,437,85,19.45%
15,37,323,62,19.20%
15,38,732,85,11.61%
15,39,448,35,7.81%
15,40,286,38,13.29%
15,41,568,101,17.78%
15,42,740,135,18.24%
15,Total,"21,822","3,160",14.48%
15,,,,
16,WARD 16,,,
16,Precinct,Register Voters,Ballots Cast,Turnout %
16,1,388,38,9.79%
16,2,361,48,13.30%
16,3,412,81,19.66%
16,4,476,34,7.14%
16,5,434,59,13.59%
16,6,164,26,15.85%
16,7,417,61,14.63%
16,8,504,52,10.32%
16,9,446,109,24.44%
16,10,716,95,13.27%
16,11,568,67,11.80%
16,12,828,110,13.29%
16,13,471,46,9.77%
16,14,396,62,15.66%
16,15,455,84,18.46%
16,16,839,142,16.92%
16,17,469,45,9.59%
16,18,482,87,18.05%
16,19,526,78,14.83%
16,20,738,120,16.26%
16,21,503,34,6.76%
16,22,546,40,7.33%
16,23,531,35,6.59%
16,24,202,50,24.75%
16,25,306,58,18.95%
16,26,398,85,21.36%
16,27,588,164,27.89%
16,28,433,97,22.40%
16,29,214,54,25.23%
16,30,491,56,11.41%
16,31,448,93,20.76%
16,32,481,43,8.94%
16,33,328,56,17.07%
16,34,380,45,11.84%
16,35,584,40,6.85%
16,36,744,105,14.11%
16,37,511,65,12.72%
16,38,328,62,18.90%
16,39,551,59,10.71%
16,40,444,91,20.50%
16,Total,"19,101","2,776",14.53%
16,,,,
17,WARD 17,,,
17,Precinct,Register Voters,Ballots Cast,Turnout %
17,1,611,119,19.48%
17,2,472,91,19.28%
17,3,684,110,16.08%
17,4,586,141,24.06%
17,5,381,76,19.95%
17,6,808,146,18.07%
17,7,548,105,19.16%
17,8,433,88,20.32%
17,9,781,141,18.05%
17,10,415,116,27.95%
17,11,479,77,16.08%
17,12,586,177,30.20%
17,13,376,59,15.69%
17,14,494,79,15.99%
17,15,443,80,18.06%
17,16,539,91,16.88%
17,17,401,54,13.47%
17,18,464,145,31.25%
17,19,260,44,16.92%
17,20,449,83,18.49%
17,21,493,169,34.28%
17,22,471,112,23.78%
17,23,809,123,15.20%
17,24,501,109,21.76%
17,25,339,65,19.17%
17,26,546,122,22.34%
17,27,587,158,26.92%
17,28,447,77,17.23%
17,29,866,201,23.21%
17,30,539,122,22.63%
17,31,713,112,15.71%
17,32,536,83,15.49%
17,33,401,69,17.21%
17,34,377,84,22.28%
17,35,617,137,22.20%
17,36,288,55,19.10%
17,37,851,118,13.87%
17,38,372,59,15.86%
17,39,405,96,23.70%
17,40,408,71,17.40%
17,41,366,60,16.39%
17,42,346,67,19.36%
17,43,411,61,14.84%
17,44,518,141,27.22%
17,45,328,46,14.02%
17,46,436,87,19.95%
17,47,525,103,19.62%
17,48,498,93,18.67%
17,49,347,57,16.43%
17,50,528,70,13.26%
17,51,444,69,15.54%
17,52,539,141,26.16%
17,53,405,99,24.44%
17,54,422,130,30.81%
17,55,378,73,19.31%
17,Total,"27,267","5,461",20.03%
17,,,,
18,WARD 18,,,
18,Precinct,Register Voters,Ballots Cast,Turnout %
18,1,849,163,19.20%
18,2,484,58,11.98%
18,3,928,194,20.91%
18,4,1097,308,28.08%
18,5,605,96,15.87%
18,6,986,166,16.84%
18,7,535,95,17.76%
18,8,247,55,22.27%
18,9,1099,375,34.12%
18,10,751,220,29.29%
18,11,538,100,18.59%
18,12,523,139,26.58%
18,13,614,149,24.27%
18,14,537,133,24.77%
18,15,346,58,16.76%
18,16,635,200,31.50%
18,17,554,107,19.31%
18,18,492,145,29.47%
18,19,589,187,31.75%
18,20,1049,283,26.98%
18,21,683,207,30.31%
18,22,687,243,35.37%
18,23,479,133,27.77%
18,24,544,185,34.01%
18,25,1046,307,29.35%
18,26,417,122,29.26%
18,27,604,108,17.88%
18,28,883,129,14.61%
18,29,602,104,17.28%
18,30,445,104,23.37%
18,31,550,108,19.64%
18,32,665,207,31.13%
18,33,490,94,19.18%
18,34,580,229,39.48%
18,35,1234,351,28.44%
18,36,443,77,17.38%
18,37,425,116,27.29%
18,38,605,170,28.10%
18,39,603,84,13.93%
18,40,618,128,20.71%
18,41,648,80,12.35%
18,42,497,65,13.08%
18,43,543,59,10.87%
18,44,401,80,19.95%
18,45,475,74,15.58%
18,46,565,136,24.07%
18,47,592,87,14.70%
18,48,533,98,18.39%
18,49,480,80,16.67%
18,50,604,91,15.07%
18,51,654,185,28.29%
18,52,592,162,27.36%
18,53,422,96,22.75%
18,Total,"33,067","7,730",23.38%
18,,,,
19,WARD 19,,,
19,Precinct,Register Voters,Ballots Cast,Turnout %
19,1,501,217,43.31%
19,2,425,197,46.35%
19,3,458,141,30.79%
19,4,495,183,36.97%
19,5,514,217,42.22%
19,6,477,144,30.19%
19,7,477,232,48.64%
19,8,421,144,34.20%
19,9,382,120,31.41%
19,10,617,237,38.41%
19,11,593,249,41.99%
19,12,519,162,31.21%
19,13,381,134,35.17%
19,14,600,195,32.50%
19,15,477,141,29.56%
19,16,596,246,41.28%
19,17,529,203,38.37%
19,18,542,229,42.25%
19,19,488,200,40.98%
19,20,438,183,41.78%
19,21,446,121,27.13%
19,22,576,211,36.63%
19,23,580,236,40.69%
19,24,436,171,39.22%
19,25,585,193,32.99%
19,26,564,222,39.36%
19,27,358,96,26.82%
19,28,519,230,44.32%
19,29,518,141,27.22%
19,30,553,151,27.31%
19,31,459,159,34.64%
19,32,512,209,40.82%
19,33,599,192,32.05%
19,34,496,187,37.70%
19,35,468,208,44.44%
19,36,652,213,32.67%
19,37,510,209,40.98%
19,38,475,212,44.63%
19,39,223,57,25.56%
19,40,570,176,30.88%
19,41,393,143,36.39%
19,42,501,156,31.14%
19,43,711,230,32.35%
19,44,488,176,36.07%
19,45,515,209,40.58%
19,46,609,238,39.08%
19,47,711,274,38.54%
19,48,760,246,32.37%
19,49,605,238,39.34%
19,50,638,195,30.56%
19,51,398,144,36.18%
19,52,465,136,29.25%
19,53,500,186,37.20%
19,54,465,150,32.26%
19,55,434,136,31.34%
19,56,560,224,40.00%
19,57,549,209,38.07%
19,58,521,152,29.17%
19,59,610,218,35.74%
19,60,412,140,33.98%
19,61,593,298,50.25%
19,62,481,179,37.21%
19,63,364,155,42.58%
19,Total,"32,312","11,800",36.52%
19,,,,
20,WARD 20,,,
20,Precinct,Register Voters,Ballots Cast,Turnout %
20,1,451,118,26.16%
20,2,430,88,20.47%
20,3,394,81,20.56%
20,4,610,38,6.23%
20,5,312,65,20.83%
20,6,471,110,23.35%
20,7,504,72,14.29%
20,8,202,24,11.88%
20,9,582,200,34.36%
20,10,725,158,21.79%
20,11,329,87,26.44%
20,12,298,55,18.46%
20,13,405,111,27.41%
20,14,480,130,27.08%
20,15,656,27,4.12%
20,16,499,141,28.26%
20,17,853,140,16.41%
20,18,388,82,21.13%
20,19,425,76,17.88%
20,20,278,51,18.35%
20,21,372,31,8.33%
20,22,590,183,31.02%
20,23,588,140,23.81%
20,24,450,123,27.33%
20,25,378,78,20.63%
20,26,483,132,27.33%
20,27,409,81,19.80%
20,28,395,93,23.54%
20,29,506,117,23.12%
20,30,684,159,23.25%
20,31,423,111,26.24%
20,32,272,54,19.85%
20,33,472,103,21.82%
20,34,617,149,24.15%
20,35,319,40,12.54%
20,36,397,89,22.42%
20,37,432,110,25.46%
20,38,78,24,30.77%
20,39,468,84,17.95%
20,40,631,119,18.86%
20,41,317,20,6.31%
20,42,323,48,14.86%
20,43,127,13,10.24%
20,44,408,149,36.52%
20,45,365,33,9.04%
20,Total,"19,796","4,137",20.90%
20,,,,
21,WARD 21,,,
21,Precinct,Register Voters,Ballots Cast,Turnout %
21,1,729,205,28.12%
21,2,531,102,19.21%
21,3,979,247,25.23%
21,4,246,49,19.92%
21,5,531,152,28.63%
21,6,499,127,25.45%
