ward,Precinct,Register Voters,Ballots Cast,Turnout %
3,14,710,260,36.62%
3,15,765,283,36.99%
3,16,843,291,34.52%
3,17,822,309,37.59%
3,18,1207,432,35.79%
3,19,743,338,45.49%
3,20,862,318,36.89%
3,21,814,402,49.39%
3,22,841,296,35.20%
3,23,785,293,37.32%
3,24,795,291,36.60%
3,25,958,460,48.02%
3,26,788,450,57.11%
3,27,794,313,39.42%
3,28,661,267,40.39%
3,29,972,313,32.20%
3,30,788,324,41.12%
3,31,873,362,41.47%
3,32,820,344,41.95%
3,33,836,256,30.62%
3,34,860,360,41.86%
3,35,566,163,28.80%
3,36,657,174,26.48%
3,37,751,254,33.82%
3,38,650,351,54.00%
3,39,781,302,38.67%
3,40,840,367,43.69%
3,41,769,291,37.84%
3,Total,"32,680","12,932",39.57%
3,,,,
4,WARD 4,,,
4,Precinct,Register Voters,Ballots Cast,Turnout %
4,1,819,399,48.72%
4,2,763,376,49.28%
4,3,809,305,37.70%
4,4,1005,412,41.00%
4,5,742,342,46.09%
4,6,904,488,53.98%
4,7,852,413,48.47%
4,8,830,418,50.36%
4,9,810,485,59.88%
4,10,857,398,46.44%
4,11,898,341,37.97%
4,12,870,351,40.34%
4,13,613,192,31.32%
4,14,767,354,46.15%
4,15,899,400,44.49%
4,16,840,347,41.31%
4,17,754,341,45.23%
4,18,781,362,46.35%
4,19,935,313,33.48%
4,20,675,347,51.41%
4,21,882,305,34.58%
4,22,778,403,51.80%
4,23,916,461,50.33%
4,24,778,338,43.44%
4,25,730,340,46.58%
4,26,829,378,45.60%
4,27,813,355,43.67%
4,28,704,356,50.57%
4,29,782,269,34.40%
4,30,1087,386,35.51%
4,31,661,457,69.14%
4,32,851,332,39.01%
4,33,836,393,47.01%
4,34,710,280,39.44%
4,35,983,457,46.49%
4,36,857,396,46.21%
4,37,747,325,43.51%
4,38,788,397,50.38%
4,Total,"31,155","14,012",44.98%
4,,,,
5,WARD 5,,,
5,Precinct,Register Voters,Ballots Cast,Turnout %
5,1,785,271,34.52%
5,2,794,259,32.62%
5,3,663,343,51.73%
5,4,799,316,39.55%
5,5,792,330,41.67%
5,6,732,268,36.61%
5,7,609,309,50.74%
5,8,648,369,56.94%
5,9,782,400,51.15%
5,10,766,263,34.33%
5,11,679,379,55.82%
5,12,800,228,28.50%
5,13,742,270,36.39%
5,14,600,316,52.67%
5,15,657,323,49.16%
5,16,872,314,36.01%
5,17,816,257,31.50%
5,18,587,300,51.11%
5,19,668,375,56.14%
5,20,742,387,52.16%
5,21,677,307,45.35%
5,22,678,439,64.75%
5,23,1010,494,48.91%
5,24,728,322,44.23%
5,25,772,339,43.91%
5,26,757,311,41.08%
5,27,624,292,46.79%
5,28,790,387,48.99%
5,29,871,381,43.74%
5,30,801,230,28.71%
5,31,744,230,30.91%
5,32,752,410,54.52%
5,33,825,356,43.15%
5,34,748,405,54.14%
5,35,651,365,56.07%
5,36,684,247,36.11%
5,37,708,387,54.66%
5,38,825,283,34.30%
5,39,585,308,52.65%
5,40,684,304,44.44%
5,41,331,227,68.58%
5,Total,"29,778","13,301",44.67%
5,,,,
6,WARD 6,,,
6,Precinct,Register Voters,Ballots Cast,Turnout %
6,1,709,350,49.37%
6,2,702,321,45.73%
6,3,661,334,50.53%
6,4,646,220,34.06%
6,5,776,217,27.96%
6,6,665,285,42.86%
6,7,725,265,36.55%
6,8,657,321,48.86%
6,9,835,254,30.42%
6,10,677,187,27.62%
6,11,759,243,32.02%
6,12,773,176,22.77%
6,13,597,227,38.02%
6,14,769,283,36.80%
6,15,932,248,26.61%
6,16,701,337,48.07%
6,17,713,213,29.87%
6,18,677,202,29.84%
6,19,697,280,40.17%
6,20,676,159,23.52%
6,21,670,173,25.82%
6,22,687,203,29.55%
6,23,708,175,24.72%
6,24,637,166,26.06%
6,25,692,174,25.14%
6,26,785,170,21.66%
6,27,693,160,23.09%
6,28,680,147,21.62%
6,29,679,352,51.84%
6,30,794,239,30.10%
6,31,664,321,48.34%
6,32,700,272,38.86%
6,33,731,303,41.45%
6,34,676,303,44.82%
6,35,638,297,46.55%
6,36,667,341,51.12%
6,37,656,374,57.01%
6,38,704,340,48.30%
6,39,802,249,31.05%
6,40,665,258,38.80%
6,41,705,295,41.84%
6,42,816,268,32.84%
6,43,717,270,37.66%
6,44,785,323,41.15%
6,45,713,301,42.22%
6,46,569,220,38.66%
6,47,669,231,34.53%
6,48,745,285,38.26%
6,Total,"33,994","12,332",36.28%
6,,,,
7,WARD 7,,,
7,Precinct,Register Voters,Ballots Cast,Turnout %
7,1,721,229,31.76%
7,2,877,241,27.48%
7,3,628,290,46.18%
7,4,645,290,44.96%
7,5,674,225,33.38%
7,6,798,389,48.75%
7,7,782,226,28.90%
7,8,692,289,41.76%
7,9,1024,509,49.71%
7,10,712,301,42.28%
7,11,788,265,33.63%
7,12,754,261,34.62%
7,13,522,221,42.34%
7,14,778,268,34.45%
7,15,738,302,40.92%
7,16,771,227,29.44%
7,17,711,214,30.10%
7,18,747,229,30.66%
7,19,708,269,37.99%
7,20,681,175,25.70%
7,21,758,197,25.99%
7,22,725,209,28.83%
7,23,655,318,48.55%
7,24,743,263,35.40%
7,25,786,239,30.41%
7,26,568,230,40.49%
7,27,642,231,35.98%
7,28,628,208,33.12%
7,29,665,235,35.34%
7,30,726,209,28.79%
7,31,599,172,28.71%
7,32,764,440,57.59%
7,33,751,407,54.19%
7,34,786,364,46.31%
7,35,755,276,36.56%
7,36,783,360,45.98%
7,37,725,337,46.48%
7,38,658,200,30.40%
7,39,667,281,42.13%
7,40,651,290,44.55%
7,41,736,266,36.14%
7,42,676,275,40.68%
7,43,708,273,38.56%
7,44,729,248,34.02%
7,45,858,265,30.89%
7,46,285,159,55.79%
7,Total,"32,778","12,372",37.74%
7,,,,
8,WARD 8,,,
8,Precinct,Register Voters,Ballots Cast,Turnout %
8,1,723,217,30.01%
8,2,843,282,33.45%
8,3,672,363,54.02%
8,4,648,367,56.64%
8,5,667,373,55.92%
8,6,747,322,43.11%
8,7,766,362,47.26%
8,8,629,336,53.42%
8,9,458,195,42.58%
8,10,695,399,57.41%
8,11,669,276,41.26%
8,12,625,250,40.00%
8,13,910,320,35.16%
8,14,701,182,25.96%
8,15,702,252,35.90%
8,16,347,91,26.22%
8,17,536,280,52.24%
8,18,917,240,26.17%
8,19,752,362,48.14%
8,20,744,314,42.20%
8,21,886,343,38.71%
8,22,675,269,39.85%
8,23,690,225,32.61%
8,24,368,199,54.08%
8,25,761,295,38.76%
8,26,802,276,34.41%
8,27,668,332,49.70%
8,28,745,304,40.81%
8,29,862,331,38.40%
8,30,771,324,42.02%
8,31,619,226,36.51%
8,32,564,244,43.26%
8,33,703,283,40.26%
8,34,669,289,43.20%
8,35,719,352,48.96%
8,36,716,319,44.55%
8,37,527,273,51.80%
8,38,548,207,37.77%
8,39,692,302,43.64%
8,40,515,226,43.88%
8,41,738,307,41.60%
8,42,852,355,41.67%
8,43,468,156,33.33%
8,44,526,185,35.17%
8,45,806,237,29.40%
8,46,598,240,40.13%
8,47,610,256,41.97%
8,48,786,239,30.41%
8,49,667,296,44.38%
8,50,702,330,47.01%
8,51,674,331,49.11%
8,52,833,406,48.74%
8,53,397,168,42.32%
8,54,731,227,31.05%
8,55,433,187,43.19%
8,56,693,320,46.18%
8,Total,"37,765","15,642",41.42%
8,,,,
9,WARD 9,,,
9,Precinct,Register Voters,Ballots Cast,Turnout %
9,1,766,286,37.34%
9,2,678,237,34.96%
9,3,836,152,18.18%
9,4,608,226,37.17%
9,5,709,261,36.81%
9,6,697,304,43.62%
9,7,649,190,29.28%
9,8,878,228,25.97%
9,9,763,340,44.56%
9,10,690,240,34.78%
9,11,644,194,30.12%
9,12,753,312,41.43%
9,13,711,333,46.84%
9,14,769,366,47.59%
9,15,1043,156,14.96%
9,16,682,243,35.63%
9,17,725,201,27.72%
9,18,641,194,30.27%
9,19,677,241,35.60%
9,20,727,295,40.58%
9,21,703,257,36.56%
9,22,677,307,45.35%
9,23,701,333,47.50%
9,24,703,286,40.68%
9,25,693,288,41.56%
9,26,941,190,20.19%
9,27,709,253,35.68%
9,28,657,164,24.96%
9,29,737,262,35.55%
9,30,639,222,34.74%
9,31,727,210,28.89%
9,32,708,256,36.16%
9,33,708,188,26.55%
9,34,747,218,29.18%
9,35,669,280,41.85%
9,36,706,226,32.01%
9,37,778,337,43.32%
9,38,711,269,37.83%
9,39,728,287,39.42%
9,40,774,314,40.57%
9,41,636,226,35.53%
9,42,702,330,47.01%
9,43,807,216,26.77%
9,44,588,248,42.18%
9,45,676,213,31.51%
9,46,783,260,33.21%
9,47,691,341,49.35%
9,48,715,315,44.06%
9,49,677,307,45.35%
9,50,760,387,50.92%
9,51,636,302,47.48%
9,Total,"36,733","13,291",36.18%
9,,,,
10,WARD 10,,,
10,Precinct,Register Voters,Ballots Cast,Turnout %
10,1,698,252,36.10%
10,2,670,381,56.87%
10,3,724,371,51.24%
10,4,842,258,30.64%
10,5,679,308,45.36%
10,6,616,301,48.86%
10,7,630,233,36.98%
10,8,626,165,26.36%
10,9,706,399,56.52%
10,10,698,384,55.01%
10,11,936,479,51.18%
10,12,509,249,48.92%
10,13,898,367,40.87%
10,14,908,498,54.85%
10,15,1272,557,43.79%
10,16,627,281,44.82%
10,17,881,498,56.53%
10,18,652,196,30.06%
10,19,740,419,56.62%
10,20,742,414,55.80%
10,21,818,388,47.43%
10,22,549,193,35.15%
10,23,697,339,48.64%
10,24,660,414,62.73%
10,25,271,95,35.06%
10,26,780,266,34.10%
10,27,1042,286,27.45%
10,28,861,426,49.48%
10,29,744,341,45.83%
10,30,762,324,42.52%
10,31,714,259,36.27%
10,32,749,364,48.60%
10,33,593,252,42.50%
10,34,681,213,31.28%
10,35,753,456,60.56%
10,36,203,87,42.86%
10,Total,"25,931","11,713",45.17%
10,,,,
11,WARD 11,,,
11,Precinct,Register Voters,Ballots Cast,Turnout %
11,1,799,386,48.31%
11,2,894,44,4.92%
11,3,647,267,41.27%
11,4,746,364,48.79%
11,5,1034,432,41.78%
11,6,854,324,37.94%
11,7,723,247,34.16%
11,8,807,367,45.48%
11,9,827,344,41.60%
11,10,852,372,43.66%
11,11,842,411,48.81%
11,12,992,626,63.10%
11,13,976,561,57.48%
11,14,522,258,49.43%
11,15,364,171,46.98%
11,16,703,300,42.67%
11,17,772,393,50.91%
11,18,727,357,49.11%
11,19,957,442,46.19%
11,20,581,310,53.36%
11,21,844,590,69.91%
11,22,992,494,49.80%
11,23,420,281,66.90%
11,24,753,512,67.99%
11,25,671,407,60.66%
11,26,847,517,61.04%
11,27,472,161,34.11%
11,28,465,214,46.02%
11,29,800,502,62.75%
11,30,602,236,39.20%
11,31,718,443,61.70%
11,32,366,240,65.57%
11,33,749,300,40.05%
11,34,309,166,53.72%
11,35,247,156,63.16%
11,36,452,181,40.04%
11,37,332,140,42.17%
11,38,377,151,40.05%
11,Total,"26,035","12,667",48.65%
11,,,,
12,WARD 12,,,
12,Precinct,Register Voters,Ballots Cast,Turnout %
12,1,670,334,49.85%
12,2,692,255,36.85%
12,3,788,379,48.10%
12,4,698,330,47.28%
12,5,747,289,38.69%
12,6,831,327,39.35%
12,7,801,261,32.58%
12,8,826,331,40.07%
12,9,664,286,43.07%
12,10,827,302,36.52%
12,11,819,326,39.80%
12,12,819,267,32.60%
12,13,829,317,38.24%
12,14,814,241,29.61%
12,15,850,305,35.88%
12,16,819,295,36.02%
12,17,858,323,37.65%
12,18,850,269,31.65%
12,19,738,305,41.33%
12,20,860,354,41.16%
12,21,781,316,40.46%
12,22,879,242,27.53%
12,23,725,314,43.31%
12,Total,"18,185","6,968",38.32%
12,,,,
13,WARD 13,,,
13,Precinct,Register Voters,Ballots Cast,Turnout %
13,1,447,268,59.96%
13,2,435,305,70.11%
13,3,433,218,50.35%
13,4,584,336,57.53%
13,5,626,352,56.23%
13,6,477,325,68.13%
13,7,477,242,50.73%
13,8,407,232,57.00%
13,9,578,288,49.83%
13,10,481,317,65.90%
13,11,567,366,64.55%
13,12,528,285,53.98%
13,13,519,312,60.12%
13,14,519,271,52.22%
13,15,748,438,58.56%
13,16,408,237,58.09%
13,17,482,262,54.36%
13,18,451,244,54.10%
13,19,632,325,51.42%
13,20,371,196,52.83%
13,21,584,372,63.70%
13,22,575,353,61.39%
13,23,441,233,52.83%
13,24,469,292,62.26%
13,25,573,307,53.58%
13,26,537,310,57.73%
13,27,486,307,63.17%
13,28,453,253,55.85%
13,29,416,248,59.62%
13,30,386,233,60.36%
13,31,588,325,55.27%
13,32,484,278,57.44%
13,33,469,295,62.90%
13,34,527,361,68.50%
13,35,440,281,63.86%
13,36,323,169,52.32%
13,37,581,335,57.66%
13,38,446,283,63.45%
13,39,513,311,60.62%
13,40,431,254,58.93%
13,41,549,285,51.91%
13,42,527,310,58.82%
13,43,503,328,65.21%
13,44,588,409,69.56%
13,45,567,302,53.26%
13,46,639,357,55.87%
13,47,592,315,53.21%
13,48,441,284,64.40%
13,Total,"24,298","14,209",58.48%
13,,,,
14,WARD 14,,,
14,Precinct,Register Voters,Ballots Cast,Turnout %
14,1,673,416,61.81%
14,2,850,422,49.65%
14,3,651,295,45.31%
14,4,586,321,54.78%
14,5,927,373,40.24%
14,6,306,146,47.71%
14,7,782,326,41.69%
14,8,765,303,39.61%
14,9,714,360,50.42%
14,10,494,221,44.74%
14,11,379,172,45.38%
14,12,657,312,47.49%
14,13,501,238,47.50%
14,14,603,273,45.27%
14,15,677,302,44.61%
14,16,535,228,42.62%
14,17,549,257,46.81%
14,18,270,137,50.74%
14,19,621,274,44.12%
14,20,500,191,38.20%
14,21,612,290,47.39%
14,22,845,331,39.17%
14,23,523,263,50.29%
14,24,694,406,58.50%
14,25,431,188,43.62%
14,26,499,192,38.48%
14,27,629,267,42.45%
14,28,520,234,45.00%
14,29,555,258,46.49%
14,30,380,155,40.79%
14,31,360,175,48.61%
14,Total,"18,088","8,326",46.03%
14,,,,
15,WARD 15,,,
15,Precinct,Register Voters,Ballots Cast,Turnout %
15,1,790,337,42.66%
15,2,657,173,26.33%
15,3,668,185,27.69%
15,4,803,340,42.34%
15,5,834,275,32.97%
15,6,855,305,35.67%
15,7,747,226,30.25%
15,8,749,335,44.73%
15,9,915,387,42.30%
15,10,892,374,41.93%
15,11,856,340,39.72%
15,12,803,394,49.07%
15,13,819,258,31.50%
15,14,789,231,29.28%
15,15,747,225,30.12%
15,16,779,310,39.79%
15,17,655,231,35.27%
15,18,732,201,27.46%
15,19,720,266,36.94%
15,20,754,181,24.01%
15,21,619,189,30.53%
15,22,778,202,25.96%
15,23,778,217,27.89%
15,24,739,190,25.71%
15,Total,"18,478","6,372",34.48%
15,,,,
16,WARD 16,,,
16,Precinct,Register Voters,Ballots Cast,Turnout %
16,1,782,311,39.77%
16,2,753,219,29.08%
16,3,712,214,30.06%
16,4,750,229,30.53%
16,5,748,187,25.00%
16,6,728,209,28.71%
16,7,716,222,31.01%
16,8,642,132,20.56%
16,9,795,249,31.32%
16,10,716,219,30.59%
16,11,731,228,31.19%
16,12,737,180,24.42%
16,13,777,217,27.93%
16,14,693,186,26.84%
16,15,762,252,33.07%
16,16,698,257,36.82%
16,17,796,229,28.77%
16,18,759,250,32.94%
16,19,734,193,26.29%
16,20,695,211,30.36%
16,21,756,187,24.74%
16,22,786,198,25.19%
16,23,763,227,29.75%
16,24,454,151,33.26%
16,25,772,250,32.38%
16,26,695,219,31.51%
16,27,705,190,26.95%
16,28,764,277,36.26%
16,29,767,201,26.21%
16,30,744,210,28.23%
16,31,737,249,33.79%
16,32,769,235,30.56%
16,33,754,237,31.43%
16,34,744,211,28.36%
16,35,812,221,27.22%
16,36,619,189,30.53%
16,Total,"26,365","7,846",29.76%
16,,,,
17,WARD 17,,,
17,Precinct,Register Voters,Ballots Cast,Turnout %
17,1,671,260,38.75%
17,2,806,237,29.40%
17,3,830,227,27.35%
17,4,842,300,35.63%
17,5,696,230,33.05%
17,6,777,224,28.83%
17,7,753,181,24.04%
17,8,815,231,28.34%
17,9,796,263,33.04%
17,10,781,279,35.72%
17,11,705,217,30.78%
17,12,864,269,31.13%
17,13,723,207,28.63%
17,14,778,262,33.68%
17,15,836,261,31.22%
17,16,781,226,28.94%
17,17,776,234,30.15%
17,18,732,297,40.57%
17,19,674,142,21.07%
17,20,749,344,45.93%
17,21,753,355,47.14%
17,22,730,278,38.08%
17,23,635,178,28.03%
17,24,795,302,37.99%
17,25,675,202,29.93%
17,26,835,313,37.49%
17,27,787,236,29.99%
17,28,695,211,30.36%
17,29,774,220,28.42%
17,30,642,228,35.51%
17,31,699,191,27.32%
17,32,732,175,23.91%
17,33,689,165,23.95%
17,34,719,188,26.15%
17,35,716,195,27.23%
17,36,729,295,40.47%
17,37,683,219,32.06%
17,38,904,288,31.86%
17,39,712,263,36.94%
17,40,730,256,35.07%
17,41,761,311,40.87%
17,Total,"30,780","9,960",32.36%
17,,,,
18,WARD 18,,,
18,Precinct,Register Voters,Ballots Cast,Turnout %
18,1,617,233,37.76%
18,2,659,272,41.27%
18,3,588,323,54.93%
18,4,631,315,49.92%
18,5,599,202,33.72%
18,6,533,274,51.41%
18,7,684,297,43.42%
18,8,648,316,48.77%
18,9,578,311,53.81%
18,10,725,395,54.48%
18,11,584,256,43.84%
18,12,598,275,45.99%
18,13,674,318,47.18%
18,14,666,301,45.20%
18,15,738,321,43.50%
18,16,641,297,46.33%
18,17,668,312,46.71%
18,18,610,282,46.23%
18,19,650,308,47.38%
18,20,612,252,41.18%
18,21,728,384,52.75%
18,22,705,358,50.78%
18,23,648,271,41.82%
18,24,637,288,45.21%
18,25,626,304,48.56%
18,26,676,366,54.14%
18,27,637,227,35.64%
18,28,609,297,48.77%
18,29,668,309,46.26%
18,30,673,328,48.74%
18,31,632,302,47.78%
18,32,666,317,47.60%
18,33,596,238,39.93%
18,34,679,409,60.24%
18,35,652,369,56.60%
18,36,673,293,43.54%
18,37,671,360,53.65%
18,38,636,294,46.23%
18,39,633,210,33.18%
18,40,655,351,53.59%
18,41,697,359,51.51%
18,42,675,249,36.89%
18,43,543,242,44.57%
18,44,593,287,48.40%
18,45,697,288,41.32%
18,46,684,342,50.00%
18,47,576,198,34.38%
18,48,609,218,35.80%
18,49,554,196,35.38%
18,50,635,220,34.65%
18,Total,"32,066","14,734",45.95%
18,,,,
19,WARD 19,,,
19,Precinct,Register Voters,Ballots Cast,Turnout %
19,1,547,320,58.50%
19,2,754,486,64.46%
19,3,498,282,56.63%
19,4,705,408,57.87%
19,5,616,395,64.12%
19,6,642,379,59.03%
19,7,586,340,58.02%
19,8,705,409,58.01%
19,9,442,253,57.24%
19,10,685,410,59.85%
19,11,653,391,59.88%
19,12,539,297,55.10%
19,13,715,402,56.22%
19,14,692,383,55.35%
19,15,842,478,56.77%
19,16,650,382,58.77%
19,17,549,302,55.01%
19,18,537,319,59.40%
19,19,723,461,63.76%
19,20,579,321,55.44%
19,21,684,330,48.25%
19,22,623,387,62.12%
19,23,612,375,61.27%
19,24,453,295,65.12%
19,25,563,339,60.21%
19,26,619,344,55.57%
19,27,599,340,56.76%
19,28,745,390,52.35%
19,29,686,343,50.00%
19,30,594,321,54.04%
19,31,502,311,61.95%
19,32,582,316,54.30%
19,33,639,356,55.71%
19,34,556,339,60.97%
19,35,493,313,63.49%
19,36,818,406,49.63%
19,37,578,350,60.55%
19,38,543,302,55.62%
19,39,263,87,33.08%
19,40,616,376,61.04%
19,41,596,334,56.04%
19,42,466,284,60.94%
19,43,872,426,48.85%
19,44,715,393,54.97%
19,45,572,348,60.84%
19,46,652,377,57.82%
19,47,820,489,59.63%
19,48,863,348,40.32%
19,49,725,436,60.14%
19,50,506,272,53.75%
19,51,654,413,63.15%
19,52,719,391,54.38%
19,53,570,332,58.25%
19,54,523,279,53.35%
19,55,571,315,55.17%
19,56,596,384,64.43%
19,57,499,303,60.72%
19,Total,"35,346","20,162",57.04%
19,,,,
20,WARD 20,,,
20,Precinct,Register Voters,Ballots Cast,Turnout %
20,1,665,217,32.63%
20,2,482,116,24.07%
20,3,666,220,33.03%
20,4,514,123,23.93%
20,5,821,253,30.82%
20,6,508,128,25.20%
20,7,880,216,24.55%
20,8,699,280,40.06%
20,9,786,320,40.71%
20,10,666,197,29.58%
20,11,951,302,31.76%
20,12,648,134,20.68%
20,13,1022,284,27.79%
20,14,419,169,40.33%
20,15,849,224,26.38%
20,16,696,299,42.96%
20,17,670,157,23.43%
20,18,681,209,30.69%
20,19,810,259,31.98%
20,20,642,173,26.95%
20,21,753,193,25.63%
20,22,752,340,45.21%
20,23,844,289,34.24%
20,24,680,246,36.18%
20,25,722,240,33.24%
20,26,616,283,45.94%
20,27,525,169,32.19%
20,28,565,191,33.81%
20,29,895,328,36.65%
20,30,428,153,35.75%
20,31,847,250,29.52%
20,32,866,258,29.79%
20,33,589,147,24.96%
20,34,705,286,40.57%
20,35,909,143,15.73%
20,36,378,90,23.81%
20,37,305,93,30.49%
20,38,386,112,29.02%
20,39,163,43,26.38%
20,Total,"26,003","8,134",31.28%
20,,,,
21,WARD 21,,,
21,Precinct,Register Voters,Ballots Cast,Turnout %
21,1,727,329,45.25%
21,2,670,202,30.15%
21,3,732,309,42.21%
21,4,813,286,35.18%
21,5,731,336,45.96%
21,6,683,258,37.77%
21,7,666,328,49.25%
21,8,703,270,38.41%
21,9,703,337,47.94%
21,10,716,283,39.53%
21,11,735,287,39.05%
21,12,708,270,38.14%
21,13,771,260,33.72%
21,14,793,353,44.51%
21,15,682,262,38.42%
21,16,694,266,38.33%
21,17,749,251,33.51%
21,18,763,328,42.99%
21,19,756,304,40.21%
21,20,676,280,41.42%
21,21,697,234,33.57%
21,22,689,281,40.78%
21,23,650,271,41.69%
21,24,719,286,39.78%
21,25,639,279,43.66%
21,26,778,258,33.16%
21,27,720,298,41.39%
21,28,891,333,37.37%
21,29,740,294,39.73%
21,30,684,195,28.51%
21,31,459,221,48.15%
21,32,691,271,39.22%
21,33,748,289,38.64%
21,34,795,276,34.72%
21,35,734,309,42.10%
21,36,698,288,41.26%
21,37,611,241,39.44%
21,38,735,247,33.61%
21,39,629,207,32.91%
21,40,652,245,37.58%
21,41,722,314,43.49%
21,42,779,314,40.31%
21,43,777,286,36.81%
21,44,741,296,39.95%
21,45,747,290,38.82%
21,46,726,327,45.04%
21,47,732,252,34.43%
21,48,690,265,38.41%
21,49,753,330,43.82%
21,50,707,246,34.79%
21,51,725,326,44.97%
21,52,754,301,39.92%
21,53,575,226,39.30%
21,54,623,234,37.56%
21,Total,"38,481","15,129",39.32%
21,,,,
22,WARD 22,,,
22,Precinct,Register Voters,Ballots Cast,Turnout %
22,1,461,177,38.39%
22,2,732,335,45.77%
22,3,1064,436,40.98%
22,4,670,274,40.90%
22,5,793,320,40.35%
22,6,808,336,41.58%
22,7,548,240,43.80%
22,8,785,372,47.39%
22,9,729,257,35.25%
22,10,964,436,45.23%
22,11,771,264,34.24%
22,12,664,293,44.13%
22,13,808,315,38.99%
22,14,756,229,30.29%
22,15,678,234,34.51%
22,16,659,286,43.40%
22,17,877,333,37.97%
22,18,760,249,32.76%
22,19,413,124,30.02%
22,20,776,306,39.43%
22,21,909,301,33.11%
22,22,818,268,32.76%
22,23,922,344,37.31%
22,24,978,372,38.04%
22,25,792,337,42.55%
22,Total,"19,135","7,438",38.87%
22,,,,
23,WARD 23,,,
23,Precinct,Register Voters,Ballots Cast,Turnout %
23,1,544,331,60.85%
23,2,575,310,53.91%
23,3,570,307,53.86%
23,4,612,368,60.13%
23,5,586,285,48.63%
23,6,630,321,50.95%
23,7,568,263,46.30%
23,8,681,362,53.16%
23,9,525,240,45.71%
23,10,671,338,50.37%
23,11,668,325,48.65%
23,12,552,336,60.87%
23,13,560,193,34.46%
23,14,536,297,55.41%
23,15,586,258,44.03%
23,16,546,314,57.51%
23,17,548,177,32.30%
23,18,557,280,50.27%
23,19,606,236,38.94%
23,20,559,184,32.92%
23,21,570,320,56.14%
23,22,612,303,49.51%
23,23,546,325,59.52%
23,24,584,236,40.41%
23,25,654,279,42.66%
23,26,641,306,47.74%
23,27,514,329,64.01%
23,28,587,327,55.71%
23,29,529,268,50.66%
23,30,648,332,51.23%
23,31,549,240,43.72%
23,32,617,302,48.95%
23,33,682,292,42.82%
23,34,651,259,39.78%
23,35,458,255,55.68%
23,36,555,353,63.60%
23,37,552,313,56.70%
23,38,515,279,54.17%
23,39,623,283,45.43%
23,Total,"22,767","11,326",49.75%
23,,,,
24,WARD 24,,,
24,Precinct,Register Voters,Ballots Cast,Turnout %
24,1,746,217,29.09%
24,2,803,198,24.66%
24,3,848,225,26.53%
24,4,566,188,33.22%
24,5,458,136,29.69%
24,6,715,233,32.59%
24,7,415,149,35.90%
24,8,469,150,31.98%
